Time frequency,Age class,Statistical information,Geopolitical entity (reporting)\Time,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Total,Gini coefficient (scale from 0 to 100),Austria,27.6,27.2,27.2,27.9,26.8,27.5,27.0,26.7,27.8,28.1
Annual,Total,Gini coefficient (scale from 0 to 100),Belgium,25.9,26.2,26.3,26.1,25.7,25.1 b,25.4,24.1,24.9,24.2
Annual,Total,Gini coefficient (scale from 0 to 100),Bulgaria,35.4,37.0,37.7 b,40.2,39.6,40.8,40.0,39.7,38.4,37.2
Annual,Total,Gini coefficient (scale from 0 to 100),Switzerland,29.5 b,29.6,29.4,30.1,29.7,30.6,31.2,31.4,31.1,31.5
Annual,Total,Gini coefficient (scale from 0 to 100),Cyprus,34.8,33.6,32.1,30.8,29.1,31.1,29.3,29.4,29.4,29.6
Annual,Total,Gini coefficient (scale from 0 to 100),Czechia,25.1,25.0,25.1,24.5,24.0,24.0,24.2,24.8,24.8,24.4
Annual,Total,Gini coefficient (scale from 0 to 100),Germany,30.7,30.1,29.5,29.1,31.1,29.7,30.5 b,31.2,29.0,29.4
Annual,Total,Gini coefficient (scale from 0 to 100),Denmark,27.7,27.4,27.7,27.6,27.8,27.5,27.3 b,27.0,27.7,28.2
Annual,Total,Gini coefficient (scale from 0 to 100),Euro area – 20 countries (from 2023),31.0,30.7,30.7,30.4,30.6,30.2,30.2 b,30.6,29.9,29.8
Annual,Total,Gini coefficient (scale from 0 to 100),Estonia,35.6 b,34.8,32.7,31.6,30.6,30.5,30.5,30.6,31.9,31.8
Annual,Total,Gini coefficient (scale from 0 to 100),Greece,34.5,34.2,34.3,33.4,32.3,31.0,31.4,32.4,31.4,31.8
Annual,Total,Gini coefficient (scale from 0 to 100),Spain,34.7,34.6,34.5,34.1,33.2,33.0,32.1,33.0,32.0,31.5
Annual,Total,Gini coefficient (scale from 0 to 100),European Union - 27 countries (from 2020),30.9,30.8,30.6,30.3,30.4,30.2,30.0 b,30.2,29.6,29.6
Annual,Total,Gini coefficient (scale from 0 to 100),Finland,25.6,25.2,25.4,25.3,25.9,26.2,26.5,25.7,26.6,26.6
Annual,Total,Gini coefficient (scale from 0 to 100),France,29.2,29.2,29.3,28.8,28.5,29.2,29.2 b,29.3,29.8 b,29.7
Annual,Total,Gini coefficient (scale from 0 to 100),Croatia,30.2,30.4,29.8,29.9,29.7,29.2,28.3,29.2,28.5,29.7 b
Annual,Total,Gini coefficient (scale from 0 to 100),Hungary,28.6,28.2,28.2,28.1,28.7,28.0,28.0,27.6,27.4,29.0
Annual,Total,Gini coefficient (scale from 0 to 100),Ireland,31.0,29.7,29.6,30.6,28.9,28.0 b,27.6 b,26.6,26.9,27.4
Annual,Total,Gini coefficient (scale from 0 to 100),Iceland,22.7,24.7,24.1,25.2,23.2,23.7,24.0,:,:,:
Annual,Total,Gini coefficient (scale from 0 to 100),Italy,32.4,32.4,33.1,32.7,33.4,32.8,32.5,32.9,32.7,31.5
Annual,Total,Gini coefficient (scale from 0 to 100),Lithuania,35.0,37.9,37.0,37.6,36.9,35.4,35.1,35.4,36.2,35.7
Annual,Total,Gini coefficient (scale from 0 to 100),Luxembourg,28.7,28.5,29.6 b,29.2,31.3,32.3,31.2 b,29.6 b,29.1 b,30.6
Annual,Total,Gini coefficient (scale from 0 to 100),Latvia,35.5,35.4,34.5,34.5,35.6,35.2,34.5,35.7,34.3,34.0
Annual,Total,Gini coefficient (scale from 0 to 100),North Macedonia,35.2,33.7,33.6,32.4,31.9,30.7,31.4,:,:,:
Annual,Total,Gini coefficient (scale from 0 to 100),Malta,27.7,28.1,28.6,28.2,28.7,28.0,30.3,31.2,31.1,33.0
Annual,Total,Gini coefficient (scale from 0 to 100),Netherlands,26.2,26.7,26.9 b,27.1,27.4,26.8,28.2,26.4,26.3,26.5
Annual,Total,Gini coefficient (scale from 0 to 100),Norway,23.5,23.9,25.0,26.1,24.8,25.4,25.3,25.9 b,27.5,24.7 b
Annual,Total,Gini coefficient (scale from 0 to 100),Poland,30.8,30.6,29.8,29.2,27.8,28.5,27.2,26.8,26.3,27.0
Annual,Total,Gini coefficient (scale from 0 to 100),Portugal,34.5,34.0,33.9,33.5,32.1,31.9,31.2,33.0,32.0,33.7
Annual,Total,Gini coefficient (scale from 0 to 100),Romania,35.0,37.4,34.7,33.1,35.1,34.8,33.8,34.3,32.0,31.0
Annual,Total,Gini coefficient (scale from 0 to 100),Serbia,38.3,40.0,39.8,37.8,35.6,33.3,33.3,33.3,32.0,:
Annual,Total,Gini coefficient (scale from 0 to 100),Sweden,26.9,26.7,27.6,28.0,27.0,27.6,26.9,26.8,27.6,29.5
Annual,Total,Gini coefficient (scale from 0 to 100),Slovenia,25.0,24.5,24.4,23.7,23.4,23.9,23.5,23.0,23.1,23.4
Annual,Total,Gini coefficient (scale from 0 to 100),Slovakia,26.1,23.7,24.3,23.2,20.9,22.8,20.9,21.8,21.2,21.6
Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,41.2,41.9,42.6,43.0,43.0,41.7,43.4,42.5,45.3,44.2
Annual,Total,Gini coefficient (scale from 0 to 100),United Kingdom,31.6,32.4,31.5,33.1 b,33.5,:,:,:,:,:
