Time frequency,Unit of measure,Geopolitical entity (reporting),Purchases\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,"Annual average index, 2015=100",Austria,Purchases of existing dwellings,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100.0,91.99,96.09,96.85,101.18,102.89,107.98,94.86 p,77.09 ep
Annual,"Annual average index, 2015=100",Austria,Purchases of newly built dwellings,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100.0,103.3,111.3,115.15,150.29,172.42,185.58,132.96 p,62.31 ep
Annual,"Annual average index, 2015=100",Austria,Total,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100.0,94.18,99.02,100.38,110.65,116.3,122.95,102.21 p,74.24 ep
Annual,"Annual average index, 2015=100",Belgium,Purchases of existing dwellings,:,:,:,:,:,:,:,:,:,:,113.85,125.71,122.15,118.91,134.17,100.0,118.83,127.56,134.22,153.8,126.64,150.23,152.87,125.24
Annual,"Annual average index, 2015=100",Belgium,Total,:,:,:,:,:,:,:,:,:,:,113.85 d,125.71 d,122.15 d,118.91 d,134.17 d,100.00 d,118.83 d,127.56 d,134.22 d,153.80 d,126.64 d,150.23 d,152.87 d,125.24 d
Annual,"Annual average index, 2015=100",Cyprus,Total,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100.0,112.54,136.71,170.57,168.41,129.25,151.5,193.07,252.99
Annual,"Annual average index, 2015=100",Denmark,Purchases of existing dwellings,:,:,:,:,:,:,:,:,:,:,:,:,:,76.95,87.39,100.0,106.11,118.92,117.37,120.97,145.33,155.82 d,117.19,117.01
Annual,"Annual average index, 2015=100",Denmark,Total,:,:,:,:,:,:,:,:,:,:,:,:,:,76.95 d,87.39 d,100.00 d,106.11 d,118.92 d,117.37 d,120.97 d,145.33 d,155.82 d,117.19,117.01
Annual,"Annual average index, 2015=100",Spain,Purchases of existing dwellings,:,:,:,:,:,:,:,:,63.9,61.27,85.58,63.4,69.79,66.7,88.9,100.0,116.39,135.35,148.33,145.55,123.85,175.91,188.33,165.81
Annual,"Annual average index, 2015=100",Spain,Purchases of newly built dwellings,:,:,:,:,:,:,:,:,752.03,502.13,429.48,230.84,194.86,94.9,109.41,100.0,100.4,113.05,130.74,132.9,148.31,175.93,169.9,148.64
Annual,"Annual average index, 2015=100",Spain,Total,:,:,:,:,:,:,:,:,132.96,105.52,120.09,80.21,82.34,69.53,90.95,100.0,114.79,133.11,146.57,144.28,126.31,175.91,186.48,164.09
Annual,"Annual average index, 2015=100",Finland,Purchases of existing dwellings,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100.0,101.61,102.85,97.25,99.7,110.90 b,124.87,102.85,78.19
Annual,"Annual average index, 2015=100",Finland,Purchases of newly built dwellings,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100.0,119.93,139.57,149.13,164.73,174.57 b,162.96,147.33,106.63
Annual,"Annual average index, 2015=100",Finland,Total,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100.0,103.57,106.78,102.79,106.65,117.70 b,128.94,107.6,81.23
Annual,"Annual average index, 2015=100",France,Purchases of existing dwellings,99.35,98.12,101.54,102.17,103.3,104.34,103.32,102.12,85.0,74.93,97.73,106.76,89.07,90.05,86.68,100.0,106.09,121.11,121.58,134.26,128.8,148.56,136.97,110.03
Annual,"Annual average index, 2015=100",France,Purchases of newly built dwellings,:,:,:,:,:,:,126.96,125.68,81.27,107.18,114.24,101.95,88.76,88.21,85.11,100.0,123.87,129.38,126.62,129.0,103.27,117.4,104.27,66.06
Annual,"Annual average index, 2015=100",France,Total,:,:,:,:,:,:,106.52,105.32,84.5,79.3,99.97,106.11,89.03,89.8,86.46,100.0,108.5,122.23,122.27,133.54,125.34,144.34,132.54,104.07
Annual,"Annual average index, 2015=100",Hungary,Purchases of existing dwellings,:,:,:,:,:,:,:,141.33,107.09,63.39,65.39,64.15,63.74,66.1,84.51,100.0,108.19,112.96,118.26,111.52,95.58,113.77,102.5,71.17
Annual,"Annual average index, 2015=100",Hungary,Purchases of newly built dwellings,:,:,:,:,:,:,:,190.06,418.46,245.21,142.03,114.81,78.18,68.12,98.22,100.0,144.26,180.97,269.99,333.42,268.09,354.7,317.6,184.65
