Time frequency,Indicator used in Euro_Med,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0
Annual,"At-risk-of poverty rate, male, urban (%)",Morocco,:,7.7,:,:,:,:,:,4.7,:,:,:
Annual,"At-risk-of poverty rate, male, urban, 0-17 (%)",Morocco,:,10.1,:,:,:,:,:,5.8,:,:,:
Annual,"At-risk-of poverty rate, male, urban,18-64 (%)",Israel,14.1,15.0,16.8,17.7,17.9,18.8,18.3,18.1,17.9,19.2,18.8
Annual,"At-risk-of poverty rate, male, urban,18-64 (%)",Morocco,:,6.6,:,:,:,:,:,4.2,:,:,:
Annual,"At-risk-of poverty rate, male, urban, 65+ (%)",Israel,17.9,16.3,14.3,16.6,17.7,18.9,17.1,17.9,16.6,16.6,15.8
Annual,"At-risk-of poverty rate, male, urban, 65+ (%)",Morocco,:,5.5,:,:,:,:,:,3.9,:,:,:
Annual,"At-risk-of poverty rate, male, rural (%)",Morocco,:,25.0,:,:,:,:,:,14.1,:,:,:
Annual,"At-risk-of poverty rate, male, rural, 0-17 (%)",Morocco,:,29.6,:,:,:,:,:,17.7,:,:,:
Annual,"At-risk-of poverty rate, male, rural,18-64 (%)",Israel,14.2,15.3,12.4,14.1,16.1,12.2,13.3,15.0,13.4,14.8,15.6
Annual,"At-risk-of poverty rate, male, rural,18-64 (%)",Morocco,:,21.5,:,:,:,:,:,12.4,:,:,:
Annual,"At-risk-of poverty rate, male, rural, 65+ (%)",Israel,:,:,28.8,12.5,16.7,21.9,25.5,20.4,18.0,16.1,26.8
Annual,"At-risk-of poverty rate, male, rural, 65+ (%)",Morocco,:,18.4,:,:,:,:,:,10.4,:,:,:
Annual,"At-risk-of poverty rate, male, total (%)",Morocco,:,15.4,:,:,:,:,:,8.7,:,:,:
Annual,"At-risk-of poverty rate, male, total, 0-17 (%)",Morocco,:,20.2,:,:,:,:,:,11.1,:,:,:
Annual,"At-risk-of poverty rate, male, total,18-64 (%)",Israel,14.1,15.1,16.6,17.5,18.0,18.6,18.2,18.0,17.7,19.0,18.5
Annual,"At-risk-of poverty rate, male, total,18-64 (%)",Morocco,:,12.5,:,:,:,:,:,7.5,:,:,:
Annual,"At-risk-of poverty rate, male, total, 65+ (%)",Israel,17.5,16.5,15.1,17.1,18.5,19.7,18.2,18.2,17.2,17.2,16.6
Annual,"At-risk-of poverty rate, male, total, 65+ (%)",Morocco,:,11.3,:,:,:,:,:,7.0,:,:,:
Annual,"At-risk-of poverty rate, female, urban (%)",Morocco,:,7.5,:,:,:,:,:,4.8,:,:,:
Annual,"At-risk-of poverty rate, female, urban, 0-17 (%)",Morocco,:,9.7,:,:,:,:,:,5.9,:,:,:
Annual,"At-risk-of poverty rate, female, urban, 18-64 (%)",Israel,15.4,16.0,17.2,18.8,19.0,20.0,19.9,19.2,19.4,20.6,20.7
Annual,"At-risk-of poverty rate, female, urban, 18-64 (%)",Morocco,:,6.5,:,:,:,:,:,4.4,:,:,:
Annual,"At-risk-of poverty rate, female, urban, 65+ (%)",Israel,21.0,19.0,16.3,18.7,21.0,21.4,17.0,19.3,19.7,16.8,16.6
Annual,"At-risk-of poverty rate, female, urban, 65+ (%)",Morocco,:,5.0,:,:,:,:,:,3.0,:,:,:
Annual,"At-risk-of poverty rate, female, rural (%)",Morocco,:,25.3,:,:,:,:,:,14.6,:,:,:
Annual,"At-risk-of poverty rate, female, rural, 0-17 (%)",Morocco,:,29.9,:,:,:,:,:,19.0,:,:,:
Annual,"At-risk-of poverty rate, female, rural, 18-64 (%)",Israel,16.8,18.3,15.4,15.4,17.4,13.3,15.7,15.8,13.5,15.9,17.0
Annual,"At-risk-of poverty rate, female, rural, 18-64 (%)",Morocco,:,22.2,:,:,:,:,:,13.0,:,:,:
Annual,"At-risk-of poverty rate, female, rural, 65+ (%)",Israel,:,:,30.2,22.3,21.1,25.9,32.5,25.4,24.1,16.5,27.3
Annual,"At-risk-of poverty rate, female, rural, 65+ (%)",Morocco,:,17.1,:,:,:,:,:,10.1,:,:,:
Annual,"At-risk-of poverty rate, female, total (%)",Morocco,:,15.2,:,:,:,:,:,9.2,:,:,:
Annual,"At-risk-of poverty rate, female, total, 0-17 (%)",Morocco,:,19.8,:,:,:,:,:,11.6,:,:,:
Annual,"At-risk-of poverty rate, female, total, 18-64 (%)",Israel,15.5,16.3,17.2,18.7,19.2,19.8,19.8,19.0,19.2,20.4,20.3
Annual,"At-risk-of poverty rate, female, total, 18-64 (%)",Morocco,:,12.6,:,:,:,:,:,8.3,:,:,:
Annual,"At-risk-of poverty rate, female, total, 65+ (%)",Israel,21.2,19.2,16.9,19.6,22.2,22.0,18.3,19.8,21.0,18.0,17.8
Annual,"At-risk-of poverty rate, female, total, 65+ (%)",Morocco,:,10.8,:,:,:,:,:,6.6,:,:,:
Annual,"At-risk-of poverty rate, total, urban (%)",Israel,18.8,19.5,21.2,22.4,23.6,24.9,24.6,24.0,23.9,25.2,24.8
Annual,"At-risk-of poverty rate, total, urban (%)",Morocco,:,7.6,:,:,7.9,:,:,4.8,:,:,:
Annual,"At-risk-of poverty rate, total, urban, 0-17 (%)",Israel,25.5,26.9,30.1,30.8,33.2,35.8,36.4,34.8,34.8,37.0,36.3
Annual,"At-risk-of poverty rate, total, urban, 0-17 (%)",Morocco,:,9.9,:,:,:,:,:,5.9,:,:,:
Annual,"At-risk-of poverty rate, total, urban, 18-64 (%)",Israel,14.8,15.5,17.0,18.3,18.5,19.4,19.1,18.7,18.7,19.9,19.8
Annual,"At-risk-of poverty rate, total, urban, 18-64 (%)",Morocco,:,6.5,:,:,:,:,:,4.3,:,:,:
Annual,"At-risk-of poverty rate, total, urban, 65+ (%)",Israel,19.7,17.8,15.4,17.8,19.6,20.3,17.1,18.7,18.3,16.7,16.2
Annual,"At-risk-of poverty rate, total, urban, 65+ (%)",Morocco,:,5.3,:,:,:,:,:,3.4,:,:,:
Annual,"At-risk-of poverty rate, total, rural (%)",Israel,17.1,17.3,16.4,18.9,20.1,15.9,17.1,19.3,16.4,17.3,19.2
Annual,"At-risk-of poverty rate, total, rural (%)",Morocco,:,25.1,:,:,22.0,:,:,14.4,:,:,:
Annual,"At-risk-of poverty rate, total, rural, 0-17 (%)",Israel,19.9,19.4,17.9,24.6,25.2,19.5,19.1,24.9,20.2,20.5,22.6
Annual,"At-risk-of poverty rate, total, rural, 0-17 (%)",Morocco,:,29.8,:,:,:,:,:,18.3,:,:,:
