Annual,Collective trademark,Number,United Kingdom,19.0,5.0,5.0,2.0,8.0,3.0,3.0,8.0,7.0,11.0,10.0,14.0,19.0,16.0,6.0,10.0,11.0,13.0,4.0,8.0,6 p
Annual,Collective trademark,Number,United States,8.0,4.0,9.0,15.0,17.0,2.0,12.0,13.0,8.0,5.0,7.0,5.0,12.0,21.0,5.0,9.0,10.0,4.0,4.0,5.0,4 p
Annual,Collective trademark,Number,All countries of the world,82.0,63.0,76.0,62.0,86.0,47.0,80.0,127.0,127.0,98.0,114.0,147.0,159.0,225.0,180.0,181.0,141.0,172.0,82.0,107.0,95 p
Annual,Collective trademark,Number,South Africa,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,:,:,:,:,:,:,:
Annual,Individual trademark,Number,Austria,728.0,402.0,533.0,588.0,750.0,734.0,755.0,799.0,1324.0,1381.0,1834.0,1942.0,1986.0,2229.0,2533.0,2627.0,2870.0,2935.0,2895.0,2965.0,2530 p
Annual,Individual trademark,Number,Australia,263.0,282.0,253.0,387.0,593.0,419.0,400.0,393.0,405.0,521.0,749.0,732.0,812.0,737.0,756.0,860.0,897.0,921.0,922.0,1402.0,939 p
Annual,Individual trademark,Number,Belgium,678.0,445.0,559.0,601.0,785.0,714.0,638.0,972.0,883.0,966.0,1130.0,1300.0,1380.0,1738.0,1871.0,1820.0,1746.0,1926.0,2057.0,2235.0,1826 p
Annual,Individual trademark,Number,Bulgaria,1.0,1.0,4.0,4.0,6.0,8.0,6.0,9.0,6.0,55.0,66.0,253.0,273.0,274.0,366.0,427.0,488.0,463.0,667.0,651.0,548 p
Annual,Individual trademark,Number,Brazil,64.0,62.0,58.0,62.0,123.0,147.0,137.0,298.0,230.0,288.0,329.0,254.0,327.0,283.0,262.0,255.0,238.0,305.0,259.0,262.0,187 p
Annual,Individual trademark,Number,Canada,467.0,347.0,358.0,488.0,787.0,682.0,618.0,578.0,720.0,712.0,837.0,853.0,863.0,805.0,875.0,1003.0,971.0,1076.0,1029.0,1215.0,994 p
Annual,Individual trademark,Number,Switzerland,1236.0,578.0,689.0,936.0,1168.0,1223.0,1261.0,1799.0,1613.0,2064.0,2547.0,2914.0,2939.0,2928.0,3592.0,3911.0,3531.0,4038.0,4234.0,3963.0,2916 p
Annual,Individual trademark,Number,China except Hong Kong,59.0,42.0,29.0,54.0,32.0,72.0,100.0,128.0,173.0,340.0,522.0,770.0,842.0,927.0,1342.0,1764.0,1978.0,2135.0,2728.0,4164.0,6149 p
Annual,Individual trademark,Number,Cyprus,29.0,25.0,22.0,26.0,59.0,29.0,61.0,76.0,109.0,116.0,153.0,213.0,212.0,267.0,267.0,403.0,417.0,380.0,424.0,599.0,536 p
Annual,Individual trademark,Number,Czechia,16.0,3.0,11.0,10.0,20.0,31.0,30.0,93.0,266.0,223.0,345.0,480.0,450.0,485.0,647.0,749.0,919.0,857.0,899.0,992.0,926 p
Annual,Individual trademark,Number,Germany,7661.0,3897.0,4795.0,6921.0,9768.0,8257.0,7277.0,9717.0,9767.0,10936.0,13553.0,15491.0,15510.0,16124.0,18292.0,19851.0,19980.0,19895.0,18647.0,20387.0,16544 p
Annual,Individual trademark,Number,Denmark,705.0,464.0,520.0,625.0,791.0,763.0,746.0,900.0,773.0,877.0,1043.0,1151.0,1131.0,1082.0,1268.0,1329.0,1374.0,1429.0,1528.0,1742.0,1559 p
Annual,Individual trademark,Number,Estonia,:,:,5.0,:,4.0,3.0,6.0,20.0,29.0,41.0,60.0,114.0,87.0,99.0,156.0,188.0,233.0,255.0,302.0,355.0,316 p
Annual,Individual trademark,Number,Greece,78.0,66.0,84.0,114.0,158.0,141.0,191.0,257.0,266.0,243.0,387.0,461.0,422.0,397.0,386.0,421.0,449.0,709.0,781.0,771.0,755 p
Annual,Individual trademark,Number,Spain,2764.0,1480.0,1930.0,2570.0,3445.0,3414.0,3873.0,5820.0,5505.0,5794.0,6281.0,7326.0,6927.0,7004.0,7770.0,7959.0,8021.0,8460.0,8763.0,9391.0,8032 p
Annual,Individual trademark,Number,European Union - 27 countries (from 2020),19707.0,13215.0,15783.0,20789.0,28258.0,24712.0,24826.0,33632.0,34335.0,37201.0,45261.0,52714.0,52791.0,55529.0,61276.0,65125.0,66179.0,69194.0,70749.0,76799.0,66170 p
Annual,Individual trademark,Number,European Union - 28 countries (2013-2020),25187.0,16654.0,19811.0,25906.0,36043.0,30736.0,30581.0,39811.0,40608.0,44094.0,53422.0,61866.0,61203.0,63434.0,70059.0,74662.0,76404.0,80034.0,82532.0,89317.0,75810 p
Annual,Individual trademark,Number,Finland,361.0,283.0,341.0,378.0,517.0,490.0,455.0,444.0,437.0,537.0,629.0,724.0,756.0,782.0,963.0,989.0,1055.0,1079.0,1037.0,1372.0,1331 p
Annual,Individual trademark,Number,France,1659.0,1860.0,2115.0,2709.0,3397.0,3193.0,3606.0,4390.0,4522.0,4694.0,5297.0,5970.0,6008.0,6487.0,6957.0,7383.0,7309.0,7388.0,7466.0,7881.0,6419 p
Annual,Individual trademark,Number,Hong Kong,141.0,125.0,114.0,144.0,249.0,234.0,349.0,334.0,467.0,444.0,530.0,473.0,489.0,494.0,686.0,733.0,820.0,868.0,927.0,923.0,844 p
Annual,Individual trademark,Number,Croatia,:,1.0,:,:,:,3.0,2.0,5.0,13.0,20.0,9.0,23.0,21.0,34.0,23.0,46.0,41.0,123.0,128.0,132.0,138 p
Annual,Individual trademark,Number,Hungary,17.0,29.0,11.0,8.0,23.0,15.0,21.0,57.0,138.0,166.0,196.0,263.0,287.0,285.0,380.0,353.0,348.0,470.0,532.0,565.0,475 p
Annual,Individual trademark,Number,Ireland,311.0,221.0,315.0,468.0,671.0,534.0,481.0,500.0,592.0,537.0,717.0,776.0,789.0,804.0,835.0,793.0,822.0,1049.0,1037.0,1067.0,953 p
Annual,Individual trademark,Number,Israel,111.0,106.0,148.0,171.0,322.0,247.0,185.0,222.0,189.0,224.0,256.0,280.0,311.0,268.0,247.0,320.0,297.0,327.0,361.0,447.0,357 p
Annual,Individual trademark,Number,India,22.0,33.0,24.0,38.0,71.0,57.0,79.0,69.0,78.0,97.0,143.0,178.0,184.0,219.0,212.0,235.0,248.0,209.0,284.0,319.0,236 p
Annual,Individual trademark,Number,Iceland,6.0,3.0,9.0,5.0,4.0,6.0,7.0,6.0,16.0,12.0,55.0,97.0,125.0,49.0,38.0,31.0,47.0,158.0,198.0,72.0,31 p
Annual,Individual trademark,Number,Italy,2247.0,2067.0,2419.0,3275.0,4255.0,3659.0,3940.0,5112.0,4942.0,5143.0,6263.0,7169.0,7249.0,7321.0,7944.0,8070.0,8066.0,8723.0,9222.0,9906.0,9740 p
Annual,Individual trademark,Number,Japan,1488.0,741.0,803.0,983.0,1230.0,2395.0,1173.0,1593.0,1554.0,1574.0,1781.0,1945.0,2102.0,2094.0,1975.0,2185.0,2314.0,2287.0,2258.0,2597.0,1727 p
Annual,Individual trademark,Number,South Korea,50.0,45.0,43.0,72.0,123.0,125.0,182.0,159.0,149.0,188.0,254.0,336.0,353.0,556.0,661.0,734.0,810.0,1130.0,1139.0,2058.0,1238 p
Annual,Individual trademark,Number,Liechtenstein,58.0,39.0,45.0,55.0,81.0,57.0,62.0,95.0,82.0,124.0,128.0,138.0,164.0,120.0,137.0,141.0,112.0,144.0,108.0,136.0,80 p
Annual,Individual trademark,Number,Lithuania,1.0,:,:,:,1.0,1.0,3.0,10.0,19.0,38.0,74.0,73.0,120.0,115.0,102.0,137.0,210.0,254.0,226.0,271.0,262 p
Annual,Individual trademark,Number,Luxembourg,241.0,179.0,229.0,281.0,366.0,357.0,359.0,386.0,387.0,456.0,579.0,793.0,792.0,883.0,939.0,1084.0,1050.0,1200.0,1257.0,1232.0,1093 p
Annual,Individual trademark,Number,Latvia,:,:,:,2.0,:,1.0,:,3.0,7.0,33.0,33.0,59.0,86.0,60.0,117.0,102.0,115.0,117.0,159.0,156.0,128 p
Annual,Individual trademark,Number,Malta,12.0,9.0,7.0,14.0,28.0,11.0,15.0,32.0,54.0,59.0,69.0,68.0,111.0,126.0,143.0,173.0,257.0,364.0,386.0,418.0,313 p
Annual,Individual trademark,Number,Mexico,67.0,53.0,61.0,91.0,133.0,111.0,128.0,194.0,140.0,156.0,185.0,243.0,225.0,159.0,202.0,215.0,258.0,277.0,281.0,309.0,223 p
Annual,Individual trademark,Number,Netherlands,1139.0,887.0,856.0,1015.0,1468.0,1073.0,1093.0,2215.0,2096.0,2265.0,2797.0,3170.0,3205.0,3899.0,3777.0,3905.0,3943.0,3860.0,3975.0,4525.0,3786 p
Annual,Individual trademark,Number,Norway,81.0,84.0,76.0,88.0,124.0,130.0,96.0,186.0,121.0,164.0,208.0,225.0,280.0,338.0,322.0,336.0,344.0,385.0,331.0,425.0,324 p
Annual,Individual trademark,Number,New Zealand,53.0,46.0,56.0,78.0,87.0,122.0,86.0,149.0,172.0,145.0,186.0,188.0,196.0,163.0,199.0,201.0,163.0,186.0,206.0,297.0,212 p
Annual,Individual trademark,Number,Poland,17.0,10.0,11.0,13.0,36.0,15.0,29.0,186.0,568.0,770.0,954.0,1267.0,1605.0,1543.0,1765.0,1943.0,2150.0,2732.0,3221.0,3662.0,2952 p
Annual,Individual trademark,Number,Portugal,170.0,181.0,222.0,277.0,348.0,322.0,390.0,528.0,488.0,588.0,1019.0,1259.0,1145.0,962.0,886.0,1003.0,992.0,1093.0,1279.0,1330.0,1226 p
Annual,Individual trademark,Number,Romania,1.0,1.0,5.0,1.0,4.0,4.0,8.0,3.0,29.0,45.0,128.0,316.0,294.0,329.0,410.0,634.0,569.0,461.0,589.0,650.0,596 p
Annual,Individual trademark,Number,Russia,7.0,:,6.0,19.0,15.0,21.0,32.0,31.0,37.0,50.0,58.0,100.0,133.0,98.0,141.0,188.0,269.0,239.0,262.0,293.0,236 p
Annual,Individual trademark,Number,Sweden,869.0,694.0,785.0,883.0,1354.0,938.0,818.0,1052.0,1022.0,1144.0,1495.0,1800.0,1581.0,1837.0,2074.0,2318.0,2278.0,2430.0,2589.0,2887.0,2568 p
Annual,Individual trademark,Number,Singapore,150.0,62.0,47.0,73.0,126.0,71.0,73.0,113.0,115.0,109.0,127.0,134.0,162.0,174.0,159.0,257.0,213.0,257.0,292.0,343.0,262 p
Annual,Individual trademark,Number,Slovenia,1.0,3.0,1.0,6.0,4.0,2.0,18.0,41.0,73.0,32.0,61.0,142.0,207.0,155.0,219.0,149.0,200.0,267.0,350.0,294.0,296 p
Annual,Individual trademark,Number,Slovakia,1.0,7.0,3.0,:,:,:,5.0,5.0,20.0,42.0,89.0,111.0,157.0,208.0,186.0,269.0,277.0,275.0,333.0,363.0,322 p
Annual,Individual trademark,Number,Türkiye,136.0,94.0,100.0,39.0,46.0,38.0,41.0,81.0,94.0,109.0,158.0,143.0,156.0,150.0,226.0,353.0,414.0,594.0,627.0,772.0,549 p
Annual,Individual trademark,Number,Taiwan,141.0,190.0,250.0,338.0,348.0,341.0,429.0,518.0,568.0,532.0,498.0,554.0,674.0,525.0,631.0,726.0,670.0,627.0,751.0,612.0,510 p
Annual,Individual trademark,Number,United Kingdom,5480.0,3439.0,4028.0,5117.0,7785.0,6024.0,5755.0,6179.0,6273.0,6893.0,8161.0,9152.0,8412.0,7905.0,8783.0,9537.0,10225.0,10840.0,11783.0,12518.0,9640 p
Annual,Individual trademark,Number,United States,13185.0,7259.0,8040.0,10521.0,14665.0,11261.0,9874.0,11565.0,10465.0,11467.0,12808.0,13939.0,12849.0,11300.0,12875.0,13911.0,14132.0,14874.0,14389.0,16889.0,12427 p
Annual,Individual trademark,Number,All countries of the world,43634.0,27379.0,31665.0,41370.0,57569.0,49567.0,47094.0,60073.0,59911.0,65467.0,78114.0,88757.0,88255.0,88079.0,98185.0,105770.0,107858.0,114135.0,117431.0,130321.0,109114 p
Annual,Individual trademark,Number,South Africa,43.0,56.0,47.0,82.0,153.0,110.0,156.0,202.0,134.0,141.0,196.0,176.0,178.0,194.0,180.0,169.0,188.0,199.0,187.0,230.0,173 p
