Time frequency,Usage of the trademark,Unit of measure,Geopolitical entity (reporting)\Time,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,Collective trademark,Number,Austria,1.0,3.0,2.0,1.0,:,:,:,:,:,:,3.0,5.0,4.0,2.0,1.0,4.0,3.0,:,2.0,1.0,1 p
Annual,Collective trademark,Number,Australia,:,:,:,:,:,:,:,:,:,:,:,:,2.0,3.0,:,:,1.0,:,:,:,1 p
Annual,Collective trademark,Number,Belgium,6.0,3.0,17.0,2.0,2.0,4.0,4.0,19.0,3.0,6.0,5.0,8.0,7.0,15.0,17.0,5.0,5.0,10.0,4.0,4.0,3 p
Annual,Collective trademark,Number,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,1.0,:,:,:,6.0,1.0,:,:,1.0,:
Annual,Collective trademark,Number,Brazil,:,:,:,:,:,:,:,:,:,:,:,:,1.0,:,1.0,:,:,1.0,:,:,:
Annual,Collective trademark,Number,Canada,:,:,1.0,:,:,:,:,1.0,:,:,:,1.0,1.0,2.0,:,:,:,2.0,1.0,:,:
Annual,Collective trademark,Number,Switzerland,3.0,2.0,4.0,5.0,5.0,2.0,8.0,4.0,4.0,6.0,6.0,5.0,10.0,6.0,4.0,4.0,2.0,3.0,1.0,1.0,5 p
Annual,Collective trademark,Number,China except Hong Kong,:,:,:,:,:,:,:,:,:,:,3.0,:,3.0,1.0,:,1.0,1.0,1.0,:,1.0,1 p
Annual,Collective trademark,Number,Cyprus,:,:,:,1.0,:,:,:,:,:,:,:,2.0,1.0,:,:,:,1.0,2.0,2.0,:,:
Annual,Collective trademark,Number,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,1.0,:,1.0,:,:,3.0,:,:,:
Annual,Collective trademark,Number,Germany,27.0,17.0,18.0,13.0,22.0,15.0,13.0,40.0,18.0,18.0,13.0,23.0,11.0,41.0,27.0,36.0,30.0,31.0,14.0,13.0,13 p
Annual,Collective trademark,Number,Denmark,5.0,3.0,:,1.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,6.0,3.0,1.0,1.0,:,1 p
Annual,Collective trademark,Number,Estonia,:,:,:,:,:,:,:,:,1.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Collective trademark,Number,Greece,:,:,:,:,:,:,:,:,:,:,:,3.0,:,2.0,:,3.0,1.0,1.0,:,:,:
Annual,Collective trademark,Number,Spain,1.0,2.0,:,2.0,3.0,6.0,4.0,5.0,4.0,6.0,13.0,11.0,14.0,16.0,19.0,16.0,11.0,24.0,5.0,14.0,10 p
Annual,Collective trademark,Number,European Union - 27 countries (from 2020),52.0,52.0,55.0,38.0,55.0,40.0,53.0,98.0,96.0,69.0,79.0,112.0,103.0,154.0,156.0,150.0,111.0,133.0,66.0,87.0,68 p
Annual,Collective trademark,Number,European Union - 28 countries (2013-2020),71.0,57.0,60.0,40.0,63.0,43.0,56.0,106.0,103.0,80.0,89.0,126.0,122.0,170.0,162.0,160.0,122.0,146.0,70.0,95.0,74 p
Annual,Collective trademark,Number,Finland,:,:,:,:,:,1.0,:,:,3.0,1.0,1.0,3.0,1.0,1.0,:,:,1.0,2.0,:,:,:
Annual,Collective trademark,Number,France,6.0,8.0,7.0,4.0,5.0,2.0,8.0,6.0,7.0,8.0,6.0,13.0,15.0,14.0,22.0,31.0,17.0,10.0,9.0,18.0,14 p
Annual,Collective trademark,Number,Hong Kong,:,:,:,:,:,:,:,:,:,:,:,1.0,:,1.0,:,1.0,:,5.0,:,1.0,:
Annual,Collective trademark,Number,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,:,2.0,:,:,:
Annual,Collective trademark,Number,Hungary,:,:,:,:,:,:,:,:,:,:,1.0,:,1.0,3.0,2.0,:,:,:,:,:,:
Annual,Collective trademark,Number,Ireland,:,:,:,:,:,:,1.0,:,2.0,1.0,1.0,:,4.0,:,2.0,2.0,:,:,:,:,1 p
Annual,Collective trademark,Number,India,:,:,:,:,:,:,:,1.0,:,1.0,:,:,:,4.0,:,:,:,:,:,:,:
Annual,Collective trademark,Number,Italy,2.0,13.0,9.0,10.0,17.0,5.0,14.0,16.0,44.0,20.0,23.0,31.0,16.0,28.0,43.0,25.0,23.0,33.0,24.0,24.0,18 p
Annual,Collective trademark,Number,Japan,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,1.0,:,1.0,1.0,:,:,1 p
Annual,Collective trademark,Number,South Korea,:,:,:,:,:,:,:,:,:,:,:,:,:,2.0,1.0,:,:,:,:,:,:
Annual,Collective trademark,Number,Luxembourg,1.0,:,:,:,1.0,:,:,:,:,:,:,:,:,1.0,:,1.0,:,:,:,1.0,:
Annual,Collective trademark,Number,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,:
Annual,Collective trademark,Number,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.0,1.0,:,:,1 p
Annual,Collective trademark,Number,Mexico,:,:,:,:,:,:,:,:,:,:,1.0,2.0,2.0,3.0,:,:,:,:,1.0,1.0,1 p
Annual,Collective trademark,Number,Netherlands,3.0,2.0,2.0,1.0,:,3.0,5.0,4.0,5.0,7.0,1.0,4.0,12.0,13.0,14.0,5.0,8.0,4.0,2.0,7.0,1 p
Annual,Collective trademark,Number,Norway,:,:,2.0,:,:,:,:,:,:,:,1.0,:,:,1.0,:,:,:,:,1.0,1.0,1 p
Annual,Collective trademark,Number,New Zealand,:,:,:,:,:,:,:,:,1.0,:,:,:,:,:,:,:,1.0,:,:,:,:
Annual,Collective trademark,Number,Poland,:,:,:,:,:,:,:,:,5.0,:,:,1.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,1 p
Annual,Collective trademark,Number,Portugal,:,:,:,1.0,:,2.0,1.0,4.0,2.0,:,2.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,:,1.0,1 p
Annual,Collective trademark,Number,Romania,:,:,:,:,:,:,:,:,:,:,:,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,:,:
Annual,Collective trademark,Number,Russia,:,:,:,:,:,:,1.0,:,:,2.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Collective trademark,Number,Sweden,:,1.0,:,2.0,3.0,:,:,3.0,1.0,1.0,5.0,:,6.0,8.0,:,4.0,:,1.0,:,1.0,3 p
Annual,Collective trademark,Number,Singapore,:,:,:,1.0,:,:,:,:,:,:,:,1.0,:,:,:,:,:,:,:,:,:
Annual,Collective trademark,Number,Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,:,:,:
Annual,Collective trademark,Number,Türkiye,:,:,:,:,:,:,:,:,:,:,:,2.0,1.0,:,:,:,:,:,:,:,:
Annual,Collective trademark,Number,Taiwan,:,:,:,:,:,:,:,1.0,:,:,2.0,:,:,1.0,:,:,1.0,:,1.0,:,:
