Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Albania,109.7,89.3,99.3,107.1,144.1,106.9 p,120.3 p,130.8 p,173.2 p,120.2 p,126.1 p,132.7 p
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Austria,4420.5,3907.2,3634.4,3716.0,4463.3,4188.4,3801.6,3794.3,4646.0,4452.8,3962.2,4046.1
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Bosnia and Herzegovina,235.2,250.8,280.0,267.1,266.2,303.1,324.9,272.3,297.1,327.7,362.1,300.2
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Belgium,5819.2,5183.5,5331.1,5204.8,6271.0,5725.2 p,5729.4 p,5408.6 p,6488.2 p,5968.8 p,6098.8 p,5875.9 p
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Bulgaria,1511.0,1041.4,1371.6,1439.3,1881.7,1379.4,1677.6,1699.7,2090.0,1436.0 p,1733.8 p,2043.9 p
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Switzerland,7939.9,8118.3,8321.3,8967.8,8831.0,8946.3,9151.6,9339.3,9461.7,9600.1,9407.9,9708.3
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Cyprus,518.7,682.2,677.7,780.4,655.2,754.4,748.4,868.2,718.9,809.0,819.3,907.4
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Czechia,4333.6,4217.9,4220.9,4195.3,4922.7,4752.3,4915.2,4749.5,5267.5,4709.4,5010.5,4924.4
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Germany,44260.0 p,42059.0 p,38895.0 p,42549.0 p,43612.0 p,46552.0 p,43178.0 p,45870.0 p,46331.0 p,48351.0 p,44387.0 p,46656.0 p
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Denmark,4071.4,3672.3,3687.6,3776.8,4034.1,3913.6,4020.9,3938.8,4497.2,4218.6,4174.1,4233.1
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",162461.0,151381.0,155176.2,154209.0,168807.1,164754.9,168285.3,165023.6,180335.1,174162.8,176428.2,173674.7
Quarterly,"Value added, gross",Information and communication,Million euro (NSA),Euro area - 19 countries  (2015-2022),162461.0,151381.0,155176.2,154209.0,168807.1,164008.0,167485.9,164090.6,179058.8,173343.2,175614.5,172612.8
