Time frequency,Unit of measure,Consolidated/Non consolidated,National accounts indicator (ESA 2010),Financial position,Sector,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Austria,1.1 e,-0.2,0.3,-0.1,1.0,1.0,-0.2,-0.4,1.5,1.2,1.0,0.3,0.9,0.5,1.4,0.3,1.4,0.9,0.6,-0.1,0.3,0.3,-0.3,-0.1,0.0,2.4,-0.5,-1.0,-0.3
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Belgium,0.3,0.5,0.2,-1.0,0.4,0.8,-0.4,-0.2,0.6,0.7,-1.0,0.5,0.7,0.0,-0.9 b,-0.4,0.8,1.6,1.4,1.2,1.3,2.8,0.0,0.6,0.0,-0.7,-0.7,-0.3,0.1 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Bulgaria,0.0,1.1,-0.2,0.0,0.1,0.3,0.1,-0.1,0.0,0.4,0.3,2.5,0.2,0.0,-0.3,-0.1,0.3,0.1,2.0,-0.2,-0.2,1.4,-0.2,-0.4,0.2,-0.2,0.1,0.0,0.1
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Cyprus,0.0,0.0,0.0,0.0,0.2,0.3,-0.1,-0.3,0.1,0.0,0.4,-0.5,0.0,0.0,0.0,0.5,0.4,-0.4,0.3,-0.1,-0.4,0.0,0.0,0.1,0.1,0.1,0.0,0.0,-0.1 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Czechia,1.5,2.0,0.8,0.7,0.8,0.0,-1.9,0.7,0.1,-0.5,-0.7,0.4,0.3,1.1,1.1,0.8,-0.2,-0.4,1.7,0.9,-1.1,0.8,0.8,0.0,-0.1,-0.5,-1.1,0.4,0.2
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Germany,-4.4,-0.2,-0.2,-0.2,0.1,0.4,0.4,0.2,1.2,0.1,0.1,0.2,0.5,0.3,-0.2,0.2,0.2,0.7,0.4,0.0,0.3,0.7,0.3,0.0,0.6,1.1,0.5 p,0.3 p,0.0 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Denmark,0.4,0.5,0.7,0.0,-0.1,-0.1,0.3,0.3,0.5,0.5,1.3,-0.4,-0.7,-0.5,1.7,0.1,-0.1,1.4,0.2,-0.1,0.5,0.2,0.3,-1.3,0.0,-0.2,-0.3,0.5,1.4
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Estonia,0.8,1.5,2.7,-0.1,-0.8,0.2,0.3,3.8,-0.7,-0.1,1.5,0.1,0.5,0.4,-0.5,-0.1,1.8,2.3,0.3,0.5,0.1,0.1,0.1,-1.0,0.1,-0.3,0.2,0.0,-1.8
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Greece,-2.7,0.8,-1.2,0.2,-0.3,2.8,0.1,-0.1,0.4,1.4,1.6,1.8,2.1,3.7,-0.6,-1.3,-0.1,-0.5,0.4,0.0,0.0,0.1,0.3,0.1,0.1,0.2,1.5,0.2 p,0.2 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Spain,-0.5,-0.4,-0.3,-0.3,0.3,-0.4,-0.1,-0.2,-0.2,0.1,0.2,1.8,0.5,0.4,1.4,0.7,0.4,1.0,0.6,-0.1,0.2,0.3,0.8,0.5,1.1,0.9,1.1,-0.5 p,-0.2 p
