Time frequency,Unit of measure,Rail network segment (2005),Train category\Time,2005.0
Annual,Number,Hegyeshalom - Bra-Raj,Goods trains,2616.0
Annual,Number,Hegyeshalom - Bra-Raj,Passenger trains,6077.0
Annual,Number,Budapest - Tatabanya,Goods trains,11406.0
Annual,Number,Budapest - Tatabanya,Passenger trains,13688.0
Annual,Number,Komarom - Bif Gyorszabadhegy,Goods trains,6024.0
Annual,Number,Komarom - Bif Gyorszabadhegy,Passenger trains,11175.0
Annual,Number,Bif Gyorszabadhegy - Gyor,Goods trains,4507.0
Annual,Number,Bif Gyorszabadhegy - Gyor,Passenger trains,13788.0
Annual,Number,Gyor - Hegyeshalom,Goods trains,7260.0
Annual,Number,Gyor - Hegyeshalom,Passenger trains,10531.0
Annual,Number,Hegyeshalom - Heg-Pan,Goods trains,5956.0
Annual,Number,Szombathely - Celldomolk,Goods trains,2076.0
Annual,Number,Szombathely - Celldomolk,Passenger trains,8090.0
Annual,Number,Celldomolk - Bif Gyorszabadhegy,Goods trains,649.0
Annual,Number,Celldomolk - Bif Gyorszabadhegy,Passenger trains,4627.0
Annual,Number,Szombathely - Szentgotthard,Goods trains,977.0
Annual,Number,Szombathely - Szentgotthard,Passenger trains,5128.0
Annual,Number,Szentgotthard - Graz-Sze,Goods trains,730.0
Annual,Number,Boba - Szekesfehervar,Goods trains,3466.0
Annual,Number,Boba - Szekesfehervar,Passenger trains,5393.0
Annual,Number,Szekesfehervar - Erd,Goods trains,4142.0
Annual,Number,Szekesfehervar - Erd,Passenger trains,19199.0
Annual,Number,Erd - Budapest,Goods trains,7069.0
Annual,Number,Erd - Budapest,Passenger trains,17703.0
Annual,Number,Szekesfehervar - Szabadbattyan,Goods trains,1815.0
Annual,Number,Szekesfehervar - Szabadbattyan,Passenger trains,11899.0
Annual,Number,Komarom - Kom-Kom,Goods trains,1726.0
Annual,Number,Murakeresztur - Murakeresztur Hatar/Kotoriba,Goods trains,980.0
Annual,Number,Murakeresztur - Gyekenyes,Goods trains,1962.0
Annual,Number,Murakeresztur - Gyekenyes,Passenger trains,4780.0
Annual,Number,Gyekenyes - Gyekenyes Hatar/Botovo,Goods trains,1819.0
Annual,Number,Kaposvar - Dombovar,Goods trains,1364.0
Annual,Number,Kaposvar - Dombovar,Passenger trains,5995.0
Annual,Number,Dombovar - Pecs,Goods trains,1383.0
Annual,Number,Dombovar - Pecs,Passenger trains,8326.0
Annual,Number,Pusztaszabolcs - Erd,Goods trains,4701.0
Annual,Number,Pusztaszabolcs - Erd,Passenger trains,12455.0
Annual,Number,Szob - Stu-Szob,Goods trains,1622.0
Annual,Number,Szob - Stu-Szob,Passenger trains,3285.0
Annual,Number,Felsozsolca - Hidasnemeti,Goods trains,880.0
Annual,Number,Felsozsolca - Hidasnemeti,Passenger trains,5019.0
Annual,Number,Budapest - Szolnok,Goods trains,4957.0
Annual,Number,Budapest - Szolnok,Passenger trains,22199.0
Annual,Number,Budapest - Cegled,Goods trains,2119.0
Annual,Number,Budapest - Cegled,Passenger trains,21720.0
Annual,Number,Cegled - Szolnok,Goods trains,1511.0
Annual,Number,Cegled - Szolnok,Passenger trains,11908.0
Annual,Number,Budapest - Kunszentmiklos-Tass,Goods trains,5401.0
Annual,Number,Budapest - Kunszentmiklos-Tass,Passenger trains,8080.0
Annual,Number,Kiskunhalas - Kelebia,Goods trains,4322.0
Annual,Number,Kiskunhalas - Kelebia,Passenger trains,3878.0
Annual,Number,Kelebia - Kel-Sub,Goods trains,4567.0
Annual,Number,Kelebia - Kel-Sub,Passenger trains,1332.0
Annual,Number,Cegled - Kecskemet,Goods trains,2782.0
Annual,Number,Cegled - Kecskemet,Passenger trains,6890.0
Annual,Number,Kiskunfelegyhaza - Kiskunhalas,Goods trains,647.0
Annual,Number,Kiskunfelegyhaza - Kiskunhalas,Passenger trains,2774.0
Annual,Number,Kiskunfelegyhaza - Szeged,Goods trains,2418.0
Annual,Number,Kiskunfelegyhaza - Szeged,Passenger trains,8675.0
Annual,Number,Szolnok - Szajol,Goods trains,6166.0
Annual,Number,Szolnok - Szajol,Passenger trains,20185.0
Annual,Number,Szajol - Bekescsaba,Goods trains,3531.0
Annual,Number,Szajol - Bekescsaba,Passenger trains,7644.0
Annual,Number,Szajol - Puspokladany,Goods trains,4632.0
Annual,Number,Szajol - Puspokladany,Passenger trains,11092.0
Annual,Number,Puspokladany - Biharkeresztes,Goods trains,1745.0
Annual,Number,Puspokladany - Biharkeresztes,Passenger trains,4872.0
Annual,Number,Biharkeresztes - Bih-Ora,Goods trains,1472.0
Annual,Number,Puspokladany - Debrecen,Goods trains,3654.0
Annual,Number,Puspokladany - Debrecen,Passenger trains,11698.0
Annual,Number,Zahony - Cop-Zah,Goods trains,807.0
Annual,Number,Zahony - Cop-Zah,Passenger trains,2537.0
Annual,Number,Zalalovo - Hod-Zal,Goods trains,2188.0
Annual,Number,Zalalovo - Hod-Zal,Passenger trains,3030.0
Annual,Number,Zalalovo - Ukk,Goods trains,1734.0
Annual,Number,Zalalovo - Ukk,Passenger trains,5527.0
Annual,Number,Budapest - Vac,Goods trains,1420.0
Annual,Number,Budapest - Vac,Passenger trains,27926.0
Annual,Number,Vac - Szob,Goods trains,1742.0
Annual,Number,Vac - Szob,Passenger trains,11990.0
Annual,Number,Budapest - Hatvan,Goods trains,2711.0
Annual,Number,Budapest - Hatvan,Passenger trains,24662.0
Annual,Number,Hatvan - Fuzesabony,Goods trains,3876.0
Annual,Number,Hatvan - Fuzesabony,Passenger trains,12853.0
Annual,Number,Fuzesabony - Miskolc,Goods trains,3345.0
Annual,Number,Fuzesabony - Miskolc,Passenger trains,14451.0
Annual,Number,Miskolc - Felsozsolca,Goods trains,2904.0
Annual,Number,Miskolc - Felsozsolca,Passenger trains,15257.0
Annual,Number,Hidasnemeti - Hid-Kec,Goods trains,816.0
Annual,Number,Debrecen - Nyiregyhaza,Goods trains,3801.0
Annual,Number,Debrecen - Nyiregyhaza,Passenger trains,13486.0
Annual,Number,Nyiregyhaza - Zahony,Goods trains,2534.0
Annual,Number,Nyiregyhaza - Zahony,Passenger trains,6439.0
Annual,Number,Felsozsolca - Nyiregyhaza,Goods trains,1741.0
Annual,Number,Felsozsolca - Nyiregyhaza,Passenger trains,9499.0
Annual,Number,Bekescsaba - Lokoshaza,Goods trains,3037.0
Annual,Number,Bekescsaba - Lokoshaza,Passenger trains,7063.0
Annual,Number,Kecskemet - Kiskunfelegyhaza,Goods trains,2993.0
Annual,Number,Kecskemet - Kiskunfelegyhaza,Passenger trains,6734.0
Annual,Number,Kunszentmiklos-Tass - Kiskunhalas,Goods trains,3728.0
Annual,Number,Kunszentmiklos-Tass - Kiskunhalas,Passenger trains,4059.0
Annual,Number,Pusztaszabolcs - Pincehely,Goods trains,1973.0
Annual,Number,Pusztaszabolcs - Pincehely,Passenger trains,7756.0
Annual,Number,Pincehely - Dombovar,Goods trains,1954.0
Annual,Number,Pincehely - Dombovar,Passenger trains,6187.0
