Time frequency,Reporting airport,Sex\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,SALZBURG airport,Total,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,381.0,360.0,350.0
Annual,WIEN-SCHWECHAT airport,Total,2626.0,2626.0,:,:,:,:,:,:,:,:,0.0,0.0,:,0.0,4624.0,4830.0,5385.0,5452.0,4858.0
Annual,SARAJEVO airport,Total,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,515.0,508.0,478.0
Annual,BRUSSELS airport,Total,773.0,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,:,:,0.0,0.0,0.0,:
Annual,CHARLEROI/BRUSSELS SOUTH airport,Total,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,:,:,:,:,:
Annual,BURGAS airport,Total,:,:,:,:,:,:,:,:,:,:,:,:,0.0,:,:,:,:,:,:
Annual,SOFIA airport,Females,:,:,:,:,619.0,680.0,685.0,802.0,792.0,792.0,:,:,:,:,:,:,:,:,:
Annual,SOFIA airport,Males,:,:,:,:,1123.0,1170.0,1185.0,1079.0,1048.0,1048.0,:,:,:,:,:,:,:,:,:
Annual,SOFIA airport,Total,:,:,:,:,1742.0,1850.0,1870.0,1881.0,1840.0,1840.0,1840.0,2172.0,:,:,:,:,:,:,:
Annual,VARNA airport,Total,:,:,:,:,:,:,:,:,:,:,:,:,0.0,:,:,:,:,:,:
Annual,GENEVA airport,Total,500.0,500.0,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,ZURICH airport,Total,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,BASEL airport,Total,274.0,274.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,LARNAKA/INTL airport,Females,:,:,0.0,2000.0,2000.0,2676.0,2776.0,2012.0,2165.0,2352.0,:,:,:,:,:,:,:,:,:
Annual,LARNAKA/INTL airport,Males,:,:,0.0,4900.0,4914.0,5685.0,6138.0,4479.0,4602.0,4774.0,:,:,:,:,:,:,:,:,:
Annual,LARNAKA/INTL airport,Total,4800.0,5000.0,5200.0,6900.0,6914.0,8361.0,8414.0,6491.0,6767.0,7126.0,:,:,:,:,:,:,:,:,:
Annual,PAFOS/INTL airport,Females,:,:,:,243.0,282.0,442.0,502.0,498.0,466.0,602.0,:,:,:,:,:,:,:,:,:
Annual,PAFOS/INTL airport,Males,:,:,:,836.0,658.0,1445.0,1358.0,1332.0,1177.0,1675.0,:,:,:,:,:,:,:,:,:
Annual,PAFOS/INTL airport,Total,850.0,900.0,940.0,1079.0,940.0,1887.0,1860.0,1830.0,1643.0,2277.0,:,:,:,:,:,:,:,:,:
