Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,"Annual average index, 2015=100",Austria,60.36 e,60.82 e,61.21 e,61.36 e,60.21 e,68.74 e,71.51 e,74.43 e,75.39 e,76.31 e,77.32,81.47,86.86,91.2,94.68,100.0,106.71,112.14,118.83,125.97,135.52,151.02,168.49,163.68
Annual,"Annual average index, 2015=100",Belgium,49.64 e,52.03 e,55.34 e,59.20 e,64.34 e,72.85,80.0,86.2,89.95,89.58,91.6,94.88,97.11,98.55,98.22,100.0,102.33,105.95,109.15,113.23,118.09,125.96,132.93,136.05
Annual,"Annual average index, 2015=100",Bulgaria,:,39.15 e,35.66 e,39.78 e,58.62 e,80.09 e,91.86 e,118.42 e,147.97 e,117.79 e,105.81,99.98,98.07,95.92,97.29,100.00 b,107.02,116.3,123.96,131.42,137.41,149.33,169.92 b,186.67
Annual,"Annual average index, 2015=100",Cyprus,:,:,81.74 e,82.76 e,91.34 e,97.06,108.57,121.32,128.17,119.76,112.9,111.09,107.7,103.29,101.47,100.00 b,100.27,102.52,104.32,108.2,107.98,104.33,107.13,110.27
Annual,"Annual average index, 2015=100",Czechia,50.18 e,54.94 e,61.89 e,68.18 e,68.46 e,70.20 e,75.00 e,89.50 e,100.8,96.9,95.2,95.3,93.9,93.9,96.2,100.0,107.2,119.7,130.0,141.9,153.9,184.2,215.3,211.7
Annual,"Annual average index, 2015=100",Germany,84.35 e,84.43 e,83.26 e,83.59 e,82.33 e,83.3,83.0,81.2,82.3,83.0,83.9,86.8,89.8,92.6,95.5,100.0,107.5,114.1,121.7,128.7,138.7,154.7,162.5,148.7
Annual,"Annual average index, 2015=100",Denmark,57.21 e,60.56 e,62.74 e,64.73 e,70.53 e,82.93,102.89,105.65,100.19,88.19,90.66,89.12,86.71,90.09,93.49,100.0,104.57,109.75,114.59,117.13,122.18,136.28,142.7,137.28
Annual,"Annual average index, 2015=100",Euro area – 20 countries (from 2023),:,:,:,:,:,90.68,97.31,101.93,103.36,100.11,100.96,102.12,100.04,98.09,98.39,100.0,104.01,108.58,113.83,118.83,125.09,134.95,144.47,142.78
Annual,"Annual average index, 2015=100",Estonia,:,:,:,:,:,59.01,88.22,106.54,96.29,60.47,63.9,69.32,74.37,82.29,93.58,100.0,104.75,110.51,117.07,125.27,132.79,152.78,186.76,197.72
