Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Million tonne-kilometre (TKM),Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,40253.0,40407.0,41789.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million tonne-kilometre (TKM),Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,609.0,533.0,384.0,402.0,273.0,226.0,239.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million tonne-kilometre (TKM),France,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,117782.0,96108.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million tonne-kilometre (TKM),Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1249.0,1279.0,1274.8,1327.8,1177.0,8245.0,8282.0,:,21.4,71.0,21.0,32.0,:,2.0
Annual,Million tonne-kilometre (TKM),Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,49497.0,47786.0,51347.0,48300.0,44780.0,43748.0,38053.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Million tonne-kilometre (TKM),Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,14191.7,15516.0,17686.1,19600.4,24150.4,22234.6,22320.3,18814.6,20609.4,24433.2,16340.7,14728.0,18260.6,18709.12
Annual,Million tonne-kilometre (TKM),Norway,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5873.0,5864.0,5781.0,6120.0,5904.0,5726.0,5828.0,4967.0,5000.0,4970.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million tonne-kilometre (TKM),Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,28170.0,25170.0,24704.0,27179.0,26877.0,:,19708.0,15927.0,17982.0,17757.0,15218.0,:,15794.0,:,:,:,:,:,:,:,:
Annual,Million tonne-kilometre (TKM),Sweden,39941.0,36703.0,39085.0,43069.0,45294.0,38397.0,38259.0,36616.0,34738.0,39077.0,38488.0,35396.0,34056.0,35049.0,39138.0,40390.0,40877.0,39972.0,40081.0,39137.0,38380.0,40684.0,40887.0,40304.0,41026.0,42657.0,39886.0,39709.0,40140.0,39329.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million tonne-kilometre (TKM),Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,: m,: m,: m,: m,:
Annual,Million tonne-kilometre (TKM),Türkiye,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.246,8.41,8.215,8.516,8.914,:,:,:,17255.0,13090.0,13510.0,15260.0,15330.0,16920.0,17240.0,16600.0,17720.0,16280.0,16560.0,17080.0,16120.0
