Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Tonnes live weight,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:
Annual,Tonnes live weight,Belarus,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,:,:
Annual,Tonnes live weight,Georgia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,89529.0,64500.0,53464.0,:
Annual,Tonnes live weight,Ukraine,228190.0,192140.0,170460.0,203300.0,214650.0,180320.0,173630.0,162330.0,180100.0,51640 d,50050 d,47690 d,50469 d,49948 d,57078 d,41284 d,36109 d,9131 d
