Time frequency,Indicator used in Euro_Med,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0
Annual,"General government sector deficit (-) / surplus (+), as a share of GDP (%)",Algeria,13.6,14.0,6.2,-11.7,-9.7,-11.6,-16.2,-20.1,-12.8,-17.8,-18.6,-13.1,-6.6,-7.0
Annual,"General government sector deficit (-) / surplus (+), as a share of GDP (%)",Egypt,-13.9,-14.7,-10.4,-9.5,-8.8,-10.6,:,:,:,:,:,:,:,:
Annual,"General government sector deficit (-) / surplus (+), as a share of GDP (%)",Israel,-2.7,-0.9,-0.3,-3.4,-6.3,-3.5,-2.9,-4.3,-4.0,-2.3,-0.9,-1.4,-1.1,-3.6
Annual,"General government sector deficit (-) / surplus (+), as a share of GDP (%)",Morocco,-2.6,1.1,3.2,3.9,1.5,0.2,-2.5,-4.2,-2.5,-1.1,-1.5,-1.0,-0.4,:
Annual,"General government sector deficit (-) / surplus (+), as a share of GDP (%)",Tunisia,-0.9,-0.9,-1.0,-0.8,0.8,-0.5,-3.2,-3.6,-3.3,-2.6,:,:,:,:
Annual,"Total economy deficit (-) / surplus (+), as a share of GDP - total economy (ESA95 balancing item B.9) (%)",Algeria,22.8,26.5,24.1,22.0,2.9,10.3,11.9,10.0,3.3,-1.3,-14.1,-11.8,-8.9,-6.4
Annual,"Total economy deficit (-) / surplus (+), as a share of GDP - total economy (ESA95 balancing item B.9) (%)",Israel,3.8,5.0,3.5,1.8,4.1,4.0,2.3,0.8,3.5,5.0,5.9,4.3,2.9,3.0
Annual,"Total economy deficit (-) / surplus (+), as a share of GDP - total economy (ESA95 balancing item B.9) (%)",Morocco,2.2,2.7,-0.1,-5.0,-5.3,-4.4,-7.9,-9.5,-7.7,-6.1,-2.0,-4.2,-3.5,:
Annual,"Total economy deficit (-) / surplus (+), as a share of GDP - total economy (ESA95 balancing item B.9) (%)",Tunisia,-0.5,-1.4,-1.9,-3.6,-2.5,-4.6,-7.0,-7.3,-8.1,-8.4,:,:,:,:
