Time frequency,Unit of measure,Rail network segment (2010),Train category\Time,2010.0
Annual,Number,Bruxelles-Midi - Bruxelles-Nord,Goods trains,115.0
Annual,Number,Bruxelles-Midi - Bruxelles-Nord,Passenger trains,35490.0
Annual,Number,Halle - Wannehain,Goods trains,0.0
Annual,Number,Halle - Wannehain,Passenger trains,4254.0
Annual,Number,Leuven - Ans,Goods trains,0.0
Annual,Number,Leuven - Ans,Passenger trains,1544.0
Annual,Number,Zwijndrecht-Fort - Waaslandhaven-Zuid,Goods trains,512.0
Annual,Number,Zwijndrecht-Fort - Waaslandhaven-Zuid,Passenger trains,0.0
Annual,Number,Schijn - Noordland (Antwerpen),Goods trains,2374.0
Annual,Number,Schijn - Noordland (Antwerpen),Passenger trains,0.0
Annual,Number,Stabroek - Zandvliet,Goods trains,650.0
Annual,Number,Stabroek - Zandvliet,Passenger trains,0.0
Annual,Number,Antwerpen-Centraal - Essen-Grens,Goods trains,2537.0
Annual,Number,Antwerpen-Centraal - Essen-Grens,Passenger trains,18142.0
Annual,Number,Kontich - Lier,Goods trains,24.0
Annual,Number,Kontich - Lier,Passenger trains,360.0
Annual,Number,Drabstraat (Mortsel) - Zonhoven,Goods trains,2361.0
Annual,Number,Drabstraat (Mortsel) - Zonhoven,Passenger trains,14617.0
Annual,Number,Nazareth - Oost Driehoek Aarschot,Goods trains,2841.0
Annual,Number,Nazareth - Oost Driehoek Aarschot,Passenger trains,4367.0
Annual,Number,Diest - Tessenderlo,Goods trains,20.0
Annual,Number,Diest - Tessenderlo,Passenger trains,0.0
Annual,Number,Mol - Hamont-Grens,Goods trains,166.0
Annual,Number,Mol - Hamont-Grens,Passenger trains,1848.0
Annual,Number,Landen - Hasselt,Goods trains,0.0
Annual,Number,Landen - Hasselt,Passenger trains,1256.0
Annual,Number,Hasselt - Genk-Marchandises,Goods trains,2151.0
Annual,Number,Hasselt - Genk-Marchandises,Passenger trains,4477.0
Annual,Number,Genk-Marchandises - Bilzen,Goods trains,1308.0
Annual,Number,Genk-Marchandises - Bilzen,Passenger trains,0.0
Annual,Number,Boksbergheide - Genk,Goods trains,0.0
Annual,Number,Boksbergheide - Genk,Passenger trains,458.0
Annual,Number,Glons - Montzen-Frontiere,Goods trains,9656.0
Annual,Number,Glons - Montzen-Frontiere,Passenger trains,0.0
Annual,Number,Bruxelles-Nord - Antwerpen-Centraal,Goods trains,55.0
Annual,Number,Bruxelles-Nord - Antwerpen-Centraal,Passenger trains,23518.0
Annual,Number,Schaerbeek - Halle,Goods trains,4949.0
Annual,Number,Schaerbeek - Halle,Passenger trains,9751.0
Annual,Number,Schaerbeek - Haren-Nord,Goods trains,317.0
