Time frequency,Sex,Unit of measure,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Females,Percentage,Austria,7.4,7.6,8.2,8.2,8.6,8.2,7.4,6.8,8.0,8.2 b,7.2,7.4
Annual,Females,Percentage,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,14.0 b,13.4,12.3
Annual,Females,Percentage,Belgium,11.6,11.9,12.1,12.4,11.6,11.2 b,11.4,10.9,11.0,10.9 b,10.4,10.6
Annual,Females,Percentage,Bulgaria,14.0,13.6,13.0,13.0,11.7,9.7,9.3,7.6 b,8.1,9.6 b,8.5,8.2
Annual,Females,Percentage,Cyprus,7.1,8.3,8.7,9.1,10.2,9.2,7.2,6.6,7.0,6.6 b,5.0,4.9
Annual,Females,Percentage,Czechia,5.2,4.8,5.0,4.7,4.0,3.1,3.2,3.1,3.7,3.9 b,3.1,3.1
Annual,Females,Percentage,Germany,7.9 b,8.0,8.0,8.2,8.3,8.2,7.7,7.2,7.6 b,8.3 b,7.4,7.3
Annual,Females,Percentage,Denmark,10.3,9.6,10.1,9.0,8.2 b,9.9 b,8.2,8.4,9.5,8.7 b,9.2,9.8 b
Annual,Females,Percentage,Euro area – 20 countries (from 2023),10.6,11.2,11.1,10.8,10.5,9.9,9.2,9.1,9.5,9.6 b,8.5,8.3
Annual,Females,Percentage,Estonia,10.0,9.1,8.9,8.0,7.8,7.4,8.2,7.7,8.7,9.9 b,8.0,8.0
Annual,Females,Percentage,Greece,16.2,18.1,17.7,16.5,15.3,14.6,13.2,12.5,12.4,10.9 b,7.9,6.7
Annual,Females,Percentage,Spain,15.6,16.5,15.2,14.1,12.9,11.4,10.0,9.9,11.1,10.4 bd,9.2 d,9.2 d
Annual,Females,Percentage,European Union - 27 countries (from 2020),10.4,10.8,10.7,10.4,10.0,9.3,8.7,8.5,8.9,8.9 b,8.0,7.9
Annual,Females,Percentage,Finland,10.2,10.9,11.6,11.5,11.4,11.0,9.5,10.0,10.6,11.2 b,10.7,11.8
Annual,Females,Percentage,France,9.8,10.2,10.7 b,11.0,10.8,9.9,9.8,10.5,9.9,10.0 bd,8.8 d,8.5 d
Annual,Females,Percentage,Croatia,12.4 b,13.3,11.9,11.3,10.4,9.5,9.3,8.2,8.3,7.2 b,6.2,7.3
Annual,Females,Percentage,Hungary,12.4,11.7,9.2,8.0,6.7,5.8,5.3 b,5.0,5.5,4.8 b,4.7,4.8
Annual,Females,Percentage,Ireland,15.1,13.7,12.0,10.9,10.4,9.0 b,8.4,7.8,8.7,7.3 b,6.8,6.4
Annual,Females,Percentage,Italy,10.9,12.5,12.6,12.2,12.1,11.6,11.2 b,11.0,11.9,12.4 b,10.8,10.1
Annual,Females,Percentage,Lithuania,13.3,12.6,12.1,12.0,11.9,11.3,9.6,9.3,10.5,10.5 b,10.4,11.5
Annual,Females,Percentage,Luxembourg,5.2,6.5,6.1,7.2 b,8.7,8.1,7.3,7.6,7.5,6.7 b,5.7,6.0
Annual,Females,Percentage,Latvia,11.1,9.9,10.0,9.5,9.9,9.5,8.0,6.8,9.1,9.8 b,8.5,8.6
Annual,Females,Percentage,Montenegro,22.1,21.8,20.1,18.0,18.1,15.9,14.3,15.1,18.8,:,:,:
Annual,Females,Percentage,North Macedonia,19.0,16.1,14.8,15.2,13.7,13.1,12.2,11.0,11.2,:,:,:
Annual,Females,Percentage,Malta,6.0,6.2,6.3,5.4,4.9,4.2,4.0,4.1,3.9,4.6 b,4.8,3.8
Annual,Females,Percentage,Netherlands,7.0,8.1 b,8.7,8.1,7.9,8.1,7.3,7.1,6.8,7.3 b,6.6,6.6
Annual,Females,Percentage,Norway,:,:,:,:,:,:,:,:,:,9.6 b,9.4,9.1
Annual,Females,Percentage,Poland,9.1,9.4,9.0,8.6,7.9,7.2,6.8,6.6 b,6.5,5.1 b,5.3,5.4
Annual,Females,Percentage,Portugal,9.9,10.7,9.2,9.0,8.2,7.1,6.1,5.5,5.8,5.0 b,4.5,5.4
Annual,Females,Percentage,Romania,10.0,10.1,10.0,9.8,10.0,8.3,7.6,6.6,7.0,10.0 b,9.6,10.2
Annual,Females,Percentage,Serbia,18.4,16.4,15.2 b,13.8,12.8,11.5,10.2,9.6,9.3,10.5 b,8.8,8.8
Annual,Females,Percentage,Sweden,10.8,10.2,10.6,11.1,10.2,9.5,10.2 b,10.2,12.7,7.3 b,6.9,7.6
Annual,Females,Percentage,Slovenia,8.0,9.3,9.3,8.3,9.1,7.0,5.9,5.7,5.4,4.8 b,4.4,4.8
Annual,Females,Percentage,Slovakia,7.9,8.5,8.1,7.5,6.3,6.4,5.7,6.1,6.5,6.7 b,5.7,5.0
Annual,Females,Percentage,Türkiye,11.6,11.1,9.6 b,9.6,9.6,9.3,9.1,11.1,13.6,10.7 b,9.0,8.7
Annual,Females,Percentage,United Kingdom,9.8,9.7,9.1,8.3,8.0,7.8,7.2,7.0,:,:,:,:
Annual,Males,Percentage,Austria,8.6,8.8,9.0,8.9,8.8,8.1,7.3,7.3,8.1,7.7 b,6.9,7.0
Annual,Males,Percentage,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,15.4 b,15.3,14.3
