Time frequency,Unit of measure,Degree of urbanisation,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Average,Cities,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.8,0.8,0.8,0.8,0.8,:,:
Annual,Average,Cities,Austria,1.6,1.4,1.4,1.4,1.5,1.4 b,1.5,1.5,1.5,1.4 b,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Annual,Average,Cities,Belgium,1.7,2.1,2.2,2.1,2.1,2.1,2.2,2.1,2.2,2.2 b,2.2,2.1,2.1,2.0 b,2.0,1.9,1.8 b,1.9,1.9,1.9,1.9
Annual,Average,Cities,Bulgaria,:,:,0.9,0.9,0.9,0.9,1.0,0.9,0.9,1.0 b,1.0,1.0,1.1,1.1 b,1.1,1.1,1.1,1.1,1.1,1.2,1.2
Annual,Average,Cities,Switzerland,:,:,:,:,1.7,1.7,1.7,1.7,1.8,1.7 b,1.7,1.8 b,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.7
Annual,Average,Cities,Cyprus,:,:,1.9,1.9,2.0,2.1,2.1,2.1,2.1,2.1 b,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1
Annual,Average,Cities,Czechia,:,:,1.1,1.1,1.1,1.2,1.2,1.3,1.3,1.3 b,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Annual,Average,Cities,Germany,:,:,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7 b,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.6 b,1.6,1.6,1.6
Annual,Average,Cities,Denmark,1.8,1.8,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8 b,1.8,1.8,1.8,1.7,1.7,1.7,1.6,1.7,1.7,1.7,1.7
Annual,Average,Cities,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,:,:,:,1.7 e,1.7 e,1.7 e,1.7 e,1.7 e,1.6 e,1.7 e,1.6 e,1.6,1.6,1.6,:,:
Annual,Average,Cities,Euro area - 18 countries (2014),:,:,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.6,1.7,1.7,1.7,1.6,:,:,:
Annual,Average,Cities,Euro area - 19 countries  (2015-2022),:,:,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.6,1.7,1.7,1.6,1.7,1.6,1.6,1.6,1.6,:,:
Annual,Average,Cities,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
Annual,Average,Cities,Estonia,:,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.5,1.5 b,1.4,1.6 b,1.5,1.5,1.5,1.6,1.6,1.6,1.5,1.5,1.5
Annual,Average,Cities,Greece,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2 b,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.2,1.2,1.3
Annual,Average,Cities,Spain,:,1.5,1.7,1.8,1.8,1.9,1.9 b,1.9,1.8,1.9 b,1.9,1.8,1.9,1.9,1.9,1.9,1.9,1.8,1.9,1.9,1.9
Annual,Average,Cities,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",:,:,:,:,:,:,:,:,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6 e,:,:,:,:
Annual,Average,Cities,European Union - 27 countries (2007-2013),:,:,:,:,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6 e,:,:,:,:
Annual,Average,Cities,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,1.5 e,1.5 e,1.5 e,1.5 e,1.5 e,1.5 e,1.5 e,1.5 e,1.6 e,1.6 e,1.6,1.6,1.6,1.6
Annual,Average,Cities,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6 e,:,:,:,:
Annual,Average,Cities,Finland,:,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8 b,1.8,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.8
Annual,Average,Cities,France,:,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7 b,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6 b,1.6,1.6 b,1.6
Annual,Average,Cities,Croatia,:,:,:,:,:,:,:,1.0,1.0,1.1 b,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2
Annual,Average,Cities,Hungary,:,:,1.1,1.0,1.1,1.1,1.1,1.1,1.2,1.2 b,1.2,1.2,1.2,1.2,1.2,1.6,1.6,1.6,1.6,1.7,1.7
Annual,Average,Cities,Ireland,1.8,1.8,1.9,2.0,2.0,2.0,2.0,2.0,2.0,2.0 b,2.0,1.9,2.0,2.0,1.9,2.0,1.9 b,2.0 b,2.0,2.0,2.0
