Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Veri,:,:,:,:,:,16.0,16.1,18.6,18.0,17.7,:,:
Annual,Percentage,Qender,:,:,:,:,:,12.3,13.1,11.3,10.5,11.0,:,:
Annual,Percentage,Jug,:,:,:,:,:,13.7,10.1,7.1,6.9,8.5,:,:
Annual,Percentage,Burgenland,:,:,5.0 u,4.1 u,4.4 u,4.9 u,4.6 u,:,:,:,:,:
Annual,Percentage,Niederösterreich,:,:,6.1 e,5.9 e,5.8 e,5.7 e,5.7 e,:,:,:,:,:
Annual,Percentage,Wien,:,:,14.8 e,15.1 e,14.4 e,14.5 e,14.4 e,:,:,:,:,:
Annual,Percentage,Kärnten,:,:,10.0 u,9.5 e,10.0 e,7.3 e,8.2 u,:,:,:,:,:
Annual,Percentage,Steiermark,:,:,7.4 e,8.2 e,9.1 e,9.0 e,7.9 e,:,:,:,:,:
Annual,Percentage,Oberösterreich,:,:,6.0 e,5.7 e,4.7 e,4.2 e,3.7 e,:,:,:,:,:
Annual,Percentage,Salzburg,:,:,6.6 u,7.2 u,7.1 u,6.5 u,6.5 u,:,:,:,:,:
Annual,Percentage,Tirol,:,:,6.6 e,7.1 e,5.6 u,4.7 u,4.3 u,:,:,:,:,:
Annual,Percentage,Vorarlberg,:,:,6.1 u,6.5 u,7.4 u,7.7 u,8.9 u,:,:,:,:,:
Annual,Percentage,Severozapaden,18.0,17.5,16.7,19.4,19.4 b,19.7,18.8,19.5,19.2,18.2,18.9,16.3
Annual,Percentage,Severen tsentralen,12.8,10.9,14.1,13.3,12.9 b,12.3,9.2,9.7,7.8,9.1,9.1,9.2
Annual,Percentage,Severoiztochen,12.6,13.2,13.5,15.2,13.0 b,12.4,12.1,8.4,8.1,6.2,6.0,4.3
Annual,Percentage,Yugoiztochen,15.1,15.7,9.2,9.4,10.2 b,11.8,6.8,8.4,11.0,5.8,5.9,8.2
Annual,Percentage,Yugozapaden,8.3,6.6,8.2,5.4,7.2 b,6.0,4.3,5.4,4.2,4.8,5.0,2.8
Annual,Percentage,Yuzhen tsentralen,13.3,18.7,15.5,15.2,15.1 b,12.7,10.9,11.2,8.8,11.6,13.3,10.4
Annual,Percentage,Région lémanique,4.9,5.3,6.9 b,8.2,8.6,7.6,10.7,13.4,9.0,9.0,7.8,7.9
Annual,Percentage,Espace Mittelland,2.9,3.6,4.9 b,4.0,4.5,4.2,4.9,4.3,4.8,5.3,6.9,5.0
Annual,Percentage,Nordwestschweiz,3.2,2.8,4.6 b,4.5,5.8,7.5,7.0,5.6,5.7,5.4,3.6,4.7
