Annual,Percentage,Zürich,2.8,3.0,4.5 b,5.6,5.6,5.2,3.9,4.7,4.0,4.5,4.6,3.2
Annual,Percentage,Ostschweiz,3.1,4.6,3.2 b,3.7,3.6,4.7,3.3,3.2,4.1,3.8,4.8,3.9
Annual,Percentage,Zentralschweiz,2.5,4.0,3.2 b,5.5,3.3,4.6,3.8,2.4,4.5,5.3,4.3,3.3
Annual,Percentage,Ticino,7.7,10.3,4.8 b,6.1,6.9,10.8,13.6,8.6,5.4,5.4,6.0,8.2
Annual,Percentage,Praha,4.6,6.0,5.8,4.0,2.1,2.5,2.3,3.9,3.6,5.4,4.3,4.4
Annual,Percentage,Střední Čechy,5.1,4.6,3.9,4.2,3.4,3.6,4.3,2.7,3.8,5.5,2.6,3.3
Annual,Percentage,Jihozápad,4.8,5.2,5.8,5.0,4.9,2.8,3.2,3.7,3.1,3.7,3.2,3.7
Annual,Percentage,Severozápad,13.5,14.0,18.2,14.1,14.6,11.1,8.5,8.0,8.4,8.2,8.5,8.1
Annual,Percentage,Severovýchod,6.4,5.7,6.2,3.9,5.2,3.1,2.7,3.5,3.7,5.4,4.3,4.7
Annual,Percentage,Jihovýchod,4.9,3.2,4.3,4.5,4.8,6.2,4.9,4.8,4.8,4.6,4.6,4.2
Annual,Percentage,Střední Morava,7.1,6.8,6.2,6.1,5.0,5.3,3.4,2.0,2.9,3.1,3.2,3.9
Annual,Percentage,Moravskoslezsko,9.5,12.2,12.9,15.4,15.4,10.5,7.4,5.9,5.6,7.4,6.0,8.7
Annual,Percentage,Hovedstaden,11.4,12.9,12.3,13.8,10.4,9.6,10.6,10.0,10.2,10.0,8.0,10.1
Annual,Percentage,Sjælland,10.6,11.1,14.5,11.2,9.4,10.8,12.1,8.8,7.1,7.3,6.7,8.6
Annual,Percentage,Syddanmark,8.7,9.3,10.4,9.7,10.7,10.8,9.3,9.3,8.7,9.6,10.1,8.7
Annual,Percentage,Midtjylland,10.3,14.4,13.3,9.4,10.2,9.6,7.2,8.5,9.2,10.8,9.3,10.1
Annual,Percentage,Nordjylland,9.5,8.8,9.5,15.1,14.5,9.6,10.5,9.2,9.1,10.0,10.0,12.4
Annual,Percentage,Attiki,:,:,:,:,:,:,14.5,14.1,11.1,10.4,10.2,8.7
Annual,Percentage,Voreio Aigaio,:,:,:,:,:,:,17.0,14.3,15.7,14.3,6.4,7.5
Annual,Percentage,Notio Aigaio,:,:,:,:,:,:,9.6,10.4,9.5,9.6,6.3,3.9
Annual,Percentage,Kriti,:,:,:,:,:,:,11.4,9.6,8.7,12.6,5.7,6.8
Annual,Percentage,"Anatoliki Makedonia, Thraki",:,:,:,:,:,:,17.5,17.6,15.8,15.2,11.1,9.9
Annual,Percentage,Kentriki Makedonia,:,:,:,:,:,:,14.3,13.3,13.8,15.8,13.0,10.8
Annual,Percentage,Dytiki Makedonia,:,:,:,:,:,:,18.7,17.0,19.7,17.5,15.2,16.5
Annual,Percentage,Ipeiros,:,:,:,:,:,:,14.0,12.7,11.2,12.8,9.3,6.5
Annual,Percentage,Thessalia,:,:,:,:,:,:,16.7,15.1,13.6,13.8,10.1,10.3
Annual,Percentage,Ionia Nisia,:,:,:,:,:,:,8.9,8.9,5.4,23.0,8.6,5.5
Annual,Percentage,Dytiki Elláda,:,:,:,:,:,:,18.1,15.8,18.4,16.6,14.6,10.7
Annual,Percentage,Sterea Elláda,:,:,:,:,:,:,14.6,13.6,12.2,14.3,11.6,10.1
Annual,Percentage,Peloponnisos,:,:,:,:,:,:,12.9,12.2,11.4,10.4,7.1,8.5
Annual,Percentage,Galicia,14.7,14.3,14.9,13.8,13.6,12.0,11.1,11.9,8.5,9.9,9.3,7.3
Annual,Percentage,Principado de Asturias,22.6,16.5,18.0,16.4,14.7,11.5,13.6,14.1,17.8,14.1,12.5,13.9
Annual,Percentage,Cantabria,11.9,11.1,18.4,15.5,16.0,9.3,11.2,7.9,7.8,11.0,9.1,9.2
Annual,Percentage,País Vasco,11.1,13.0,12.2,14.3,13.7,7.7,7.1,10.3,7.4,7.0,5.8,6.7
Annual,Percentage,Comunidad Foral de Navarra,8.0,8.0,7.5,7.1,8.4,8.2,8.1,5.5,7.5,8.9,7.3,7.9
Annual,Percentage,La Rioja,10.4,10.4,10.7,10.4,9.2,5.4,8.8,6.3,6.0,6.1,5.3,4.8
Annual,Percentage,Aragón,11.8,10.2,10.5,6.9,7.6,5.9,5.6,5.5,6.1,7.6,4.8,5.6
Annual,Percentage,Comunidad de Madrid,8.2,9.3,9.6,10.5,10.4,9.2,6.5,6.8,6.0,8.0,5.4,5.3
Annual,Percentage,Castilla y León,9.7,12.8,17.7,16.5,14.2,9.2,8.8,7.4,7.9,8.2,8.5,7.9
Annual,Percentage,Castilla-La Mancha,15.3,19.9,14.9,15.6,18.8,12.8,12.3,11.8,8.0,8.2,8.6,6.7
Annual,Percentage,Extremadura,17.9,17.8,22.2,19.3,20.3,15.4,15.3,12.9,11.9,13.7,10.1,11.0
Annual,Percentage,Cataluña,11.5,10.8,12.0,8.8,7.2,8.8,5.8,8.3,9.8,9.5,6.7,6.9
Annual,Percentage,Comunitat Valenciana,15.0,16.9,18.1,18.1,14.6,13.6,10.7,10.1,11.3,11.2,9.3,8.8
Annual,Percentage,Illes Balears,10.5,7.1,7.5,8.4,6.7,3.7,4.4,3.5,4.5,9.1,5.7,4.7
Annual,Percentage,Andalucía,20.6,25.3,27.4,24.9,23.5,21.9,18.1,18.0,13.5,18.0,12.5,12.3
Annual,Percentage,Región de Murcia,16.0,17.3,22.2,16.1,13.4,12.6,10.0,9.2,9.2,12.8,7.5,6.5
Annual,Percentage,Ciudad de Ceuta,23.2,24.7,26.2,10.0,12.2,30.6,34.6,29.9,22.5,20.4,25.8,18.9
Annual,Percentage,Ciudad de Melilla,9.7,20.5,18.0,14.5,18.0,13.9,15.6,24.8,28.2,26.5,24.1,19.4
Annual,Percentage,Canarias,21.5,22.8,28.1,20.8,29.5,19.2,16.3,14.8,15.3,21.3,13.4,14.9
Annual,Percentage,Helsinki-Uusimaa,7.4,6.5,7.7,8.6,9.7,9.0,7.3,7.2,7.4,9.2,10.2,8.7
Annual,Percentage,Etelä-Suomi,10.3,10.2,10.6,11.9,11.4,11.3,11.6,10.2,11.0,9.6,12.8,10.0
Annual,Percentage,Pohjois- ja Itä-Suomi,10.8,11.8,13.0,11.6,11.7,10.7,12.1,12.0,11.4,10.3,10.3,8.6
Annual,Percentage,Panonska Hrvatska,:,:,:,:,:,:,:,:,:,13.0,10.4,10.9
Annual,Percentage,Jadranska Hrvatska,:,13.0,15.0,12.8,12.7,12.4,11.3,8.8,8.1,8.8,9.1,6.5
Annual,Percentage,Kontinentalna Hrvatska (NUTS 2016),:,15.7,14.5,15.2,13.2,12.0,11.2,9.3,8.9,:,:,:
Annual,Percentage,Grad Zagreb,:,:,:,:,:,:,:,:,:,6.3,5.0,4.7
Annual,Percentage,Sjeverna Hrvatska,:,:,:,:,:,:,:,:,:,5.5,5.3,3.5
Annual,Percentage,Közép-Magyarország (NUTS 2013),10.9,12.1,13.0,9.6,7.0,5.3,:,:,:,:,:,:
Annual,Percentage,Budapest,:,:,:,:,:,:,5.2,5.0,5.7,4.8,4.7,2.7
Annual,Percentage,Pest,:,:,:,:,:,:,2.7,2.0,2.1,5.7,6.1,3.2
Annual,Percentage,Közép-Dunántúl,11.1,10.1,7.6,8.5,7.8,4.5,2.4,4.1,2.7,2.5,4.2,2.8
Annual,Percentage,Nyugat-Dunántúl,9.6,9.3,9.8,6.4,5.0,5.7,6.7,4.3,7.8,4.1,6.2,2.7
Annual,Percentage,Dél-Dunántúl,16.7,17.1,17.7,12.6,8.4,8.0,7.4,8.6,8.8,12.0,11.3,11.3
Annual,Percentage,Észak-Magyarország,20.5,19.4,17.5,13.3,13.6,11.3,10.2,7.5,7.4,7.0,8.5,9.1
Annual,Percentage,Észak-Alföld,16.4,17.3,11.8,7.8,10.1,7.4,6.7,6.5,4.0,5.7,6.8,6.9
Annual,Percentage,Dél-Alföld,11.9,11.4,12.7,8.3,6.2,5.8,5.0,3.0,3.7,4.5,4.8,4.2
Annual,Percentage,Northern and Western,22.4,28.7,:,:,20.1,16.3,15.0,16.2 b,17.3 b,13.3,11.9,7.9
Annual,Percentage,Southern,24.4,25.3,:,:,18.0,15.7,14.2,11.9 b,10.2 b,13.5,10.1,8.7
Annual,Percentage,Eastern and Midland,23.0,21.4,:,:,16.9,16.4,11.6,12.6 b,10.0 b,11.5,8.4,10.2
Annual,Percentage,Piemonte,:,6.9,7.2,6.7,:,7.5,8.9,7.0,8.2,7.2,5.8,5.1
Annual,Percentage,Valle d’Aosta/Vallée d’Aoste,:,9.5,6.7,6.6,:,10.7,5.6,3.5,5.8,6.1,3.7,4.9
Annual,Percentage,Liguria,:,9.4,10.1,8.7,:,9.7,7.3,8.0,6.5,10.6,13.3,8.6
Annual,Percentage,Lombardia,:,6.1,7.1,5.3,:,7.0,6.2,5.3,6.5,5.3,4.3,3.2
Annual,Percentage,Abruzzo,:,9.9,11.6,11.8,:,11.4,10.7,6.9,6.3,13.2,12.1,8.2
Annual,Percentage,Molise,:,18.0,15.6,11.4,:,14.2,9.8,13.2,23.0,14.5,12.1,9.6
Annual,Percentage,Campania,:,19.5,22.8,19.4,:,23.5,20.9,18.6,25.6,29.6,22.3,20.6
Annual,Percentage,Puglia,:,14.8,16.9,17.8,:,12.6,13.4,13.2,13.8,13.7,11.6,12.7
Annual,Percentage,Basilicata,:,20.6,19.6,14.1,:,14.8,17.3,11.5,16.8,9.8,13.0,13.0
Annual,Percentage,Calabria,:,17.9,22.1,16.6,:,22.4,14.2,12.3,8.8,11.8,19.8,20.6
Annual,Percentage,Sicilia,:,25.3,25.0,28.3,:,23.7,25.8,25.0,23.2,22.9,16.2,18.0
Annual,Percentage,Sardegna,:,15.2,19.4,19.1,:,22.2,19.3,15.6,18.7,18.4,21.1,15.1
Annual,Percentage,Provincia Autonoma di Bolzano/Bozen,:,6.5,2.4,3.5,:,0.3,3.1,3.2,3.7,4.2,5.2,3.0
Annual,Percentage,Provincia Autonoma di Trento,:,3.4,6.8,5.2,:,7.1,7.7,5.5,2.6,6.8,5.8,5.9
Annual,Percentage,Veneto,:,6.8,5.5,7.2,:,4.2,4.8,3.6,5.6,5.8,4.6,5.2
Annual,Percentage,Friuli-Venezia Giulia,:,5.8,6.0,7.8,:,8.2,5.7,5.7,5.3,8.4,8.9,4.0
Annual,Percentage,Emilia-Romagna,:,5.7,5.0,4.9,:,6.5,6.2,4.9,4.5,3.9,3.3,3.6
Annual,Percentage,Toscana,:,8.6,8.6,7.1,:,7.1,6.0,6.9,6.1,8.4,6.5,4.9
Annual,Percentage,Umbria,:,8.4,10.7,11.7,:,8.6,8.8,4.0,4.8,6.8,6.9,6.6
Annual,Percentage,Marche,:,8.2,8.4,9.1,:,7.9,5.8,6.2,6.6,7.8,7.1,4.9
Annual,Percentage,Lazio,:,9.0,9.2,10.5,:,10.4,10.9,8.8,10.2,11.4,12.8,12.4
Annual,Percentage,Sostinės regionas,:,:,:,:,:,6.7,6.7,6.2,7.0,3.8,5.7,5.3
Annual,Percentage,Vidurio ir vakarų Lietuvos regionas,:,:,:,:,:,10.9,10.0,8.1,7.4,10.3,9.4,9.1
Annual,Percentage,Groningen,:,:,:,:,15.4 b,12.3,11.4,13.3,11.3,11.4,12.0,7.3
Annual,Percentage,Friesland (NL),:,:,:,:,12.8 b,11.3,9.8,8.3,8.6,13.3,12.6,11.1
Annual,Percentage,Drenthe,:,:,:,:,10.8 b,9.4,9.8,9.2,7.8,10.9,12.1,8.1
Annual,Percentage,Overijssel,:,:,:,:,8.8 b,9.4,8.4,7.8,8.1,7.4,6.8,7.0
Annual,Percentage,Gelderland,:,:,:,:,7.0 b,8.5,7.7,8.2,7.0,6.3,6.4,7.9
Annual,Percentage,Flevoland,:,:,:,:,9.5 b,8.0,4.5,6.4,7.1,4.6,8.0,7.3
Annual,Percentage,Utrecht (NUTS 2021),:,:,:,:,9.1 b,8.5,7.7,7.2,7.9,6.5,7.7,7.8
Annual,Percentage,Noord-Holland,:,:,:,:,9.2 b,10.1,8.5,9.4,11.4,9.9,9.6,7.8
Annual,Percentage,Zuid-Holland (NUTS 2021),:,:,:,:,11.9 b,11.5,10.6,12.4,10.3,11.7,10.5,9.1
Annual,Percentage,Zeeland,:,:,:,:,6.0 b,2.2,4.7,6.4,6.5,4.3,10.2,7.7
Annual,Percentage,Noord-Brabant,:,:,:,:,7.6 b,7.6,5.8,6.9,6.9,7.0,6.7,9.2
Annual,Percentage,Limburg (NL),:,:,:,:,10.8 b,9.2,11.1,10.3,9.7,9.8,7.9,7.7
Annual,Percentage,Oslo og Akershus (statistical region 2016),7.3,7.1,5.6,5.2,8.2,9.1,8.6,8.4,8.3,:,:,:
Annual,Percentage,Innlandet,5.8,5.7,8.1,8.4,9.9,9.9,12.3,10.9,11.1,8.7 b,9.2,9.1
Annual,Percentage,Sør-Østlandet (statistical region 2016),8.5,8.0,8.0,11.3,7.9,9.4,9.3,8.1,8.3,:,:,:
Annual,Percentage,Agder og Rogaland (statistical region 2016),5.0,5.4,4.9,6.3,6.1,7.2,12.0,11.5,6.7,:,:,:
Annual,Percentage,Vestlandet (statistical region 2016),6.5,5.1,4.4,6.3,8.0,7.9,5.9,5.6,10.1,:,:,:
Annual,Percentage,Trøndelag,7.6,6.0,6.4,9.9,6.8,9.5,8.3,8.1,13.6,10.2 b,10.0,10.6
Annual,Percentage,Nord-Norge,9.3,6.6,6.1,11.2,7.1,9.8,10.3,9.2,:,9.4 b,10.7,8.7
Annual,Percentage,Oslo og Viken,:,:,:,:,:,:,:,:,:,10.0 b,9.5,9.2
Annual,Percentage,Agder og Sør-Østlandet,:,:,:,:,:,:,:,:,:,9.7 b,11.0,9.1
Annual,Percentage,Vestlandet,:,:,:,:,:,:,:,:,:,8.1 b,6.5,6.2
Annual,Percentage,Małopolskie,:,:,:,:,:,:,:,3.3,2.3,4.3,2.4,2.0
Annual,Percentage,Śląskie,:,:,:,:,:,:,:,4.6,4.8,4.7,3.7,3.5
Annual,Percentage,Wielkopolskie,:,:,:,:,:,:,:,3.9,3.4,4.0,3.0,2.3
Annual,Percentage,Zachodniopomorskie,:,:,:,:,:,:,:,6.0,6.4,5.5,3.3,3.7
Annual,Percentage,Lubuskie,:,:,:,:,:,:,:,5.1,7.0,9.4,8.4,9.6
Annual,Percentage,Dolnośląskie,:,:,:,:,:,:,:,4.8,4.2,2.4,3.4,3.3
Annual,Percentage,Opolskie,:,:,:,:,:,:,:,4.1,3.8,3.2,2.2,2.1
Annual,Percentage,Kujawsko-pomorskie,:,:,:,:,:,:,:,6.6,5.4,5.6,4.8,5.7
Annual,Percentage,Warmińsko-mazurskie,:,:,:,:,:,:,:,8.1,7.2,8.0,7.0,8.7
Annual,Percentage,Pomorskie,:,:,:,:,:,:,:,4.6,3.6,4.5,2.9,4.4
Annual,Percentage,Łódzkie,:,:,:,:,:,:,:,3.8,4.1,3.4,4.3,2.8
Annual,Percentage,Świętokrzyskie,:,:,:,:,:,:,:,5.5,3.9,3.5,3.5,5.8
Annual,Percentage,Lubelskie,:,:,:,:,:,:,:,5.9,3.7,5.6,5.4,2.3
Annual,Percentage,Podkarpackie,:,:,:,:,:,:,:,6.5,6.4,4.8,4.8,3.2
Annual,Percentage,Podlaskie,:,:,:,:,:,:,:,4.6,4.3,3.1,4.9,8.9
Annual,Percentage,Warszawski stołeczny,:,:,:,:,:,:,:,3.2,2.7,2.1,1.2,3.4
Annual,Percentage,Mazowiecki regionalny,:,:,:,:,:,:,:,3.5,3.6,3.4,2.8,3.3
Annual,Percentage,Norte,:,:,:,:,:,:,8.0,6.2,5.6,5.9,5.8,5.1
Annual,Percentage,Algarve,:,:,:,:,:,:,6.6,6.5,5.5,6.7,8.8,5.8
Annual,Percentage,Centro (PT) (NUTS 2021),:,:,:,:,:,:,6.8,5.0,3.9,5.1,5.5,6.7
Annual,Percentage,Área Metropolitana de Lisboa (NUTS 2021),:,:,:,:,:,:,5.5,5.7,4.3,5.3,5.4,7.9
Annual,Percentage,Alentejo (NUTS 2021),:,:,:,:,:,:,8.3,8.3,6.5,4.7,4.5,4.9
Annual,Percentage,Região Autónoma dos Açores,:,:,:,:,:,:,11.8,11.9,8.0,5.6,6.5,8.8
Annual,Percentage,Região Autónoma da Madeira,:,:,:,:,:,:,10.4,9.4,9.2,8.0,10.0,6.6
Annual,Percentage,Nord-Vest,11.0,8.1,6.0,4.4,3.9,4.7,5.0,3.8,6.0,4.7,4.0,5.2
Annual,Percentage,Centru,7.2,9.6,7.9,7.8,9.1,5.7,6.9,4.8,6.4,6.1,11.4,7.8
Annual,Percentage,Nord-Est,5.2,5.6,3.8,4.7,2.9,2.9,3.2,3.2,3.2,3.3,2.1,2.0
Annual,Percentage,Sud-Est,9.2,9.6,9.8,9.8,10.6,11.8,13.0,7.9,9.3,6.6,8.1,15.4
Annual,Percentage,Sud-Muntenia,8.2,7.8,7.5,8.6,9.5,8.0,9.3,9.1,7.9,5.6,4.6,4.5
Annual,Percentage,Bucureşti-Ilfov,2.7,3.8,5.6,6.6,5.8,4.5,2.7,3.0,1.7,1.9,1.8,1.1
Annual,Percentage,Sud-Vest Oltenia,10.9,8.4,7.4,10.6,13.5,11.9,12.9,8.5,8.4,6.4,7.2,4.8
Annual,Percentage,Vest,10.1,8.8,12.0,15.8,14.7,8.6,8.6,9.4,10.2,6.1,5.8,10.8
Annual,Percentage,Stockholm,5.6,7.1,7.8,6.1,5.0,6.1,5.7,5.1,6.0,5.8,6.5,7.4
Annual,Percentage,Östra Mellansverige,10.8,9.7,8.5,12.1,9.1,8.0,9.7,11.0,11.4,11.8,10.7,9.0
Annual,Percentage,Småland med öarna,5.7,9.3,7.1,8.9,10.4,6.8,6.9,8.1,6.8,8.6,8.0,9.0
Annual,Percentage,Sydsverige,10.2,10.9,8.8,11.2,11.8,12.6,13.7,11.8,11.9,11.8,10.7,10.5
Annual,Percentage,Västsverige,7.9,10.1,10.8,9.2,9.6,10.7,9.6,9.1,8.1,10.1,9.2,7.4
Annual,Percentage,Norra Mellansverige,7.0,10.3,11.1,6.6,5.3,9.0,8.5,9.0,8.4,9.7,9.9,12.3
Annual,Percentage,Mellersta Norrland,13.2,7.6,11.9,6.9,10.3,9.9,15.0,11.6,12.4,12.4,10.7,9.4
Annual,Percentage,Övre Norrland,6.8,11.1,6.8,4.7,10.2,8.4,7.9,4.1,1.8,5.8,8.8,6.9
Annual,Percentage,Vzhodna Slovenija (NUTS 2010),9.2,9.2,9.9,8.0,8.6,7.6,:,:,:,:,:,:
Annual,Percentage,Zahodna Slovenija (NUTS 2010),5.7,6.6,7.3,6.6,5.9,4.5,:,:,:,:,:,:
Annual,Percentage,Vzhodna Slovenija,:,:,:,:,:,:,6.7,6.4,5.6,5.1,5.0,5.0
Annual,Percentage,Zahodna Slovenija,:,:,:,:,:,:,3.8,3.9,3.8,3.8,4.2,4.3
Annual,Percentage,Bratislavský kraj,2.6,2.9,1.9,2.2,1.7,1.0,1.9,2.2,1.3,3.0,1.4,1.4
Annual,Percentage,Západné Slovensko,7.1,6.7,4.8,4.9,5.0,2.7,2.2,3.4,2.8,3.5,2.6,4.3
Annual,Percentage,Stredné Slovensko,7.6,7.5,9.3,9.2,7.1,7.3,6.4,7.1,4.8,4.3,4.4,3.9
Annual,Percentage,Východné Slovensko,8.8,10.2,9.9,9.6,9.4,8.3,8.8,10.1,6.7,7.7,6.0,8.0
