Time frequency,Activity and employment status,Sex,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Austria,:,:,:,:,25.2,25.7,25.8,26.5,27.4,28.3,28.7,29.2,29.2,28.6,28.4,28.4,29.1,30.1,30.4
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.1,3.0,2.8
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Belgium,:,:,:,:,22.8,23.3,24.3,24.3,23.9,23.3,23.9,24.3,24.1 b,23.9,24.1,23.7,23.5,23.0,22.9
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Bulgaria,:,:,:,:,2.1,2.2 b,2.2 b,2.2,2.5,2.4,2.2,2.0,2.1,1.8,1.8 b,1.8,1.5,1.5,1.4
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Switzerland,:,:,:,:,:,35.2 b,35.2,35.8,36.2,37.5,37.7,38.0,38.2,38.5,39.1,39.4,39.0,38.8,39.1
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Cyprus,:,:,:,:,7.3,8.1,8.7,9.4,11.7,13.3,12.9,13.3,12.1,10.6,10.0,9.8,10.1,9.4,8.0
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Czechia,:,:,:,:,4.7,5.1,4.6 b,4.9,5.7,5.4,5.2,5.6,6.0,6.2,6.1,5.6,5.5,5.9,6.7
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Germany,:,:,:,:,31.6,31.9 b,32.2 b,32.1,33.1,33.0,33.3,33.2,33.4,33.3,33.7,27.8 b,27.8,27.8,28.5
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Denmark,:,:,:,:,21.1,21.2,20.7,20.5,20.7,20.6,20.4,21.6 b,21.3 b,20.7,20.9,20.2,20.9,20.9,22.0 b
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Euro area – 20 countries (from 2023),:,:,:,:,19.8,20.4,20.8,21.4,22.2,22.3,22.4,22.3,22.3,22.0,22.1,20.3,20.2,19.9,20.0
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Estonia,:,:,:,:,9.1,9.5,9.1,8.9,8.6,8.1,9.0,9.3,9.2,10.4,10.8,11.7,11.8,12.6,13.0
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Greece,:,:,:,:,5.9,6.3,6.7,7.8,8.5,9.4,9.6,10.0,9.9,9.2,9.2,8.7,8.1,7.9,7.2
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Spain,:,:,:,:,12.1,12.7,13.2,14.2,15.5,15.6,15.5,14.9,14.6,14.2,14.2,13.6,13.4 d,13.0 d,12.8 d
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,European Union - 27 countries (from 2020),:,:,:,:,17.3,17.8,18.1,18.5,19.1,19.1,19.1,19.1,18.9,18.7,18.8,17.3,17.1,16.9,17.1
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,Finland,:,:,:,:,12.4,13.1,13.3,13.3,13.1,13.3,13.3,14.1,14.1,14.3,14.5,13.9,15.2,15.1,14.9
Annual,Employed persons working part-time,Total,From 20 to 64 years,Percentage of total employment,France,17.6,17.7,17.8,17.4,17.8,18.2,18.3,18.3,18.7,19.1,18.9,18.8,18.7,18.5,18.0,17.5,17.1 d,16.2 d,16.3 d
