Time frequency,Waste categories,Waste management operations,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Plastic packaging,Waste generated,Kilograms per capita,Austria,26.21,25.43,24.75,26.69,27.55,27.35,28.8,29.49,30.23,30.66,31.63,31.48,32.24,34.05,34.16,34.12,34.09,34.36,34.16,33.31,33.55,33.36,33.17
Annual,Plastic packaging,Waste generated,Kilograms per capita,Belgium,23.78,23.32,24.97,26.8,27.01,27.7,28.66,29.06,28.16,28.11,28.96,28.62,28.85,29.51,29.36,30.13,30.28,30.36,30.4,30.57,32.0,32.02,31.36
Annual,Plastic packaging,Waste generated,Kilograms per capita,Bulgaria,:,:,:,:,:,13.84,11.75,13.53,10.37,12.82,11.08,12.92,13.16,13.29,14.13,13.87,15.19,16.95,18.7,23.36,:,22.0,22.33
Annual,Plastic packaging,Waste generated,Kilograms per capita,Cyprus,:,:,:,:,44.83,46.36,17.05,19.18,21.11 e,19.48,19.03,17.85,17.62 e,18.25,18.56,18.99,19.34,20.47,19.97 e,20.63 e,20.28 e,20.85 e,23.97 e
Annual,Plastic packaging,Waste generated,Kilograms per capita,Czechia,:,:,:,16.94,17.37,20.25,19.93,21.08,20.82,19.99,20.01,19.95,20.14,20.46,20.79,23.45,22.42,23.59,25.16,24.76,24.72 d,27.1 d,:
Annual,Plastic packaging,Waste generated,Kilograms per capita,Germany,21.78,22.95,25.13,25.09,27.33,28.71,31.46,32.14,33.28,32.0,32.9,34.58,35.27,35.63,36.37,37.36,37.62,38.53,39.03,39.11 b,39.71,41.09,39.49
Annual,Plastic packaging,Waste generated,Kilograms per capita,Denmark,29.44,28.02,29.25,28.71,32.25,33.73,35.09,35.12,30.01,29.96,29.82 e,33.8,32.85,33.85,33.22,34.67,37.46,34.81,42.88,39.8,39.27 b,36.3,35.83
Annual,Plastic packaging,Waste generated,Kilograms per capita,Estonia,:,:,:,:,21.26,23.29,26.85,27.85,53.72,39.42,38.22,39.18 e,35.98 e,49.06,50.17,46.47,49.1,49.95,41.9,43.31 b,40.32,37.63,33.83
Annual,Plastic packaging,Waste generated,Kilograms per capita,Greece,24.06,24.86,26.14,27.45,27.84,23.85,27.22,26.7,21.66 e,21.34,19.92,18.71 e,16.74,16.55,16.93,16.99,17.32,17.5,18.83 e,20.76 e,:,26.09,24.65
Annual,Plastic packaging,Waste generated,Kilograms per capita,Spain,29.41,32.24,31.84,33.36,34.09,35.86,36.38,37.12,34.49,31.12,30.01,28.99,27.89,28.0,30.52,31.75,32.84,34.53,35.37,35.75,36.0,38.65,41.45
Annual,Plastic packaging,Waste generated,Kilograms per capita,European Union - 27 countries (from 2020),:,:,:,:,:,28.18 i,29.19 i,29.47 i,29.2 i,27.7 i,28.01 i,28.35 i,28.46,28.84,29.75,30.76,31.53,32.64,33.17,34.14,34.57,36.31,36.09 i
Annual,Plastic packaging,Waste generated,Kilograms per capita,Finland,16.88,16.85,16.75,17.15,17.2,19.08,18.4,18.63,21.71,21.04,21.67,21.74,21.65,21.65,21.38,21.27,22.36,23.66,24.52,24.22,28.41,29.94,28.94
Annual,Plastic packaging,Waste generated,Kilograms per capita,France,29.29,29.21,30.29,31.43,31.66,31.86,32.53,33.12,31.89,29.1,30.88,31.2,30.53,30.09,31.1,32.06,32.65,34.8,35.09,35.47,35.67,36.75,35.75
Annual,Plastic packaging,Waste generated,Kilograms per capita,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,11.31,11.46,11.59,12.35,13.12,14.67,15.73,16.76,16.27,17.91,19.26
Annual,Plastic packaging,Waste generated,Kilograms per capita,Hungary,:,:,:,:,16.33,18.62,19.71,21.73,21.44,22.89,21.09,20.93,25.9,27.85,26.21,30.46,31.48,32.24,34.84,35.02,47.45 b,43.59,44.46
