Time frequency,Demographic indicator,Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Mean age of women at childbirth,Year,Kýpros,:,30.9,31.2,31.4,31.4,31.5,31.7,31.7,31.8,31.5
Annual,Mean age of women at childbirth,Year,Bornholm,:,29.5,29.6,29.6,29.7,29.8,29.7,30.1,29.5,30.5
Annual,Mean age of women at childbirth,Year,"Lesvos, Limnos",:,30.3,30.6,30.3,30.4,29.9,30.3,29.5,31.2,31.5
Annual,Mean age of women at childbirth,Year,"Ikaria, Samos",:,30.8,30.5,30.1,31.0,30.6,30.0,29.2,31.0,31.4
Annual,Mean age of women at childbirth,Year,Chios,:,30.9,31.1,31.0,30.9,30.5,30.9,29.6,31.8,31.5
Annual,Mean age of women at childbirth,Year,"Kalymnos, Karpathos – Iroiki Nisos Kasos, Kos, Rodos",:,30.1,30.4,30.4,30.7,30.9,30.5,30.8,31.3,31.3
Annual,Mean age of women at childbirth,Year,"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos",:,30.4,30.5,30.5,30.6,31.0,31.0,31.4,31.3,31.1
Annual,Mean age of women at childbirth,Year,Irakleio,:,30.5,30.7,30.6,30.9,30.8,31.1,30.8,31.2,31.1
Annual,Mean age of women at childbirth,Year,Lasithi,:,29.4,30.1,29.9,30.0,30.3,30.6,30.1,30.6,30.6
Annual,Mean age of women at childbirth,Year,Rethymni,:,30.8,30.6,31.0,31.3,31.0,31.3,31.1,31.1,30.8
Annual,Mean age of women at childbirth,Year,Chania,:,30.4,30.7,30.9,31.1,30.9,31.2,31.1,31.4,31.5
Annual,Mean age of women at childbirth,Year,Zakynthos,:,30.2,30.7,30.9,30.3,30.3,31.0,30.8,31.3,31.2
Annual,Mean age of women at childbirth,Year,Kerkyra,:,31.0,30.9,31.1,31.0,31.3,31.2,31.7,31.8,31.8
Annual,Mean age of women at childbirth,Year,"Ithaki, Kefallinia",:,30.9,30.6,31.2,31.6,31.8,31.5,31.2,32.3,31.7
Annual,Mean age of women at childbirth,Year,Eivissa y Formentera,31.1,31.5,32.0,32.0,31.8,32.3,32.0,32.3,32.7,32.8
Annual,Mean age of women at childbirth,Year,Mallorca,31.1,31.5,31.6,31.5,31.7,31.8,31.7,31.8,32.4,32.4
Annual,Mean age of women at childbirth,Year,Menorca,31.2,31.4,31.8,31.8,31.9,32.2,31.8,32.4,32.4,33.0
Annual,Mean age of women at childbirth,Year,El Hierro,31.1,33.0,32.5,31.0,31.4,32.1,31.6,32.9,31.9,32.0
Annual,Mean age of women at childbirth,Year,Fuerteventura,30.0,30.1,30.1,30.9,30.6,30.5,31.1,30.8,31.2,31.5
Annual,Mean age of women at childbirth,Year,Gran Canaria,31.0,31.3,31.2,31.6,31.5,31.7,31.8,31.6,31.9,32.1
Annual,Mean age of women at childbirth,Year,La Gomera,32.1,31.7,31.3,31.5,32.3,32.2,31.0,32.6,32.7,32.4
Annual,Mean age of women at childbirth,Year,La Palma,31.3,30.6,30.8,31.2,31.6,31.0,31.2,31.7,31.4,31.3
Annual,Mean age of women at childbirth,Year,Lanzarote,30.4,30.7,30.5,30.7,30.7,30.8,30.9,30.9,31.5,31.6
Annual,Mean age of women at childbirth,Year,Tenerife,31.2,31.3,31.3,31.5,31.6,31.8,31.8,31.8,32.2,32.4
Annual,Mean age of women at childbirth,Year,Åland,:,30.3,31.1,30.3,30.6,30.8,31.1,30.9,30.4,31.5
Annual,Mean age of women at childbirth,Year,Corse-du-Sud,:,30.3,30.3,30.5,30.7,30.3,30.6,30.6,30.9,30.8
Annual,Mean age of women at childbirth,Year,Haute-Corse,:,30.4,30.5,30.4,30.6,30.7,30.9,31.1,31.1,31.5
Annual,Mean age of women at childbirth,Year,Guadeloupe,29.4,29.5,29.7,29.7,29.8,30.1,30.1,30.3,30.6,30.4
Annual,Mean age of women at childbirth,Year,Martinique,29.3,29.3,29.7,29.5,29.6,29.9,29.8,30.3,30.5,30.3
Annual,Mean age of women at childbirth,Year,La Réunion,28.6,28.6,28.7,28.7,28.9,29.0,29.2,29.2,29.5,29.5
Annual,Mean age of women at childbirth,Year,Mayotte,:,29.3,28.9,28.7,28.8,28.9,29.1,29.0,29.1,29.0
Annual,Mean age of women at childbirth,Year,Border,31.5,31.6,31.4,31.6,31.6,31.9,32.0,32.4,32.5,32.8
Annual,Mean age of women at childbirth,Year,West,32.3,32.2,32.3,32.4,32.8,32.7,32.8,33.1,33.4,33.8
Annual,Mean age of women at childbirth,Year,Mid-West,31.4,31.5,31.6,31.8,31.7,32.0,32.2,32.4,32.4,32.9
Annual,Mean age of women at childbirth,Year,South-East,31.0,31.1,31.3,31.3,31.5,31.5,31.7,32.1,32.2,32.7
Annual,Mean age of women at childbirth,Year,South-West,32.2,32.3,32.2,32.6,32.6,32.6,32.9,33.0,33.2,33.6
