Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 55 to 64 years,Total,Ireland,38.9,46.1,37.4
Annual,Percentage,From 55 to 64 years,Total,Italy,39.0,28.7,37.0
Annual,Percentage,From 55 to 64 years,Total,Lithuania,32.7,15.4,30.2
Annual,Percentage,From 55 to 64 years,Total,Luxembourg,26.6,34.6,35.9
Annual,Percentage,From 55 to 64 years,Total,Latvia,18.6,22.0,24.2
Annual,Percentage,From 55 to 64 years,Total,Malta,48.5,35.3,36.9
Annual,Percentage,From 55 to 64 years,Total,Netherlands,30.8,33.3,30.0
Annual,Percentage,From 55 to 64 years,Total,Poland,25.7,35.6,30.1
Annual,Percentage,From 55 to 64 years,Total,Portugal,28.0,18.7,35.0
Annual,Percentage,From 55 to 64 years,Total,Romania,51.5,38.7,56.7
Annual,Percentage,From 55 to 64 years,Total,Sweden,47.0,50.8,50.6
Annual,Percentage,From 55 to 64 years,Total,Slovenia,41.9,46.7,37.2
Annual,Percentage,From 55 to 64 years,Total,Slovakia,39.0,22.6,26.9
Annual,Percentage,From 55 to 64 years,Total,United Kingdom,31.3,33.7,50.9
