Time frequency,Unit of measure,Rail network Segment (2015),Train category\Time,2015.0
Annual,Number,Hegyeshalom - Bra-Raj,Goods trains,772.0
Annual,Number,Hegyeshalom - Bra-Raj,Passenger trains,1720.0
Annual,Number,Budapest - Tatabanya,Goods trains,6588.0
Annual,Number,Budapest - Tatabanya,Passenger trains,20182.0
Annual,Number,Komarom - Bif Gyorszabadhegy,Goods trains,5056.0
Annual,Number,Komarom - Bif Gyorszabadhegy,Passenger trains,15888.0
Annual,Number,Bif Gyorszabadhegy - Gyor,Goods trains,1268.0
Annual,Number,Bif Gyorszabadhegy - Gyor,Passenger trains,9103.0
Annual,Number,Gyor - Hegyeshalom,Goods trains,4483.0
Annual,Number,Gyor - Hegyeshalom,Passenger trains,12771.0
Annual,Number,Hegyeshalom - Heg-Pan,Goods trains,4401.0
Annual,Number,Szombathely - Celldomolk,Goods trains,519.0
Annual,Number,Szombathely - Celldomolk,Passenger trains,15788.0
Annual,Number,Celldomolk - Bif Gyorszabadhegy,Passenger trains,6855.0
Annual,Number,Celldomolk - Bif Gyorszabadhegy,Goods trains,1411.0
Annual,Number,Szombathely - Szentgotthard,Goods trains,732.0
Annual,Number,Szombathely - Szentgotthard,Passenger trains,352.0
Annual,Number,Szentgotthard - Graz-Sze,Goods trains,221.0
Annual,Number,Boba - Szekesfehervar,Passenger trains,7910.0
Annual,Number,Boba - Szekesfehervar,Goods trains,1312.0
Annual,Number,Szekesfehervar - Erd,Goods trains,1675.0
Annual,Number,Szekesfehervar - Erd,Passenger trains,33030.0
Annual,Number,Erd - Budapest,Passenger trains,26425.0
Annual,Number,Erd - Budapest,Goods trains,6015.0
Annual,Number,Szekesfehervar - Szabadbattyan,Goods trains,155.0
Annual,Number,Szekesfehervar - Szabadbattyan,Passenger trains,3966.0
Annual,Number,Komarom - Kom-Kom,Goods trains,685.0
Annual,Number,Murakeresztur - Murakeresztur Hatar/Kotoriba,Goods trains,156.0
Annual,Number,Murakeresztur - Gyekenyes,Goods trains,1358.0
Annual,Number,Murakeresztur - Gyekenyes,Passenger trains,5140.0
Annual,Number,Gyekenyes - Gyekenyes Hatar/Botovo,Goods trains,1661.0
Annual,Number,Kaposvar - Dombovar,Passenger trains,4282.0
Annual,Number,Kaposvar - Dombovar,Goods trains,3802.0
Annual,Number,Dombovar - Pecs,Passenger trains,11949.0
Annual,Number,Dombovar - Pecs,Goods trains,652.0
Annual,Number,Pusztaszabolcs - Erd,Goods trains,5992.0
Annual,Number,Pusztaszabolcs - Erd,Passenger trains,15211.0
Annual,Number,Szob - Stu-Szob,Goods trains,436.0
Annual,Number,Szob - Stu-Szob,Passenger trains,2917.0
Annual,Number,Felsozsolca - Hidasnemeti,Goods trains,743.0
Annual,Number,Felsozsolca - Hidasnemeti,Passenger trains,6116.0
Annual,Number,Budapest - Szolnok,Passenger trains,36508.0
Annual,Number,Budapest - Szolnok,Goods trains,2788.0
Annual,Number,Budapest - Cegled,Goods trains,0.0
Annual,Number,Budapest - Cegled,Passenger trains,36618.0
Annual,Number,Cegled - Szolnok,Goods trains,0.0
Annual,Number,Cegled - Szolnok,Passenger trains,17567.0
Annual,Number,Budapest - Kunszentmiklos-Tass,Passenger trains,10195.0
Annual,Number,Budapest - Kunszentmiklos-Tass,Goods trains,0.0
Annual,Number,Kiskunhalas - Kelebia,Goods trains,0.0
Annual,Number,Kiskunhalas - Kelebia,Passenger trains,3995.0
Annual,Number,Kelebia - Kel-Sub,Goods trains,0.0
Annual,Number,Kelebia - Kel-Sub,Passenger trains,1101.0
Annual,Number,Cegled - Kecskemet,Passenger trains,7077.0
Annual,Number,Cegled - Kecskemet,Goods trains,0.0
Annual,Number,Kiskunfelegyhaza - Kiskunhalas,Passenger trains,3244.0
Annual,Number,Kiskunfelegyhaza - Kiskunhalas,Goods trains,0.0
Annual,Number,Kiskunfelegyhaza - Szeged,Goods trains,0.0
Annual,Number,Kiskunfelegyhaza - Szeged,Passenger trains,9153.0
Annual,Number,Szolnok - Szajol,Passenger trains,24940.0
Annual,Number,Szolnok - Szajol,Goods trains,0.0
Annual,Number,Szajol - Bekescsaba,Passenger trains,16160.0
Annual,Number,Szajol - Bekescsaba,Goods trains,776.0
Annual,Number,Szajol - Puspokladany,Goods trains,187.0
Annual,Number,Szajol - Puspokladany,Passenger trains,14221.0
Annual,Number,Puspokladany - Biharkeresztes,Goods trains,59.0
Annual,Number,Puspokladany - Biharkeresztes,Passenger trains,5039.0
Annual,Number,Biharkeresztes - Bih-Ora,Goods trains,0.0
Annual,Number,Puspokladany - Debrecen,Goods trains,128.0
Annual,Number,Puspokladany - Debrecen,Passenger trains,14642.0
Annual,Number,Zahony - Cop-Zah,Goods trains,137.0
Annual,Number,Zahony - Cop-Zah,Passenger trains,2544.0
Annual,Number,Zalalovo - Hod-Zal,Goods trains,46.0
Annual,Number,Zalalovo - Hod-Zal,Passenger trains,2604.0
Annual,Number,Zalalovo - Ukk,Goods trains,191.0
Annual,Number,Zalalovo - Ukk,Passenger trains,12751.0
Annual,Number,Budapest - Vac,Passenger trains,26226.0
Annual,Number,Budapest - Vac,Goods trains,460.0
Annual,Number,Vac - Szob,Goods trains,387.0
Annual,Number,Vac - Szob,Passenger trains,14386.0
Annual,Number,Budapest - Hatvan,Goods trains,171.0
Annual,Number,Budapest - Hatvan,Passenger trains,22507.0
Annual,Number,Hatvan - Fuzesabony,Passenger trains,15289.0
Annual,Number,Hatvan - Fuzesabony,Goods trains,422.0
Annual,Number,Fuzesabony - Miskolc,Goods trains,439.0
Annual,Number,Fuzesabony - Miskolc,Passenger trains,16080.0
Annual,Number,Miskolc - Felsozsolca,Passenger trains,17087.0
Annual,Number,Miskolc - Felsozsolca,Goods trains,199.0
Annual,Number,Hidasnemeti - Hid-Kec,Goods trains,1.0
Annual,Number,Debrecen - Nyiregyhaza,Goods trains,119.0
Annual,Number,Debrecen - Nyiregyhaza,Passenger trains,18508.0
Annual,Number,Nyiregyhaza - Zahony,Goods trains,143.0
Annual,Number,Nyiregyhaza - Zahony,Passenger trains,8474.0
Annual,Number,Felsozsolca - Nyiregyhaza,Goods trains,48.0
Annual,Number,Felsozsolca - Nyiregyhaza,Passenger trains,17842.0
Annual,Number,Bekescsaba - Lokoshaza,Goods trains,776.0
Annual,Number,Bekescsaba - Lokoshaza,Passenger trains,7123.0
Annual,Number,Kecskemet - Kiskunfelegyhaza,Passenger trains,6896.0
Annual,Number,Kecskemet - Kiskunfelegyhaza,Goods trains,15.0
Annual,Number,Kunszentmiklos-Tass - Kiskunhalas,Passenger trains,3943.0
Annual,Number,Kunszentmiklos-Tass - Kiskunhalas,Goods trains,123.0
Annual,Number,Pusztaszabolcs - Pincehely,Passenger trains,11844.0
Annual,Number,Pusztaszabolcs - Pincehely,Goods trains,0.0
Annual,Number,Pincehely - Dombovar,Passenger trains,6603.0
Annual,Number,Pincehely - Dombovar,Goods trains,0.0
Annual,Number,Kaposvar - Gyekenyes,Goods trains,0.0
Annual,Number,Kaposvar - Gyekenyes,Passenger trains,5402.0
Annual,Number,Siofok - Fonyod,Goods trains,0.0
Annual,Number,Siofok - Fonyod,Passenger trains,6527.0
Annual,Number,Fonyod - Balatonszentgyorgy,Goods trains,0.0
Annual,Number,Fonyod - Balatonszentgyorgy,Passenger trains,7037.0
Annual,Number,Balatonszentgyorgy - Nagykanizsa,Goods trains,5.0
Annual,Number,Balatonszentgyorgy - Nagykanizsa,Passenger trains,5316.0
Annual,Number,Nagykanizsa - Murakeresztur,Goods trains,113.0
Annual,Number,Nagykanizsa - Murakeresztur,Passenger trains,5177.0
Annual,Number,Pecs - Magyarboly,Goods trains,0.0
Annual,Number,Pecs - Magyarboly,Passenger trains,7417.0
Annual,Number,Magyarboly - Bel_Mag,Goods trains,0.0
Annual,Number,Magyarboly - Bel_Mag,Passenger trains,519.0
Annual,Number,Tatabanya - Komarom,Passenger trains,20571.0
Annual,Number,Tatabanya - Komarom,Goods trains,313.0
Annual,Number,Boba - Ukk,Goods trains,46.0
Annual,Number,Boba - Ukk,Passenger trains,7218.0
Annual,Number,Boba - Celldomolk,Passenger trains,13450.0
Annual,Number,Boba - Celldomolk,Goods trains,0.0
Annual,Number,Szabadbattyan - Siofok,Passenger trains,7759.0
Annual,Number,Szabadbattyan - Siofok,Goods trains,0.0
Annual,Number,Szabadbattyan - Balatonfured,Goods trains,0.0
Annual,Number,Szabadbattyan - Balatonfured,Passenger trains,5889.0
Annual,Number,Balatonfured - Tapolca,Goods trains,0.0
Annual,Number,Balatonfured - Tapolca,Passenger trains,4772.0
Annual,Number,Tapolca - Ukk,Goods trains,0.0
Annual,Number,Tapolca - Ukk,Passenger trains,4083.0
Annual,Number,Tapolca - Balatonszentgyorgy,Goods trains,0.0
Annual,Number,Tapolca - Balatonszentgyorgy,Passenger trains,10126.0
Annual,Number,Pusztaszabolcs - Dunaujvaros,Goods trains,130.0
Annual,Number,Pusztaszabolcs - Dunaujvaros,Passenger trains,4996.0
Annual,Number,Lokoshaza - Curtici/Lok,Goods trains,0.0
Annual,Number,Lokoshaza - Curtici/Lok,Passenger trains,1792.0
Annual,Number,Szombathely - Sopron,Goods trains,613.0
Annual,Number,Szombathely - Sopron,Passenger trains,0.0
Annual,Number,Gyor - Sopron,Goods trains,3781.0
Annual,Number,Gyor - Sopron,Passenger trains,0.0
Annual,Number,Bra-Raj - Hegyeshalom,Goods trains,772.0
Annual,Number,Bra-Raj - Hegyeshalom,Passenger trains,1763.0
Annual,Number,Tatabanya - Budapest,Goods trains,6588.0
Annual,Number,Tatabanya - Budapest,Passenger trains,20079.0
Annual,Number,Bif Gyorszabadhegy - Komarom,Goods trains,5056.0
Annual,Number,Bif Gyorszabadhegy - Komarom,Passenger trains,15823.0
Annual,Number,Gyor - Bif Gyorszabadhegy,Goods trains,1268.0
Annual,Number,Gyor - Bif Gyorszabadhegy,Passenger trains,8658.0
Annual,Number,Hegyeshalom - Gyor,Goods trains,4483.0
Annual,Number,Hegyeshalom - Gyor,Passenger trains,12842.0
Annual,Number,Heg-Pan - Hegyeshalom,Goods trains,4401.0
Annual,Number,Celldomolk - Szombathely,Goods trains,519.0
Annual,Number,Celldomolk - Szombathely,Passenger trains,15788.0
Annual,Number,Bif Gyorszabadhegy - Celldomolk,Passenger trains,6855.0
Annual,Number,Bif Gyorszabadhegy - Celldomolk,Goods trains,1411.0
Annual,Number,Szentgotthard - Szombathely,Goods trains,732.0
Annual,Number,Szentgotthard - Szombathely,Passenger trains,352.0
Annual,Number,Graz-Sze - Szentgotthard,Goods trains,221.0
Annual,Number,Szekesfehervar - Boba,Passenger trains,8238.0
Annual,Number,Szekesfehervar - Boba,Goods trains,1312.0
Annual,Number,Erd - Szekesfehervar,Goods trains,1675.0
Annual,Number,Erd - Szekesfehervar,Passenger trains,27720.0
Annual,Number,Budapest - Erd,Passenger trains,28174.0
Annual,Number,Budapest - Erd,Goods trains,6015.0
