Time frequency,Transport infrastructure,Unit of measure,Geopolitical entity (reporting)\Time,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Other roads within built-up areas,Kilometre,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,692.79,862.24,933.39,945.54,248.14,2089.95,564.85,645.5,645.5,645.5
Annual,Other roads within built-up areas,Kilometre,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3694.0,3936.0,3949.0,3886.0,3941.0,3812.0,3961.0,3974.0,3958.0,3977.0,3982.0,3986.0,3981.0,4009.0,4014.0
Annual,Other roads within built-up areas,Kilometre,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:,:,:,:,:
Annual,Other roads within built-up areas,Kilometre,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,74919.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Other roads within built-up areas,Kilometre,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,50492.0,50445.0,50467.0,50451.0,50982.0,50423.0
Annual,Other roads within built-up areas,Kilometre,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4676 u,4744 u,4947 u,5048.0,5123.0,5188.0,5171.0,5206.0,5208.0,5208.0,5252.0,5286.0,5311.0,5350.0
Annual,Other roads within built-up areas,Kilometre,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8610 d,9514.0,9483 d,8915.0,8877.0,8854.0,8786.0,7832.0,7793.0,7750.0,7677.0,7595.0,7616.0,7561.0,:,:
Annual,Other roads within built-up areas,Kilometre,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,63775.02,62948.0,63679.4,63855.2,64094.2,64083.1,64185.4,64132.1,64415.6,65051.2,65648.85,65678.3,65710.03,66119.05,66367.46,66776.63
Annual,Other roads within built-up areas,Kilometre,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,283.0,283.0,283.0,283.0,283.0,283.0,283.0
Annual,Other roads within built-up areas,Kilometre,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6787 d,7068.0,7109.0,7076.0,7177.0,7149.0,6641.0,6616.0,6681.0,6624.0,6808.0,6839.0
Annual,Other roads within built-up areas,Kilometre,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8763.0,8970.0,8980.0,8995.0,8960.0,9058.0,9146.0,9149.0,9268.0
Annual,Other roads within built-up areas,Kilometre,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1898 e,1899.130 e,1899.13,:,:,:,:,1886.0,1886 p
Annual,Other roads within built-up areas,Kilometre,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,65224.0,:,66343.0,67064.0,67428.0,67556.0,68708.0,68679.0,68692.0,69157.0,70438.0,70616.0,71056.0,71099.0,71997.0,72767.0
Annual,Other roads within built-up areas,Kilometre,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,44802 d,44941 d,45118 d,45135 d,45567 d,45485.0,45775.0,45858.0,45814.0,45981.0,46255.0,45775.0,45782.0,46052.0,46085.0,46293.0
Annual,Other roads within built-up areas,Kilometre,Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2364.0,2155.0,2135.0,2096.0,2036.0,12547.592,12550.903,12553.367,12566.848,12562.91,12556.96,12565.87,12727.56,12552.152,12512.745,12512.745
Annual,Other roads within built-up areas,Kilometre,United Kingdom,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,147804.2,148080.9,148414.150 e,148602.810 e,148698.190 e,149278.15,154580.1,155522.6,:,:,159114.3,156702.5,157840.0
Annual,Other roads within built-up areas,Kilometre,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:
Annual,Other roads outside built-up areas,Kilometre,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3101.58,3085.27,3156.97,3126.82,2952.87,1625.0,3110.75,2960.55,2960.55,2960.55
Annual,Other roads outside built-up areas,Kilometre,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,15741.0,15520.0,15563.0,15715.0,15132.0,15306.0,15158.0,15188.0,15169.0,15142.0,15107.0,15125.0,15138.0,15108.0,15114.0
