Time frequency,Unit of measure,Rail network Segment (2015),Train category\Time,2015.0
Annual,Number,København H - Østerport,Goods trains,0.0
Annual,Number,København H - Østerport,Passenger trains,83768.0
Annual,Number,Østerport - Helgoland,Goods trains,0.0
Annual,Number,Østerport - Helgoland,Passenger trains,50918.0
Annual,Number,Helgoland - Helsingør,Goods trains,0.0
Annual,Number,Helgoland - Helsingør,Passenger trains,41793.0
Annual,Number,København H - Kalvebod,Goods trains,0.0
Annual,Number,København H - Kalvebod,Passenger trains,56758.0
Annual,Number,Kalvebod - Københavns Lufthavn,Goods trains,5840.0
Annual,Number,Kalvebod - Københavns Lufthavn,Passenger trains,56758.0
Annual,Number,Københavns Lufthavn - Drogden,Goods trains,5840.0
Annual,Number,Københavns Lufthavn - Drogden,Passenger trains,30478.0
Annual,Number,Vigerslev - Kalvebod,Goods trains,5840.0
Annual,Number,Vigerslev - Kalvebod,Passenger trains,4015.0
Annual,Number,Hvidovre Fj. - Vigerslev,Goods trains,5840.0
Annual,Number,Hvidovre Fj. - Vigerslev,Passenger trains,7300.0
Annual,Number,København H - Hvidovre Fj.,Goods trains,0.0
Annual,Number,København H - Hvidovre Fj.,Passenger trains,66613.0
Annual,Number,Hvidovre Fj. - Roskilde,Goods trains,5840.0
Annual,Number,Hvidovre Fj. - Roskilde,Passenger trains,66613.0
Annual,Number,Roskilde - Ringsted,Goods trains,7300.0
Annual,Number,Roskilde - Ringsted,Passenger trains,45990.0
Annual,Number,Ringsted - Odense,Goods trains,7300.0
Annual,Number,Ringsted - Odense,Passenger trains,22083.0
Annual,Number,Roskilde - Holbæk,Goods trains,0.0
Annual,Number,Roskilde - Holbæk,Passenger trains,19163.0
Annual,Number,Holbæk - Kalundborg,Goods trains,0.0
Annual,Number,Holbæk - Kalundborg,Passenger trains,8395.0
Annual,Number,Roskilde - Næstved over Køge,Goods trains,913.0
Annual,Number,Roskilde - Næstved over Køge,Passenger trains,913.0
Annual,Number,Ringsted - Næstved,Goods trains,0.0
