Time frequency,Employment indicator,Sex,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Austria,:,:,:,:,:,:,4148.0,4163.0,4191.0,4237.0,4279.0,4297.0,4338.0,4433.0,4452.0,4478.0,4500.0,4456.0,4515.0,4577.0,4634.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Belgium,:,:,:,:,:,:,4772.0,4860.0,4820.0,4852.0,4907.0,4927.0,4929.0,4934.0,4944 b,5004.0,5048.0,5011.0,5118.0,5213.0,5247.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Bulgaria,:,:,:,:,:,:,3432.0,3379 b,3295 b,3297.0,3316.0,3303.0,3271.0,3195.0,3272.0,3235.0,3077 b,2987.0,2940.0,2965.0,2951.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Cyprus,:,:,:,:,:,:,393.0,409.0,420.0,426.0,425.0,425.0,413.0,408.0,417.0,426.0,444.0,450.0,462.0,480.0,493.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Czechia,:,:,:,:,:,:,5209.0,5192.0,5146 b,5175.0,5213.0,5206.0,5201.0,5226.0,5248.0,5267.0,5259.0,5224.0,5216.0,5138.0,5023.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Germany,:,:,:,:,:,:,40307.0,39483 b,39767 b,39875.0,40149.0,40327.0,40459.0,41277.0,41447.0,41456.0,41790.0,41165 b,41583.0,42299.0,42709.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Denmark,:,:,:,:,:,:,2845.0,2822.0,2811.0,2788.0,2767.0,2777.0,2803.0,2842 b,2870 b,2892.0,2930.0,2922.0,2946.0,3000.0,3040 b
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Estonia,:,:,:,:,:,:,670.0,668.0,669.0,666.0,661.0,654.0,654.0,658.0,664.0,664.0,663.0,666.0,659.0,676.0,699.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Greece,:,:,:,:,:,:,4949.0,4936.0,4850.0,4813.0,4776.0,4736.0,4733.0,4728.0,4696.0,4649.0,4637.0,4387.0,4492.0,4609.0,4591.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Spain,:,:,:,:,:,:,23107.0,23210.0,23280.0,23281.0,23043.0,22814.0,22767.0,22657.0,22558.0,22607.0,22803.0,22475.0,23006 d,23295 d,23765 d
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Finland,:,:,:,:,:,:,2615.0,2600.0,2605.0,2607.0,2595.0,2590.0,2583.0,2585.0,2604.0,2634.0,2637.0,2628.0,2679.0,2713.0,2732.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,France,27674.0,27902.0,28104.0,28305.0,28503.0,28690.0,28935.0,29040.0,29011.0,29208.0,29352.0,29360.0,29414.0,29426.0,29448.0,29579.0,29470.0,29200.0,29620 d,30029 d,30253 d
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Croatia,:,:,:,:,:,:,1886.0,1871.0,1841.0,1813 b,1791.0,1832.0,1826.0,1756.0,1734.0,1695.0,1673.0,1665.0,1685.0,1696.0,1695.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Hungary,:,:,:,:,:,:,4281.0,4312.0,4333.0,4396.0,4436.0,4534.0,4607.0,4674.0,4692.0,4705 b,4705.0,4680.0,4702.0,4732.0,4775.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Ireland,:,:,:,:,:,:,2260.0,2205.0,2181.0,2173.0,2192.0,2199.0,2217.0,2259.0,2280.0,2312.0,2355.0,2303.0,2482 b,2610.0,2690.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Italy,:,:,:,:,:,:,24064.0,24035.0,24119.0,24601.0,24490.0,24674.0,24633.0,24905.0,25024.0,25028 b,24968.0,24009.0,24197.0,24421.0,24766.0
Annual,Persons in the labour force (former name: active persons),Total,From 15 to 64 years,Thousand persons,Lithuania,:,:,:,:,:,:,1500.0,1494.0,1453.0,1441.0,1436.0,1445.0,1434.0,1433.0,1408.0,1413.0,1416.0,1423.0,1414.0,1444.0,1473.0
