Time frequency,Unit of measure,Rail network segment (2010),Train category\Time,2010.0
Annual,Number,Dobova Meja -  Dobova,Goods trains,2724.0
Annual,Number,Dobova Meja -  Dobova,Passenger trains,3353.0
Annual,Number,Dobova -  Sevnica,Goods trains,3296.0
Annual,Number,Dobova -  Sevnica,Passenger trains,8442.0
Annual,Number,Sevnica -  Zidani Most,Goods trains,3450.0
Annual,Number,Sevnica -  Zidani Most,Passenger trains,9316.0
Annual,Number,Zidani Most -  Ljubljana Zalog,Goods trains,8103.0
Annual,Number,Zidani Most -  Ljubljana Zalog,Passenger trains,14363.0
Annual,Number,Ljubljana Zalog -  Ljubljana Moste,Goods trains,12524.0
Annual,Number,Ljubljana Zalog -  Ljubljana Moste,Passenger trains,15065.0
Annual,Number,Ljubljana Moste -  Ljubljana,Goods trains,12493.0
Annual,Number,Ljubljana Moste -  Ljubljana,Passenger trains,18318.0
Annual,Number,Ljubljana -  Ljubljana Siska,Goods trains,6360.0
Annual,Number,Ljubljana -  Ljubljana Siska,Passenger trains,13156.0
Annual,Number,Ljubljana Siska -  Kranj,Goods trains,5681.0
Annual,Number,Ljubljana Siska -  Kranj,Passenger trains,7925.0
Annual,Number,Kranj -  Jesenice,Goods trains,5242.0
Annual,Number,Kranj -  Jesenice,Passenger trains,6989.0
Annual,Number,Jesenice -  Jesenice Meja,Goods trains,4604.0
Annual,Number,Jesenice -  Jesenice Meja,Passenger trains,2663.0
Annual,Number,Metlika Meja -  Metlika,Goods trains,1.0
Annual,Number,Metlika Meja -  Metlika,Passenger trains,1161.0
Annual,Number,Metlika -  Novo Mesto,Goods trains,274.0
Annual,Number,Metlika -  Novo Mesto,Passenger trains,3165.0
Annual,Number,Novo Mesto -  Trebnje,Goods trains,620.0
Annual,Number,Novo Mesto -  Trebnje,Passenger trains,5258.0
Annual,Number,Trebnje -  Grosuplje,Goods trains,583.0
Annual,Number,Trebnje -  Grosuplje,Passenger trains,4170.0
Annual,Number,Grosuplje -  Ljubljana,Goods trains,656.0
Annual,Number,Grosuplje -  Ljubljana,Passenger trains,5052.0
Annual,Number,Sevnica -  Trebnje,Goods trains,0.0
Annual,Number,Sevnica -  Trebnje,Passenger trains,1831.0
Annual,Number,Zidani Most -  Celje,Goods trains,6225.0
Annual,Number,Zidani Most -  Celje,Passenger trains,10837.0
Annual,Number,Celje -  Grobelno,Goods trains,6391.0
Annual,Number,Celje -  Grobelno,Passenger trains,13699.0
Annual,Number,Grobelno -  Poljcane,Goods trains,5986.0
Annual,Number,Grobelno -  Poljcane,Passenger trains,10665.0
Annual,Number,Poljcane -  Pragersko,Goods trains,6099.0
