Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Kilograms per capita,Algeria,260.5 i,:,:,:,273.1 i,:,:,:,:,270.7 i,268.9 i,279.1 i,283.6 i,288.0 i,292.0 i,245.0 i,248.2 i,:
Annual,Kilograms per capita,Egypt,274.3 i,227.2 i,274.2 i,274.0 i,273.3 i,277.9 i,:,:,435.6 i,:,399.8 i,:,:,:,:,:,:,:
Annual,Kilograms per capita,Israel,594.8 di,604.6 di,604.8 di,612.1 di,613.4 di,612.2 di,616.7 di,617.3 di,608.9 di,609.2 di,612.5 di,621.7 di,630.3 di,643.1 di,642.2 di,654.5 di,661.8 di,654.8 di
Annual,Kilograms per capita,Jordan,409.7 di,389.6 di,361.4 di,335.5 di,296.1 di,308.9 di,289.6 di,302.0 di,316.2 di,316.3 di,352.1 di,:,339.0 di,336.2 di,325.7 di,329.6 di,:,:
Annual,Kilograms per capita,Palestine*,283.9 i,287.4 i,:,276.9 i,218.8 i,:,192.7 i,:,172.3 i,:,207.8 i,:,:,:,:,:,:,:
Annual,Kilograms per capita,Tunisia,204.9 di,204.9 di,203.9 di,203.9 di,:,:,:,224.8 di,:,:,:,:,:,:,:,:,:,:
