Time frequency,Unit of measure,Consolidated/Non consolidated,National accounts indicator (ESA 2010),Financial position,Sector,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Austria,4.1,3.6,6.2,6.3,7.4,8.2,7.1,6.6,7.9,8.8,8.6,7.1,7.5,7.3,9.5,9.8,10.6,11.6,12.4,12.4,12.1,12.3,10.9,10.3,9.5,12.4,11.0,7.8,7.4
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Belgium,3.1,3.7,3.7,3.0,3.1,3.7,3.6,3.3,3.8,4.3,3.2,3.5,4.0,4.0,6.5 b,5.7,6.2,8.3,9.5,10.0,11.0,13.5,13.2,13.6,13.0,13.2,11.2,8.2,8.3 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Bulgaria,0.3,1.3,0.0,0.0,0.1,0.4,0.5,0.3,0.4,0.6,1.0,1.7,1.7,1.4,1.2,1.1,1.3,1.3,3.4,3.0,2.5,3.9,3.4,2.7,2.8,2.5,2.3,1.8,1.7
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Cyprus,0.4,0.3,0.3,0.3,0.4,0.7,0.6,0.3,0.4,0.3,0.7,0.1,0.1,0.1,0.1,0.1,0.5,0.2,0.5,0.5,0.0,0.0,0.0,0.1,0.4,0.4,0.4,0.3,0.2 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Czechia,2.7,4.0,3.8,3.8,4.6,4.6,4.2,4.3,3.9,3.0,2.2,2.6,2.7,3.3,4.7,6.3,6.0,6.0,7.4,7.9,6.8,6.2,6.3,6.3,5.9,5.5,4.0,3.7,3.5
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Germany,3.0,2.7,2.5,2.3,2.1,2.5,2.9,3.2,4.4,4.5,4.6,4.3,4.5,4.9,5.0,5.0,3.8,4.5,4.7,4.9,5.0,5.6,6.2,5.2,5.7,6.8,6.7 p,5.6 p,5.6 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Denmark,6.5,7.4,7.9,7.4,7.0,6.9,7.3,7.4,7.5,8.2,7.1,7.6,7.1,6.2,8.4,8.3,8.8,9.9,9.4,9.4,9.9,9.7,9.5,7.6,7.6,7.8,6.7,5.7,7.8
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Estonia,2.3,3.9,6.0,5.8,4.8,2.6,2.7,6.1,3.5,3.1,4.2,3.6,3.3,3.8,3.7,3.4,4.4,6.4,6.1,6.7,6.2,6.3,5.6,4.0,4.0,3.8,3.5,2.9,0.9
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Greece,0.7,0.7,0.8,1.0,0.6,3.3,3.2,2.9,3.0,4.2,5.6,6.9,8.6,11.9,11.5,2.8,1.4,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.9,2.4,2.0 p,2.1 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Spain,4.2,3.8,3.3,2.9,3.0,2.2,2.0,1.6,1.3,1.3,1.3,2.3,3.1,3.2,4.9,5.5,6.1,7.3,8.0,8.5,8.1,8.1,8.2,8.3,9.3,11.5,11.6,8.7 p,8.2 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Finland,5.2,5.2,5.8,5.2,5.6,7.8,9.1,9.4,10.4,10.4,11.3,12.0,11.9,7.4,11.4,14.5,14.1,16.1,17.8,17.9,15.5,14.9,13.9,12.8,12.9,14.0,13.9,11.8,12.6
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,France,10.4,11.0,11.1,11.7,13.2,14.9,17.8,17.0,18.0,17.1,16.5,15.5,13.0,13.7,17.6,18.7,19.5,22.9,22.7,26.6,26.8,25.6,25.3,25.0,27.0,31.7,29.0,23.6 p,23.7 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Croatia,0.1,0.0,0.1,0.1,0.4,0.4,0.9,1.8,2.3,2.2,2.0,2.4,3.0,2.8,3.3,2.9,3.0,5.7,5.2,4.2,4.6,4.6,3.4,3.3,3.8,3.9,3.8,2.7,2.5 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Hungary,1.5,1.4,1.3,1.1,0.9,0.7,0.7,0.7,0.6,0.4,1.2,1.3,1.3,1.3,1.2,2.0,2.1,2.2,2.1,2.1,1.2,1.8,1.1,1.0,1.5,3.1,5.1,4.1,4.1 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Ireland,1.9 e,2.0 e,1.9 e,1.8 e,3.2 e,1.7 e,1.6,1.8,2.8,4.4,4.6,4.2,3.1,2.3,3.3,5.2,4.8,5.4,9.8,9.3,7.2,12.1,9.3,9.5,8.7,16.3,17.6,16.5,14.3
Annual,Percentage of gross domestic product (GDP),Consolidated,Debt securities,Liabilities,Non-financial corporations,Italy,1.6,1.9,1.8,2.1,1.6,1.5,2.5,3.1,3.2,3.9,3.8,4.2,4.2,3.9,5.2,5.9,5.4,7.5,8.6,9.3,8.8,8.1,9.1,8.0,8.0,9.0,9.3,7.6,8.5
