Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Average,Provincia Autonoma di Trento,:,1.3,1.4,1.3,1.3,1.3,1.3,1.3,1.4,1.3,1.3,1.3,1.3,1.2,1.3,1.2,1.3,1.3,1.3,1.2,1.3
Annual,Average,Veneto,:,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.5,1.5,1.5,1.5,1.4,1.4,1.5,1.4,1.4,1.5,1.4,1.5,1.5
Annual,Average,Friuli-Venezia Giulia,:,1.5,1.6,1.6,1.6,1.6,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.6,1.6,1.6,1.7,1.7
Annual,Average,Emilia-Romagna,:,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6
Annual,Average,Centro (IT),:,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.4,1.4,1.4,1.5
Annual,Average,Toscana,:,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.5,1.5,1.5,1.6
Annual,Average,Umbria,:,1.4,1.5,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.4,1.4,1.4,1.4,1.3,1.3,1.2,1.4,1.4,1.6,1.7
Annual,Average,Marche,:,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.3,1.4,1.4,1.5
Annual,Average,Lazio,:,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.4,1.4
Annual,Average,Lithuania,:,:,1.0,1.0,1.0,1.1,1.1,1.1,1.6,1.6,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6
Annual,Average,Sostinės regionas,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.5,1.4,1.5,1.5,1.5,1.5,1.5
Annual,Average,Vidurio ir vakarų Lietuvos regionas,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.6,1.6,1.6,1.6,1.6,1.6,1.6
Annual,Average,Luxembourg,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,2.0,2.0,2.0,2.0,1.9 b,1.9,2.0,2.0,2.0 b,2.0 b,2.2 b,2.2
Annual,Average,Latvia,:,:,0.9,0.9,1.0,1.0,1.0,1.0,1.2,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Annual,Average,Montenegro,:,:,:,:,:,:,:,:,:,:,1.1,0.9,1.0,0.9,0.9,0.9,0.8,0.9,0.9,0.9,:
Annual,Average,North Macedonia,:,:,:,:,:,:,:,0.9,0.9,0.9,0.9,1.0 b,0.9,1.0,1.0,1.0,1.0,1.0,:,:,:
Annual,Average,Malta,:,:,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.2
Annual,Average,Netherlands,:,:,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9 b,2.0,2.0,2.0,2.0,2.1,2.1,2.1
Annual,Average,Noord-Nederland,:,:,:,:,:,:,:,:,2.1,2.1,2.1,2.0,2.1,2.0 b,2.1,2.1,2.1,2.1,2.2,2.3,2.3
Annual,Average,Oost-Nederland,:,:,:,:,:,:,:,:,2.0,2.0,2.0,1.9,1.9,1.9 b,1.9,2.0,2.0,2.0,2.1,2.1,2.1
Annual,Average,West-Nederland,:,:,:,:,:,:,:,:,2.0,2.0,1.9,1.9,1.9,1.9 b,1.9,1.9,1.9,1.9,2.0,2.0,2.0
Annual,Average,Zuid-Nederland,:,:,:,:,:,:,:,:,2.1,2.1,2.0,2.0,2.0,2.0 b,2.0,2.1,2.1,2.1,2.3,2.3,2.2
Annual,Average,Norway,1.9,1.9,1.9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.0,2.0,2.1,2.0 b,2.1,2.1
Annual,Average,Oslo og Akershus (statistical region 2016),1.8,:,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.8,1.8,1.9,:,:,:
Annual,Average,Innlandet,2.1,:,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.4,2.3,2.3,2.3 b,2.2,2.3
Annual,Average,Sør-Østlandet (statistical region 2016),1.9,:,1.9,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.2,:,:,:
Annual,Average,Agder og Rogaland (statistical region 2016),1.9,:,1.9,2.0,2.0,2.0,1.9,2.0,2.0,2.0,2.1,2.0,2.1,2.1,2.1,2.1,2.1,2.1,:,:,:
Annual,Average,Vestlandet (statistical region 2016),1.8,:,1.9,2.0,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.0,2.1,2.1,2.0,:,:,:
Annual,Average,Trøndelag,1.9,:,2.0,1.9,2.0,2.0,2.0,2.0,2.0,2.0,1.9,2.0,2.0,2.0,2.1,2.1,2.0,2.2,2.1 b,2.1,2.2
Annual,Average,Nord-Norge,2.0,:,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.0,2.1,2.1,2.2,2.4,2.2,2.2,:,2.1 b,2.2,2.3
Annual,Average,Oslo og Viken,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.9 b,2.0,2.0
Annual,Average,Agder og Sør-Østlandet,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.2 b,2.2,2.2
Annual,Average,Vestlandet,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.1 b,2.1,2.1
Annual,Average,Poland,:,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2 b,1.1,1.1,1.1 b
Annual,Average,Region Centralny (NUTS 2013),:,:,:,:,:,:,:,:,:,1.1,1.1,1.1,1.1,1.1,1.1,:,:,:,:,:,:
Annual,Average,Makroregion południowy,:,:,:,:,:,:,:,:,:,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2 b,1.2,1.2,1.2 b
Annual,Average,Małopolskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.1 b,1.1,1.1,1.1 b
Annual,Average,Śląskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.2,1.2 b,1.2,1.2,1.2 b
Annual,Average,Region Wschodni (NUTS 2013),:,:,:,:,:,:,:,:,:,1.0,1.0,1.0,1.1,1.1,1.1,:,:,:,:,:,:
Annual,Average,Makroregion północno-zachodni,:,:,:,:,:,:,:,:,:,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1 b,1.1,1.1,1.1 b
Annual,Average,Wielkopolskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.1 b,1.1,1.1,1.2 b
Annual,Average,Zachodniopomorskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.2 b,1.1,1.1,1.1 b
Annual,Average,Lubuskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.2 b,1.1,1.1,1.1 b
Annual,Average,Makroregion południowo-zachodni,:,:,:,:,:,:,:,:,:,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2 b,1.2,1.2,1.2 b
Annual,Average,Dolnośląskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.2 b,1.2,1.2,1.2 b
Annual,Average,Opolskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.3,1.3 b,1.3,1.3,1.3 b
Annual,Average,Makroregion północny,:,:,:,:,:,:,:,:,:,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1 b,1.1,1.1,1.1 b
Annual,Average,Kujawsko-pomorskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.1 b,1.1,1.1,1.1 b
Annual,Average,Warmińsko-mazurskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.1 b,1.1,1.1,1.0 b
Annual,Average,Pomorskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.1 b,1.1,1.1,1.1 b
Annual,Average,Makroregion centralny,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.1,1.1 b,1.1,1.2,1.2 b
Annual,Average,Łódzkie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.2 b,1.2,1.2,1.2 b
Annual,Average,Świętokrzyskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.1 b,1.1,1.1,1.1 b
Annual,Average,Makroregion wschodni,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.1,1.2 b,1.2,1.1,1.1 b
Annual,Average,Lubelskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.2 b,1.2,1.1,1.1 b
Annual,Average,Podkarpackie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.1 b,1.1,1.1,1.1 b
Annual,Average,Podlaskie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.2,1.2 b,1.2,1.2,1.2 b
Annual,Average,Makroregion województwo mazowieckie,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.2,1.2 b,1.2,1.1,1.2 b
Annual,Average,Warszawski stołeczny,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.2,1.2 b,1.2,1.2,1.2 b
Annual,Average,Mazowiecki regionalny,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.1,1.1 b,1.1,1.1,1.1 b
Annual,Average,Portugal,:,1.4,1.4,1.4,1.4,1.4,1.5,1.4,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
Annual,Average,Romania,:,:,:,:,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.2
Annual,Average,Macroregiunea Unu,:,:,:,:,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1
Annual,Average,Nord-Vest,:,:,:,:,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1
Annual,Average,Centru,:,:,:,:,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.1
Annual,Average,Macroregiunea Doi,:,:,:,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
Annual,Average,Nord-Est,:,:,:,:,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1
Annual,Average,Sud-Est,:,:,:,:,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Annual,Average,Macroregiunea Trei,:,:,:,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
Annual,Average,Sud-Muntenia,:,:,:,:,1.0,1.0,1.0,1.0,1.1,1.0,1.1,1.1,1.0,1.1,1.2,1.2,1.2,1.2,1.3,1.2,1.2
Annual,Average,Bucureşti-Ilfov,:,:,:,:,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1
Annual,Average,Macroregiunea Patru,:,:,:,:,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
Annual,Average,Sud-Vest Oltenia,:,:,:,:,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3
Annual,Average,Vest,:,:,:,:,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1
Annual,Average,Serbia,:,:,:,:,:,:,:,:,:,:,0.9,1.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0,1.0,:
Annual,Average,Srbija - sever,:,:,:,:,:,:,:,:,:,:,:,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,:
Annual,Average,Srbija - jug,:,:,:,:,:,:,:,:,:,:,:,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,:
Annual,Average,Sweden,:,1.7,1.7,1.8,1.7,1.7 b,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.7,1.8,1.8,1.8
Annual,Average,Östra Sverige,:,:,:,:,:,1.6 b,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.7,1.6,1.6,1.7,1.6,1.6,1.6,1.7
Annual,Average,Stockholm,:,:,:,:,:,1.6 b,1.6,1.6,1.5,1.5,1.6,1.5,1.5,1.6,1.5,1.5,1.6,1.5,1.5,1.6,1.6
Annual,Average,Östra Mellansverige,:,:,:,:,:,1.7 b,1.7,1.8,1.7,1.7,1.8,1.8,1.7,1.8,1.7,1.7,1.8,1.7,1.7,1.7,1.7
Annual,Average,Södra Sverige,:,:,:,:,:,1.8 b,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8
Annual,Average,Småland med öarna,:,:,:,:,:,1.9 b,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,1.9,1.9,2.0,1.9
Annual,Average,Sydsverige,:,:,:,:,:,1.8 b,1.8,1.8,1.7,1.7,1.7,1.7,1.8,1.7,1.7,1.7,1.8,1.8,1.8,1.7,1.8
Annual,Average,Västsverige,:,:,:,:,:,1.7 b,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.7,1.7,1.8,1.8,1.8,1.8,1.8,1.8
Annual,Average,Norra Sverige,:,:,:,:,:,1.8 b,1.9,1.8,1.9,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.9,1.8,1.9,1.9,2.0
Annual,Average,Norra Mellansverige,:,:,:,:,:,1.8 b,1.9,1.8,1.9,1.8,1.8,1.9,1.9,1.9,1.8,1.8,1.9,1.8,1.9,1.9,1.9
Annual,Average,Mellersta Norrland,:,:,:,:,:,1.9 b,1.9,1.9,1.9,1.8,1.9,1.8,1.9,1.9,2.0,1.9,1.8,1.8,2.0,2.0,2.0
Annual,Average,Övre Norrland,:,:,:,:,:,1.7 b,1.8,1.8,1.8,1.8,1.7,1.8,1.7,1.7,1.8,1.8,1.9,1.8,1.9,2.0,2.0
Annual,Average,Slovenia,:,:,1.1,1.1,1.1,1.1,1.1,1.1,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6
Annual,Average,Vzhodna Slovenija (NUTS 2010),:,:,:,:,:,1.1,1.1,1.1,1.4,1.4,1.5,1.5,1.5,1.5,1.5,:,:,:,:,:,:
Annual,Average,Zahodna Slovenija (NUTS 2010),:,:,:,:,:,1.1,1.1,1.1,1.4,1.4,1.5,1.5,1.5,1.6,1.5,:,:,:,:,:,:
Annual,Average,Vzhodna Slovenija,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.5,1.6,1.6,1.6,1.6,1.6
Annual,Average,Zahodna Slovenija,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.6,1.6,1.6,1.6,1.6,1.6
Annual,Average,Slovakia,:,:,1.0,1.0,1.1,1.1,1.1,1.1,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.1,1.2,1.2,1.2,1.1,1.2
Annual,Average,Bratislavský kraj,:,:,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.1
Annual,Average,Západné Slovensko,:,:,1.0,1.0,1.1,1.1,1.1,1.2,1.2,1.2,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
Annual,Average,Stredné Slovensko,:,:,1.0,1.0,1.1,1.1,1.1,1.1,1.2,1.2,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.1
Annual,Average,Východné Slovensko,:,:,1.0,1.0,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Annual,Average,Türkiye,:,:,:,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.1,1.1,:
Annual,Average,United Kingdom,:,:,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,2.0,1.9,2.1 b,2.0,:,:,:,:,:
Annual,Average,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.7,:,:,:,:,:
