Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Austria,:,0.4,0.7,1.0,1.5,1.0,0.7,-0.1,0.7,0.6,1.2,1.7,1.8,1.9,-0.5,0.8,1.6,1.0,0.4,1.0,0.6,1.3,1.7,1.8,1.1,-1.6,2.0,2.6,0.8,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Belgium,:,0.3,0.7,1.8,1.4,2.0,1.4,0.2,-0.1,1.0,1.4,1.1,1.7,1.8,-0.1 b,0.7,1.2,0.2,-0.2,0.4,0.8,1.3,1.5,1.5,1.6,-0.1,1.7,1.9,0.8 p,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Bulgaria,:,2.7,-3.1,-1.0,-4.3,-2.4,-0.8,0.2,3.0,2.6,2.7,3.3,3.2,2.4,-1.7,-3.9,-2.2,-2.5,-0.4,0.4,0.4,0.5,1.8,-0.1,-1.5,-1.8,0.1,1.1,1.1,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Cyprus,:,0.5,0.6,1.6,1.8,1.7,2.2,2.1,3.6,4.0,3.6,1.9,4.4,3.5,0.0,0.6,0.3,-3.5,-5.6,-2.0,1.6,4.7,5.4,6.0,4.8,-0.4,2.9,4.0,1.4,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Czechia,:,0.5,-0.7,-1.7,-2.2,-0.8,-0.3,0.6,-0.8,-0.2,1.9,1.3,2.1,2.2,-1.8,-1.0,-0.5,0.5,0.4,0.5,1.4,1.0,1.3,1.2,-0.1,-2.3,1.0,1.0,1.0,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Germany,0.4,0.0,0.0,1.2,1.6,2.2,-0.3,-0.5,-1.1,0.3,-0.1,0.7,1.7,1.4,0.1,0.5,1.1,1.2,0.7,0.9,0.9,1.3,1.4,1.3,0.9,-0.7,0.2 p,1.4 p,0.7 p,0.2 p
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Denmark,0.6,1.0,1.4,1.4,0.8,0.7,1.0,0.1,-0.9,-0.5,1.4,2.3,2.3,1.3,-3.1,-2.3,-0.1,-0.7,0.0,0.6,1.5,1.6,1.5,1.5,1.4,-1.1,2.3,4.0,1.3,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Euro area – 20 countries (from 2023),:,0.6,1.0,1.8,1.9,2.3,1.2,0.8,0.5,0.8,1.0,1.8,1.9,0.9,-1.9,-0.6,0.1,-0.4,-0.5,0.7,0.9,1.4,1.6,1.7,1.3,-1.4,1.6,2.4,1.4,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Estonia,:,-2.4,0.0,-1.9,-4.5,0.9,0.6,0.0,2.1,-0.4,2.3,4.9,0.2,-0.2,-10.2,-4.9,6.5,1.6,1.2,0.8,2.9,0.3,2.7,0.9,1.3,-2.7,0.1,4.6,3.2,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Greece,:,-0.5,-0.3,4.3,0.2,0.4,0.2,2.5,1.1,2.6,1.0,2.0,1.3,1.3,-0.6,-2.7,-4.3,-4.0,-0.6,3.6,-2.9,3.4,-0.5,4.6,2.2,-2.6,5.1,2.4 p,1.2 p,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Spain,:,1.4,3.7,4.4,4.6,5.1,3.3,2.6,3.3,3.7,4.3,4.1,3.2,0.1,-6.3,-1.8,-2.4,-4.3,-2.2,1.0,2.9,2.1,2.6,2.2,2.7,-4.4,2.6,3.5 p,3.0 p,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),European Union - 27 countries (from 2020),:,0.4,0.8,1.3,1.1,1.5,0.7,-0.2,0.3,0.5,1.0,1.9,2.1,1.0,-1.8,-0.9,0.0,-0.3,-0.4,0.9,0.9,1.3,1.6,1.5,1.3,-1.3,1.6,2.2,1.2,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Finland,2.0,1.7,3.4,2.0,2.1,2.1,1.6,1.2,0.2,0.5,1.5,1.9,2.2,2.2,-2.5,-0.7,1.5,0.6,-0.8,-0.5,0.3,0.6,0.6,2.6,1.5,-2.3,2.3,3.5,1.4,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),France,1.0,0.6,0.8,1.8,2.4,2.5,1.4,0.5,0.0,0.1,0.7,1.1,1.4,0.5,-1.1,0.1,0.8,0.4,0.2,0.5,0.3,0.7,1.2,1.0,1.2,-0.1,2.6,2.4 p,1.1 p,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Croatia,:,-0.1,0.0,-0.3,0.0,-0.2,-0.8,0.7,2.4,0.8,0.9,3.1,3.1,2.0,-0.6,-3.8,-4.0,-3.6,-2.8,2.6,1.3,0.2,2.4,2.6,-1.1 b,-1.0,1.2,2.2,2.2,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Hungary,:,-0.2,1.0,0.9,2.0,0.7,0.2,-0.1,2.0,-0.9,-0.7,0.9,-0.6,-2.0,-1.9,-0.8,-0.1,0.9,1.5,4.4,2.5,3.3,1.8,1.9,1.0,-0.8,1.4,1.6,0.2 p,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Ireland,:,1.7,2.0,3.6,6.6,4.4,2.8,1.5,1.9,3.3,4.7,4.5,4.2,-1.0,-8.3,-4.5,-1.9,-0.4,2.9,2.6,3.5,3.8,3.1,3.0,3.1,-2.5,6.6,6.9,3.5,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Italy,:,0.6,0.4,1.0,1.2,2.0,1.9,1.8,1.6,0.6,0.5,2.0,1.3,0.2,-1.7,-0.6,0.2,-0.3,-1.8,0.0,0.7,1.4,1.2,1.0,0.6,-2.0,1.0,1.9,1.9,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Lithuania,:,0.9,0.6,-0.8,-2.2,-4.2,-3.7,3.6,2.3,-1.1,0.8,-0.3,2.0,-1.3,-7.6,-5.3,0.5,1.9,1.4,2.0,1.4,2.3,-0.7,1.4,0.5,-1.6,1.3,4.9,1.4,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Luxembourg,:,2.6,3.3,4.4,4.6,5.2,5.7,2.8,2.0,2.3,2.7,3.8,4.4,4.7,1.0,1.8,3.0,2.4,1.8,2.5,2.6,3.0,3.5,3.6,3.5,1.8,2.9,3.4,2.2,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Latvia,:,0.6,4.5,-0.4,-1.8,-3.4,1.6,1.5,0.6,0.2,0.9,5.8,3.8,-0.8,-14.3,-6.7,1.5,1.4,2.3,-1.4,1.4,-0.3,0.0,2.0,2.0,-0.7,-1.3,0.2,0.1,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Malta,:,3.1,1.7,0.6,1.7,1.8,0.9,1.4,1.7,0.1,0.8,1.8,2.1,2.4,0.4,0.2,2.4,2.1,4.5,4.1,4.1,5.8,4.8,6.9,6.1,3.0,2.7,4.9,6.4,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Netherlands,:,2.1,3.1,2.3,2.9,1.8,2.0,0.7,-0.6,-1.1,0.6,2.2,2.9,1.6,-0.9,-0.7,0.8,-0.3,-1.2,-0.1,0.8,1.5,2.3,2.7,2.3,-0.5,1.7,3.9 p,1.6 p,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Poland,:,1.2,1.4,1.2,-3.3 e,-2.3 e,-2.2,-3.0,-1.2 b,1.1,2.2,3.2,4.5,3.8,0.4,-2.7 b,0.6,0.1,-0.1,1.7,1.5,0.8,1.3,0.5,2.4 b,0.2,2.9,1.1,0.1,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Portugal,:,1.7,2.6,2.8,1.5,2.2,1.7,0.4,-1.0,-0.7,-0.5,0.4,0.0,0.4,-2.7,-1.4,-1.9,-4.1,-2.9,1.5,1.5,1.8,3.3,2.4,0.8,-2.0,1.4,3.7,1.0 e,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Romania,:,-3.3,0.8,-3.0,-1.2,-0.8,-1.1,-10.2,0.0,-4.0 b,-0.3,2.1,1.4,-1.4,-3.7,-3.2,-2.3,1.4,-0.9,0.8,-1.3,-1.1,2.4,0.1,0.1,-2.1,0.8,0.7,-1.5 p,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Sweden,1.6,-0.8,-1.3,1.7,2.1,2.4,2.1,0.1,-0.5,-0.4,0.0,1.9,2.3,0.5,-2.0,0.7,2.3,0.8,1.0,1.5,1.5,2.0,2.5,1.7,0.6,-1.3,1.3,3.5,1.2,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Slovenia,:,-2.0,-1.8,-0.1,1.5,1.6,0.6,1.4,-0.4,0.6,-0.5,1.6,3.4,2.5,-1.6,-2.1,-1.7,-0.9,-1.1,0.4,1.3,1.9,2.9,3.2,2.4,-0.7,1.3,2.9,1.6,:
Annual,Total employment domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Slovakia,:,2.1,-1.0,-0.5,-2.5,-2.0,0.6,0.1,1.1,-0.2,1.6,2.1,2.1,3.2,-2.0,-1.5,1.8,0.1,-0.8,1.4,2.0,2.4,2.2,2.0,1.0,-1.9,-0.6,1.8,0.3,:
Annual,Total employment domestic concept,Total - all NACE activities,Thousand persons,Austria,3587.46,3601.44,3627.77,3664.44,3719.98,3755.36,3782.31,3778.84,3803.58,3827.52,3873.58,3941.31,4013.26,4089.45,4067.49,4098.23,4161.95,4205.16,4224.06,4266.24,4291.97,4348.16,4420.12,4498.65,4549.87,4475.28,4565.57,4683.76,4722.98,:
Annual,Total employment domestic concept,Total - all NACE activities,Thousand persons,Belgium,3868.8,3879.0,3905.4,3974.0,4028.7,4109.7,4166.1,4175.5,4171.7,4212.9,4273.3,4321.4,4393.5,4471.7,4465.80 b,4496.9,4552.3,4563.3,4552.8,4569.3,4607.6,4665.3,4734.9,4804.5,4880.4,4875.1,4957.4,5052.9,5092.40 p,:
Annual,Total employment domestic concept,Total - all NACE activities,Thousand persons,Bulgaria,3518.57,3614.98,3503.91,3467.92,3318.15,3239.2,3214.74,3222.12,3317.39,3403.4,3495.27,3612.04,3726.74,3814.65,3749.3,3603.89,3524.55,3436.39,3421.58,3434.17,3446.21,3463.35,3525.35,3521.64,3467.68,3406.13,3408.42,3444.4,3481.41,:
Annual,Total employment domestic concept,Total - all NACE activities,Thousand persons,Cyprus,295.94,297.51,299.33,304.02,309.64,314.76,321.57,328.3,340.11,353.61,366.46,373.25,389.78,403.51,403.64,406.14,407.26,392.81,370.85,363.41,369.12,386.31,407.14,431.45,452.13,450.45,463.73,482.51,489.42,:
Annual,Total employment domestic concept,Total - all NACE activities,Thousand persons,Czechia,5105.54,5131.99,5095.99,5007.59,4899.7,4859.34,4846.39,4876.77,4838.06,4828.89,4922.64,4988.98,5093.14,5204.08,5110.1,5057.24,5031.9,5058.26,5076.92,5103.97,5175.09,5228.53,5298.12,5359.13,5351.37,5227.23,5279.24,5333.08,5387.92,:
