Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Exports,Raw materials,Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-10.7,-1.6,3.9,-13.1,14.4,8.6,2.2,18.3,4.0,-3.4,10.3,4.1
Monthly,Exports,Raw materials,Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-11.1,-2.9,2.3,-17.1,14.6,9.0,-0.2,14.2,3.9,-8.5,3.2,1.5
Monthly,Exports,Raw materials,Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),5.8,-0.1,0.8,-3.9,4.2,0.5,-1.2,1.0,-0.9,-5.4,6.0,1.5
Monthly,Exports,Raw materials,Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),2.3,-1.2,-0.6,-3.5,7.3,-0.4,-0.5,-0.5,-0.3,-6.3,6.7,1.2
Monthly,Exports,Raw materials,Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),5999.1,5994.5,6041.8,5803.4,6048.4,6081.2,6007.9,6069.8,6013.2,5691.3,6035.1,6128.3
Monthly,Exports,Raw materials,Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),5705.6,5639.0,5606.6,5412.4,5805.6,5782.1,5755.8,5725.2,5706.9,5345.5,5704.1,5771.1
