Time frequency,Crops,Structure of production,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Greece,35.92,36.37,36.97,31.71,29.6,31.6,30.32,30.6,28.07,28.69,28.28,31.4
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Spain,150.75,147.42,145.86,142.17,140.51,139.63,140.31,141.13,143.17,144.2,143.86,143.86 p
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),292.52,286.84,286.02,278.67,272.42,273.64,271.97,275.26,274.88,277.17,277.07,:
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),France,0.79,0.8,0.81,1.03,1.0,1.0,1.05,0.85 b,0.91,0.95,0.95,:
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Croatia,0.06,0.03,0.03,0.03,0.02,0.03,0.05,0.04,0.04,0.04,0.03,0.04 e
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Hungary,0.0,0.00 n,0.00 n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Iceland,0.0,0.0,0.0,0.0,0.0,0.00 n,0.00 n,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Italy,87.22,84.53,84.41,85.59,83.22,82.8,81.85,84.16,84.24,84.77,85.26,83.22
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Montenegro,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),North Macedonia,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Malta,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Norway,:,:,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Portugal,16.56,16.45,16.72,16.84,16.98,17.47,17.13,17.22,17.25,17.21,17.5,17.50 p
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Türkiye,55.0,55.0,54.0,53.0,51.0,51.0,50.0,46.0,48.0,50.0,49.0,:
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:
Annual,Oranges,Area (cultivation/harvested/production) (1000 ha),Kosovo*,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,:
