Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0
Annual,Euro per billion GDP,Austria,3.91,2.16,2.75,2.9,3.52,3.33,3.34,3.46,5.48,5.46,6.89,6.9,6.82,7.8,8.6,8.52,9.06,9.1,8.77,8.73
Annual,Euro per billion GDP,Australia,0.77,0.73,0.73,0.97,1.34,0.96,0.87,0.79,0.74,0.85,1.15,1.02,1.13,1.01,0.77,0.78,0.73,0.8,0.84,1.26
Annual,Euro per billion GDP,Belgium,3.09,1.99,2.47,2.47,3.05,2.7,2.33,3.51,2.97,3.12,3.47,3.79,3.92,5.03,5.17,4.81,4.52,4.93,5.15,5.47
Annual,Euro per billion GDP,Bulgaria,0.12,0.1,0.31,0.32,0.42,0.5,0.34,0.48,0.29,2.29,2.41,7.77,7.3,7.36,9.7,10.57,11.73,11.05,15.6,14.76
Annual,Euro per billion GDP,Brazil,:,:,:,:,:,0.24,0.26,0.6,0.43,0.4,0.37,0.25,0.28,0.24,0.16,0.14,0.12,0.17,0.14,0.16
Annual,Euro per billion GDP,Canada,0.94,0.6,0.64,0.77,0.98,0.83,0.77,0.73,0.87,0.76,0.8,0.8,0.82,0.82,0.72,0.78,0.68,0.78,0.77,0.87
Annual,Euro per billion GDP,Switzerland,4.77,2.29,2.63,3.46,3.98,3.94,3.97,5.79,5.1,6.32,7.46,8.37,7.84,7.55,8.19,7.8,6.83,7.84,7.99 p,6.56 p
Annual,Euro per billion GDP,China except Hong Kong,0.09,0.05,0.03,0.05,0.02,0.05,0.06,0.09,0.11,0.19,0.24,0.3,0.27,0.26,0.29,0.33,0.3,0.3,0.35,0.43
Annual,Euro per billion GDP,Cyprus,3.68,2.97,2.4,2.74,5.46,2.5,5.05,5.9,7.82,7.71,9.41,12.22,11.21,14.3,13.83,20.42,21.47,21.08,24.25,33.96 p
Annual,Euro per billion GDP,Czechia,0.3,0.06,0.19,0.16,0.3,0.41,0.35,1.06,2.77,2.04,2.79,3.48,2.8,3.27,4.14,4.57,5.69,5.45,5.74,5.94
Annual,Euro per billion GDP,Germany,3.9,2.0,2.4,3.36,4.63,3.79,3.3,4.39,4.31,4.76,5.67,6.17,6.06,6.57,7.1,7.36,7.25,7.05,6.38,6.73
Annual,Euro per billion GDP,Denmark,4.8,3.05,3.29,3.75,4.45,4.16,3.95,4.66,3.83,4.12,4.65,4.94,4.7,4.71,5.26,5.43,5.44,5.6,5.87,6.54
Annual,Euro per billion GDP,Estonia,:,:,1.0,:,0.65,0.43,0.77,2.3,3.09,3.64,4.44,7.02,5.27,7.0,10.6,11.28,12.99,13.5,15.28,17.53
Annual,Euro per billion GDP,Greece,0.68,0.52,0.65,0.81,1.11,0.93,1.17,1.44,1.37,1.22,1.78,1.99,1.74,1.68,1.71,2.05 p,2.35 p,3.94 p,4.4 p,4.38 p
Annual,Euro per billion GDP,Spain,5.47 p,2.85 p,3.5 p,4.33 p,5.34 p,4.89 p,5.17 p,7.25 p,6.4 p,6.23 p,6.24,6.79,6.22,6.51,7.21,7.45,7.72,8.27,8.45,8.74
Annual,Euro per billion GDP,European Union - 28 countries (2013-2020),3.26,2.04,2.32,2.89,3.74,3.06,2.94,3.78,3.67,3.81,4.37,4.77,4.7,5.17,5.48,5.67,5.69,5.91,5.91,6.09
Annual,Euro per billion GDP,Finland,3.47,2.53,2.85,2.98,3.79,3.4,3.07,2.93,2.78,3.27,3.65,3.9,3.91,4.33,5.15,5.02,5.29,5.32,5.05,6.56
Annual,Euro per billion GDP,France,1.31,1.45,1.57,1.93,2.29,2.07,2.27,2.68,2.65,2.65,2.86,3.08,3.02,3.35,3.49,3.6,3.51,3.5,3.49,3.62
Annual,Euro per billion GDP,Hong Kong,1.15,0.79,0.75,0.93,1.34,1.24,1.98,2.34,3.44,3.04,3.44,3.07,3.28,3.23,3.98,4.11,4.01,4.21,4.23,3.32
Annual,Euro per billion GDP,Croatia,:,0.05,:,:,:,0.12,0.07,0.16,0.39,0.55,0.22,0.52,0.44,0.75,0.51,1.05,0.93,2.87,2.98,3.01
Annual,Euro per billion GDP,Hungary,0.46,0.7,0.25,0.17,0.45,0.25,0.29,0.76,1.65,1.83,2.16,2.59,2.68,3.07,3.89,3.5,3.51,4.63,5.07,5.15
Annual,Euro per billion GDP,Ireland,5.2,3.02,3.91,5.05,6.19,4.38,3.55,3.44,3.8,3.16,3.88,3.93,4.23,4.74,5.01,4.59,4.68,5.82,5.37,4.17
Annual,Euro per billion GDP,Israel,:,:,:,:,:,1.69,1.44,1.97,1.73,1.95,2.08,2.14,2.1,1.79,1.39,1.7,1.47,1.48,1.57,1.68 e
Annual,Euro per billion GDP,India,:,:,:,:,:,0.1,0.14,0.13,0.14,0.15,0.19,0.2,0.21,0.23,0.17,0.17,0.17,0.14,0.18,0.17
Annual,Euro per billion GDP,Iceland,1.04 b,0.45,1.19,0.6,0.41,0.66,0.72,0.6,1.45,0.89,4.04,6.23,11.59,5.31,3.8,2.94,4.25,13.57,15.29,4.76
Annual,Euro per billion GDP,Italy,2.18,1.9,2.15,2.8,3.45,2.82,2.94,3.69,3.44,3.47,4.06,4.47,4.45,4.67,4.98,4.94,5.01,5.46,5.71,6.05
Annual,Euro per billion GDP,Japan,0.4,0.19,0.23,0.24,0.24,0.51,0.28,0.42,0.41,0.43,0.51,0.61,0.64,0.58,0.48,0.51,0.5,0.62,0.65,0.7
Annual,Euro per billion GDP,South Korea,:,:,0.13,0.16,0.2,0.21,0.28,0.26,0.24,0.26,0.32,0.41,0.51,0.86,0.8,0.85,0.85,1.15,1.07,1.66
Annual,Euro per billion GDP,Liechtenstein,30.11,19.14,20.17,21.99,30.04,20.47,21.7,34.92,29.47,42.15,40.14,41.05,47.28,37.01,35.7,34.15,26.37,33.42,24.47,:
Annual,Euro per billion GDP,Lithuania,0.15,:,:,:,0.08,0.07,0.2,0.6,1.04,1.81,3.07,2.51,3.67,4.27,3.64,4.38,6.3,7.26,6.18,7.26
Annual,Euro per billion GDP,Luxembourg,14.13,10.3,12.68,13.48,16.04,15.17,14.49,14.92,13.99,15.34,17.33,21.57,21.04,24.37,23.76,25.69,24.1,25.78,25.71,23.66
Annual,Euro per billion GDP,Latvia,:,:,:,0.28,:,0.11,:,0.29,0.6,2.4,1.91,2.6,3.53,3.2,6.58,5.06,5.22,5.13,6.74,6.45
Annual,Euro per billion GDP,Malta,4.0,2.7,1.97,3.65,6.37,2.42,3.17,6.67,11.09,11.47,12.81,11.81,18.11,20.53,21.67,25.16,36.07,47.58,47.7,47.56
Annual,Euro per billion GDP,Mexico,:,:,:,0.18 e,0.19 e,0.14 e,0.17 e,0.31,0.23,0.22,0.24,0.32,0.3,0.25,0.25,0.26,0.28,0.29,0.29,0.3
Annual,Euro per billion GDP,Netherlands,3.25,2.44,2.22,2.45,3.28,2.26,2.22,4.38,4.01,4.16,4.83,5.18,5.03,6.33,6.0,6.08,6.12,5.92,6.0,6.7 p
Annual,Euro per billion GDP,Norway,0.63,0.59,0.57,0.58,0.67,0.67,0.46,0.92,0.57,0.66,0.76,0.77,0.88,1.22,1.0,0.94,0.87,0.98,0.88,1.22
Annual,Euro per billion GDP,New Zealand,0.97,0.75,1.1,1.39,1.47,2.02,1.3,2.0,2.1,1.57,2.09,1.87,2.15,1.86,1.8,1.66,1.19,1.3,1.37,1.9 e
Annual,Euro per billion GDP,Poland,0.13,0.07,0.07,0.08,0.19,0.07,0.14,0.97,2.78,3.13,3.47,4.04,4.39,4.88,4.88,5.11,5.53,6.93,7.84,8.56
Annual,Euro per billion GDP,Portugal,1.76,1.75,2.01,2.32,2.71,2.39,2.74,3.64,3.22,3.71,6.14,7.2,6.42,5.49,4.94,5.71,5.9,6.44,7.39,7.41 e
Annual,Euro per billion GDP,Romania,0.03,0.03,0.13,0.03,0.1,0.09,0.16,0.06,0.47,0.56,1.3,2.53,2.07,2.75,3.25,4.76,4.27,3.2,3.93 p,4.05 p
Annual,Euro per billion GDP,Russia,:,:,:,0.1 e,0.05 e,0.06 e,0.09,0.08,0.08,0.08,0.07,0.11,0.12,0.11,0.12,0.14,0.17,0.15,0.19,0.25
Annual,Euro per billion GDP,Sweden,3.83,2.98,3.3,3.48,4.81,3.5,2.92,3.6,3.33,3.66,4.48,5.05,4.5,5.96,5.62,5.73,5.38,5.58,5.98,6.46
Annual,Euro per billion GDP,Singapore,2.02,0.7,0.61,0.91,1.21,0.71,0.75,1.32,1.25,1.06,1.08,1.03,1.24,1.26,0.89,1.3,0.95,1.14,1.27,1.3
Annual,Euro per billion GDP,Slovenia,0.06,0.16,0.05,0.28,0.18,0.09,0.72,1.56,2.63,1.09,1.93,4.04,5.45,4.29,6.04,4.04,5.56,7.46,9.38,7.62
Annual,Euro per billion GDP,Slovakia,0.06,0.36,0.15,:,:,:,0.19,0.17,0.58,1.07,1.95,1.97,2.38,3.25,2.75,3.81,3.81,3.71,4.38,4.61
Annual,Euro per billion GDP,Türkiye,:,:,0.42,0.17,0.16,0.17,0.17,0.3,0.3,0.28,0.38,0.31,0.31,0.34,0.41,0.64,0.68,0.96,1.04,1.2
Annual,Euro per billion GDP,Taiwan,:,:,:,1.18,0.97,1.02,1.31,1.84,2.03,1.76,1.62,1.86,2.37,1.87,1.87,2.07,1.74,1.62,1.88,1.29
Annual,Euro per billion GDP,United Kingdom,5.01,2.54,2.78,3.3,4.39,3.34,3.09,3.45,3.27,3.42,3.83,4.1,4.29,4.64,4.79,5.09,4.96,5.3,5.21,4.86
Annual,Euro per billion GDP,United States,2.07,0.96,0.99,1.16,1.32,0.95,0.85,1.14,1.06,1.09,1.16,1.32,1.29,1.1,1.14,1.25,1.12,1.18,1.1,1.04
Annual,Euro per billion GDP,South Africa,0.37,0.42,0.38,0.64,1.03,0.81,1.27,1.3,0.73,0.68,0.91,0.81,0.91,0.91,0.64,0.56,0.61,0.72,0.71,0.81
Annual,Purchasing power standard (PPS) per billion GDP,Austria,4.4,2.33,2.93,3.07,3.64,3.57,3.5,3.62,5.69,5.78 b,7.25,7.37,7.44,8.75,9.48,9.44,9.82,9.9,9.52,9.38
Annual,Purchasing power standard (PPS) per billion GDP,Australia,0.73,0.73,0.62,0.88,1.27,0.86,0.78,0.73,0.71,0.87,1.19,1.09,1.22,1.09,1.06,1.16,1.2,1.14,1.13,1.67
Annual,Purchasing power standard (PPS) per billion GDP,Belgium,3.42,2.12,2.66,2.63,3.12,2.79,2.36,3.65,3.16,3.35 b,3.77,4.15,4.38,5.74,5.74,5.34,4.96,5.45,5.68,5.92
Annual,Purchasing power standard (PPS) per billion GDP,Bulgaria,0.03,0.03,0.09,0.1,0.13,0.17,0.12,0.16,0.1,0.84 b,0.92,3.11,3.12,3.29,4.3,5.01,5.5,5.21,7.21,6.81
Annual,Purchasing power standard (PPS) per billion GDP,Brazil,:,:,:,:,:,0.1,0.09,0.2,0.14,0.17,0.18,0.13,0.16,0.15,0.12,0.11,0.1,0.13,0.1,0.11
Annual,Purchasing power standard (PPS) per billion GDP,Canada,0.78,0.54,0.53,0.67,1.01,0.85,0.75,0.67,0.79,0.73,0.83,0.81,0.83,0.82,0.84,0.93,0.88,0.94,0.86,1.0
Annual,Purchasing power standard (PPS) per billion GDP,Switzerland,6.97,3.1,3.56,4.68,5.45,5.59,5.61,8.0,6.88,8.5 b,9.67,10.05,9.79,10.09,11.73,12.02,10.22,11.41,11.65 p,10.28 p
Annual,Purchasing power standard (PPS) per billion GDP,China except Hong Kong,:,:,:,:,:,0.02,0.03,0.03,0.04,0.06,0.08,0.11,0.11,0.11,0.14,0.17,0.17,0.17,0.2,0.29
Annual,Purchasing power standard (PPS) per billion GDP,Cyprus,3.06,2.5,2.06,2.36,4.69,2.14,4.35,5.23,6.89,6.81 b,8.34,10.76,9.83,12.71,12.28,18.8,19.98,19.63,22.09,30.02 p
Annual,Purchasing power standard (PPS) per billion GDP,Czechia,0.12,0.02,0.08,0.07,0.14,0.2,0.19,0.55,1.48,1.17 b,1.7,2.15,2.05,2.29,3.0,3.3,4.01,3.67,3.64,3.77
Annual,Purchasing power standard (PPS) per billion GDP,Germany,4.69,2.31,2.76,3.79,5.15,4.23,3.64,4.78,4.59,4.93,5.83,6.32,6.3,7.07,7.41,7.65,7.54,7.43,6.66,6.94
Annual,Purchasing power standard (PPS) per billion GDP,Denmark,6.52,4.03,4.3,4.94,5.78,5.51,5.16,6.34,5.13,5.68 b,6.37,6.73,6.47,6.59,7.18,7.33,7.36,7.55,7.92,8.64
Annual,Purchasing power standard (PPS) per billion GDP,Estonia,:,:,0.5,:,0.34,0.24,0.43,1.31,1.78,2.18 b,2.84,4.8,3.7,4.88,7.28,7.84,9.02,9.71,11.09,12.77
Annual,Purchasing power standard (PPS) per billion GDP,Greece,0.54,0.42,0.52,0.67,0.87,0.72,0.9,1.17,1.13,1.04 b,1.53,1.77,1.56,1.56,1.57,1.9 p,2.07 p,3.28 p,3.6 p,3.5 p
Annual,Purchasing power standard (PPS) per billion GDP,Spain,4.81 p,2.41 p,2.93 p,3.67 p,4.51 p,4.22 p,4.44 p,6.46 p,5.77 p,5.7,5.64,6.09,5.73,6.14,6.77,6.95,7.06,7.55,7.57,7.74
Annual,Purchasing power standard (PPS) per billion GDP,European Union - 28 countries (2013-2020),3.26,2.04,2.32,2.89,3.74,3.06,2.94,3.78,3.67,3.81,4.37,4.77,4.7,5.17,5.48,5.67,5.69,5.91,5.91,6.09
Annual,Purchasing power standard (PPS) per billion GDP,Finland,4.2,2.99,3.32,3.46,4.34,4.01,3.61,3.51,3.22,3.82 b,4.26,4.52,4.59,5.19,6.14,6.04,6.38,6.58,6.27,8.01
Annual,Purchasing power standard (PPS) per billion GDP,France,1.55,1.64,1.77,2.14,2.48,2.21,2.4,2.98,2.96,2.93,3.17,3.38,3.41,3.84,3.92,4.03,3.94,3.88,3.84,3.91
Annual,Purchasing power standard (PPS) per billion GDP,Croatia,:,0.03,:,:,:,0.07,0.04,0.1,0.24,0.35 b,0.15,0.34,0.3,0.53,0.36,0.71,0.6,1.86,1.88,1.87
Annual,Purchasing power standard (PPS) per billion GDP,Hungary,0.21,0.33,0.12,0.08,0.21,0.13,0.16,0.43,0.98,1.14 b,1.29,1.67,1.76,1.83,2.32,2.07,2.04,2.67,2.87,2.92
Annual,Purchasing power standard (PPS) per billion GDP,Ireland,5.06,3.19,4.04,5.43,6.85,5.07,4.17,4.13,4.55,3.82 b,4.69,4.65,5.15,5.62,5.53,5.07,5.12,6.47,5.98,4.63
Annual,Purchasing power standard (PPS) per billion GDP,Israel,:,:,:,:,:,1.79,1.31,1.65,1.31,1.55,1.73,1.74,1.98,1.73,1.47,1.79,1.55,1.65,1.75,1.98 e
Annual,Purchasing power standard (PPS) per billion GDP,India,:,:,:,:,:,0.03,0.04,0.03,0.03,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.04,0.05,0.05
Annual,Purchasing power standard (PPS) per billion GDP,Iceland,1.09 b,0.49,1.35,0.71,0.55,0.78,0.89,0.77,1.86,1.35 b,6.06,9.91,12.11,5.11,4.05,3.25,4.8,15.38,18.32,6.07
Annual,Purchasing power standard (PPS) per billion GDP,Italy,2.06,1.83,2.02,2.66,3.24,2.66,2.91,3.73,3.57,3.59,4.16,4.5,4.5,4.84,5.09,5.04,5.0,5.52,5.74,5.95
Annual,Purchasing power standard (PPS) per billion GDP,Japan,0.58,0.28,0.31,0.37,0.43,0.83,0.4,0.53,0.49,0.48,0.54,0.56,0.63,0.69,0.6,0.66,0.67,0.66,0.65,0.72
Annual,Purchasing power standard (PPS) per billion GDP,South Korea,:,:,0.07,0.11,0.17,0.16,0.22,0.18,0.16,0.19,0.25,0.31,0.32,0.53,0.58,0.62,0.66,0.93,0.91,1.54
Annual,Purchasing power standard (PPS) per billion GDP,Lithuania,0.05,:,:,:,0.04,0.03,0.1,0.28,0.5,0.93 b,1.66,1.44,2.31,2.64,2.15,2.66,3.8,4.38,3.73,4.39
Annual,Purchasing power standard (PPS) per billion GDP,Luxembourg,16.25,11.5,13.96,14.69,17.35,16.77,15.86,16.64,15.33,17.46 b,19.47,24.58,24.41,29.39,28.71,30.47,28.8,31.19,30.84,27.86
Annual,Purchasing power standard (PPS) per billion GDP,Latvia,:,:,:,0.13,:,0.06,:,0.14,0.29,1.25 b,1.1,1.73,2.54,2.18,4.2,3.37,3.53,3.49,4.55,4.29
Annual,Purchasing power standard (PPS) per billion GDP,Malta,2.51,1.74,1.28,2.39,4.33,1.72,2.21,4.56,7.49,7.77 b,8.84,8.27,12.99,14.93,15.83,19.03,27.72,37.46,38.29,38.14
Annual,Purchasing power standard (PPS) per billion GDP,Mexico,:,:,:,0.12 e,0.15 e,0.13 e,0.14 e,0.2,0.14,0.14,0.16,0.19,0.18,0.13,0.15,0.15,0.17,0.19,0.17,0.19
Annual,Purchasing power standard (PPS) per billion GDP,Netherlands,3.6,2.6,2.33,2.57,3.37,2.38,2.35,4.81,4.33,4.46 b,5.15,5.47,5.43,7.09,6.68,6.69,6.71,6.48,6.57,7.27 p
Annual,Purchasing power standard (PPS) per billion GDP,Norway,0.82,0.78,0.74,0.75,0.86,0.89,0.66,1.24,0.72,0.88 b,1.01,1.04,1.2,1.66,1.47,1.43,1.39,1.54,1.33,1.76
Annual,Purchasing power standard (PPS) per billion GDP,New Zealand,0.91,0.74,0.89,1.14,1.21,1.63,1.09,1.83,2.0,1.63,1.97,1.87,1.97,1.64,1.92,1.86,1.49,1.53,1.63,2.29 e
Annual,Purchasing power standard (PPS) per billion GDP,Poland,0.06,0.03,0.04,0.04,0.1,0.04,0.08,0.48,1.36,1.74 b,2.02,2.43,2.97,2.8,2.92,3.01,3.17,3.98,4.51,4.84
Annual,Purchasing power standard (PPS) per billion GDP,Portugal,1.41,1.39,1.62,1.87,2.18,1.96,2.27,3.04,2.74,3.03 b,4.99,5.85,5.34,4.62,4.09,4.69,4.6,5.08,5.76,5.77 e
