Time frequency,Currency,prod_ani,geo\TIME_PERIOD,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Euro,11510000.0,AT,92.36,107.66,107.66,107.66,107.66,107.66,105.39,100.85,100.85,100.85,101.73,108.92
Annual,Euro,11510000.0,BE,93.75,94.91,92.82,90.87,87.63,87.09,88.34,85.62,78.95,92.84,123.63,122.09
Annual,Euro,11510000.0,BG,100.76,116.78,102.68,103.16,96.66,94.16,92.2,93.05,93.05,94.51,116.57,140.02
Annual,Euro,11510000.0,CZ,91.77,95.23,86.65,86.99,86.82,88.24,89.8,90.3,85.88,90.13,111.09,124.48
Annual,Euro,11510000.0,DE,96.0,97.0,91.0,88.0,85.0,84.0,86.0,86.4,79.7,87.1,125.5,124.5
Annual,Euro,11510000.0,DK,91.76,97.88,89.01,84.33,83.53,82.0,82.75,82.78,79.67,77.33,100.98,109.09
Annual,Euro,11510000.0,EL,154.4,154.63,151.46,145.16,141.71,141.19,142.1,140.24,140.81,143.39,157.71,168.12
Annual,Euro,11510000.0,ES,124.94,120.79,115.04,110.7,103.24,115.88,115.83,105.23,105.49,111.58,133.44,134.75
Annual,Euro,11510000.0,FR,182.11,195.91,182.9,176.4,175.6,:,:,:,:,:,:,:
Annual,Euro,11510000.0,HR,101.71,103.85,98.17,96.94,96.17,96.57,95.88,95.49,96.47,101.57,117.44,139.2
Annual,Euro,11510000.0,HU,93.74,98.33,88.92,84.92,81.39,80.97,80.18,80.81,73.66,81.79,111.43,123.19
Annual,Euro,11510000.0,IT,121.6,133.24,148.34,144.56,134.65,143.32,140.62,137.0,131.96,143.19,185.8,173.59
Annual,Euro,11510000.0,LT,94.6,99.47,91.34,91.27,83.6,81.52,83.63,84.7,82.44,92.56,124.96,126.32
Annual,Euro,11510000.0,LU,375.0,405.0,407.3,363.8,342.8,356.3,336.8,327.0,328.5,272.3,279.0,255.0
Annual,Euro,11510000.0,LV,176.66,181.21,178.04,163.2,156.39,116.3,122.56,130.83,131.04,142.1,167.84,187.81
Annual,Euro,11510000.0,MT,127.54,131.26,124.85,120.43,119.97,118.77,119.8,120.0,120.0,122.48,146.33,150.0
Annual,Euro,11510000.0,NL,90.5,92.0,88.66,87.0,84.0,82.0,85.5,82.0,77.0,83.5,115.0,115.5
Annual,Euro,11510000.0,PL,92.26,92.23,88.45,83.57,76.47,79.08,81.65,79.70 p,72.44 p,85.78 p,123.11,121.29
Annual,Euro,11510000.0,PT,54.1,47.79,53.47,48.67,21.19,28.32,31.4,23.4,16.61,20.64,33.64,42.35
Annual,Euro,11510000.0,RO,97.55,113.37,92.94,90.21,92.42,94.55,81.65,83.03,84.53,86.97,113.97,130.19
Annual,Euro,11510000.0,SE,109.83,: @C,: @C,: @C,:,:,:,:,:,:,:,:
Annual,Euro,11510000.0,SI,109.65,118.09,110.58,107.65,105.7,99.45,99.67,102.8,97.25,90.53,115.01,122.7
Annual,Euro,11510000.0,SK,93.77,99.85,92.29,87.2,84.23,82.74,84.38,84.26,81.33,85.47,116.6,123.54
