Time frequency,Unit of measure,Direction of flow,Maritime entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Growth rate on previous period (t/t-1),Inwards,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-5.9
Annual,Growth rate on previous period (t/t-1),Inwards,Antwerpen,:,4.0,8.4,5.4,-23.2,14.0,5.9,-4.3,4.7,0.8,7.8,6.9,-0.7,6.4,-0.5,-6.1,4.0,:,:
Annual,Growth rate on previous period (t/t-1),Inwards,Zeebrugge,:,18.4,2.2,0.4,6.9,-2.4,-5.8,-14.3,-9.1,-2.6,-11.5,-3.3,-5.9,13.8,36.5,4.0,22.5,:,:
Annual,Growth rate on previous period (t/t-1),Inwards,Bremerhaven,:,20.2,8.0,13.0,-14.1,5.1,22.8,2.1,-8.0,-1.3,-7.6,6.2,-8.1,3.3,-3.8,0.6,0.6,-10.8,-6.6
Annual,Growth rate on previous period (t/t-1),Inwards,Hamburg,:,7.3,3.1,-0.2,-23.9,14.8,8.6,-3.1,5.3,4.1,-4.6,2.9,-0.8,1.5,-3.3,-9.7,5.6,-5.8,-5.2
Annual,Growth rate on previous period (t/t-1),Inwards,Wilhelmshaven,:,-7.1,1.3,-0.6,-10.0,-18.6,-1.9,9.4,-8.5,-3.3,5.1,-10.5,9.4,1.9,4.2,-4.5,-0.6,13.9,-5.0
Annual,Growth rate on previous period (t/t-1),Inwards,Tallinn,:,52.0,0.4,13.6,7.4,26.4,14.9,-16.6,-4.8,36.8,-28.4,2.7,-11.4,5.8,3.4,12.9,-1.5,-6.8,-22.1
Annual,Growth rate on previous period (t/t-1),Inwards,Peiraias,:,5.9,-1.1,-57.9,32.1,25.5,75.3,45.4,13.5,0.0,-6.2,6.7,9.0,13.9,12.4,-7.4,-11.0,-8.2,6.6
Annual,Growth rate on previous period (t/t-1),Inwards,Bilbao,:,13.2,3.5,-2.9,-18.6,4.7,-11.1,-12.7,2.9,0.9,5.7,-3.5,9.4,3.1,3.7,-15.4,4.5,6.4,3.7
Annual,Growth rate on previous period (t/t-1),Inwards,Algeciras,:,8.5,2.6,-1.8,-9.7,6.2,12.3,6.8,-7.1,13.0,4.4,3.7,0.9,4.5,0.0,-2.6,-5.2,1.2,-2.8
Annual,Growth rate on previous period (t/t-1),Inwards,Barcelona,:,-0.3,4.6,0.7,-11.9,-3.8,-5.4,-10.3,-7.5,18.8,-6.1,2.9,29.3,13.0,2.2,-13.9,7.4,11.1,-8.9
Annual,Growth rate on previous period (t/t-1),Inwards,Cartagena,:,-5.3,-6.6,2.6,-17.9,-6.1,12.8,13.2,-3.2,8.0,2.2,-2.8,5.9,0.5,3.3,-6.6,-4.6,24.9,-3.1
Annual,Growth rate on previous period (t/t-1),Inwards,Tarragona,:,0.3,13.2,-10.4,-4.4,-5.7,-2.1,5.7,-14.0,15.2,3.5,-3.1,5.9,-1.5,2.2,-20.1,14.2,-1.5,11.6
Annual,Growth rate on previous period (t/t-1),Inwards,Valencia,:,25.6,13.4,4.0,-7.6,6.1,-1.7,-6.5,-4.5,2.3,3.9,2.7,1.8,3.6,6.3,-0.5,5.9,-2.2,-1.7
Annual,Growth rate on previous period (t/t-1),Inwards,HAROPA (Le Havre and Rouen),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-3.8
Annual,Growth rate on previous period (t/t-1),Inwards,Dunkerque,:,3.4,1.3,-1.3,-28.3,-3.2,10.2,-0.5,-6.5,4.2,-8.4,1.8,10.7,2.6,6.1,-24.6,20.2,9.9,-14.3
Annual,Growth rate on previous period (t/t-1),Inwards,Le Havre,:,-2.3,5.9,1.8,-7.7,-4.3,-3.5,-8.1,5.5,-5.7,2.4,-4.0,10.6,-2.9,-6.3,-18.1,14.5,:,:
Annual,Growth rate on previous period (t/t-1),Inwards,Nantes Saint-Nazaire,:,1.1,-4.4,-1.1,-12.7,1.7,-4.1,-4.3,-9.6,-7.2,-5.6,2.8,22.0,6.4,2.0,-8.5,-22.6,41.2,-4.9
Annual,Growth rate on previous period (t/t-1),Inwards,Marseille,:,4.4,-5.0,-0.1,-15.8,4.2,0.9,-4.9,-7.4,-2.9,2.9,-2.0,0.5,-2.1,-0.9,-4.8,-0.9,-4.5,5.0
Annual,Growth rate on previous period (t/t-1),Inwards,Augusta,:,-4.9,-1.8,-9.3,-6.9,8.8,-6.8,-3.2,-6.8,6.0,-12.6,-6.1,7.3,-6.7,-10.2,6.8,10.0,4.8,3.1
Annual,Growth rate on previous period (t/t-1),Inwards,Gioia Tauro,:,-3.2,6.7,7.1,8.0,6.6,-22.0,-8.3,-1.1,-0.7,-3.2,6.1,-14.9,24.5,-9.7,-9.9,7.7,1.8,-36.5
Annual,Growth rate on previous period (t/t-1),Inwards,Genova,:,6.7,8.1,-5.3,-8.5,-3.7,2.3,-2.7,-8.3,6.4,-4.5,-0.3,6.5,4.5,-6.8,-14.7,13.1,10.0,1.0
Annual,Growth rate on previous period (t/t-1),Inwards,Taranto,:,3.1,-2.4,1.4,-19.6,-14.7,20.1,-21.0,-23.5,-14.5,-10.3,16.3,-7.9,-1.4,-21.2,-13.7,67.5,-49.8,43.4
Annual,Growth rate on previous period (t/t-1),Inwards,Trieste,:,1.5,-10.8,-8.9,13.6,-10.4,4.3,0.9,13.6,1.4,2.6,4.5,12.5,-6.5,8.8,-4.6,5.5,2.0,-7.1
Annual,Growth rate on previous period (t/t-1),Inwards,Klaipeda,:,16.9,15.0,-0.6,-15.0,20.2,10.4,2.2,-1.2,-6.4,-11.5,24.7,14.6,3.6,11.9,5.9,3.4,16.3,-11.5
Annual,Growth rate on previous period (t/t-1),Inwards,Riga,:,20.3,21.5,-13.0,-21.1,21.9,35.7,18.5,-2.9,10.3,-19.5,-5.5,8.1,14.1,8.1,-6.0,9.3,34.8,-23.0
