Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million tonne-kilometre (TKM),Austria,18757.0,18957.0,20980.0,21371.0,21915.0,17767.0,19833.0,20345.0,19499.0,19356.0,20746.0,20814.0,21361.0,22256.0,21996.0,21736.0,20498.0,21980.0,22167.0,20205.0
Annual,Million tonne-kilometre (TKM),Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,1313.0,1285.0,1142.0,1116.0,1179.0,1275.0,1030.0,1181.0,1250.0,1262.0
Annual,Million tonne-kilometre (TKM),Belgium,: @C,: @C,: @C,9258.0,8927.0,6374.0,7476.0,7593.0,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Million tonne-kilometre (TKM),Bulgaria,:,:,5396.0,5241.0,4693.0,3145.0,3064.0,3291.0,2907.0,3246.0,3439.0,3650.0,3434.0,3931.0,3824.0,3902.0,4503.0,4657.0,5239.0,4555.0
Annual,Million tonne-kilometre (TKM),Switzerland,:,:,:,:,12265.0,10565.0,11074.0,11526.0,11061.0,11812.0,12313.0,12431.0,12447.0,11653.0,11776.0,11666.0,11063.0,12023.0,12135.0,11540.0
Annual,Million tonne-kilometre (TKM),Czechia,15092.0,14866.0,15779.0,16304.0,15437.0,12791.0,13770.0,14316.0,14267.0,13965.0,14575.0,15261.0,15619.0,15843.0,16564.0,16180.0,15251.0,16326.0,16368.0,15038.0
Annual,Million tonne-kilometre (TKM),Germany,86409.0,95420.0,107007.0,114615.0,115969.0,95652.0,107317.0,113160.0,110065.0,110655.0,112629.0,114341.0,135875.0,126897.0,127620.0,128545.0,109219.0,123935.0,128637.0,129090.0
Annual,Million tonne-kilometre (TKM),Denmark,2321.0,1976.0,1892.0,1779.0,1866.0,1700.0,2239.0,2614.0,2278.0,2449.0,2453.0,2603.0,2616.0,2653.0,2594.0,2525.0,2450.0,1986.0,2211.0,1906.0
Annual,Million tonne-kilometre (TKM),Estonia,10488.0,10639.0,10418.0,8430.0,5943.0,5947.0,6638.0,6271.0,5129.0,4722.0,3256.0,3117.0,2340.0,2325.0,2588.0,2155.0,1729.0,2124.0,1286.0,771.0
Annual,Million tonne-kilometre (TKM),Greece,592.0,613.0,662.0,835.0,786.0,552.0,614.0,352.0,283.0,237.0,311.0,294.0,254.0,358.0,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Million tonne-kilometre (TKM),Spain,12436.0,11585.0,11541.0,11237.0,10959.0,7806.0,8913.0,9451.0,9458.0,9338.0,10385.0,11028.0,10550.0,10549.0,10650.0,10710.0,8920.0,10299.0,10566.0,9972.0
Annual,Million tonne-kilometre (TKM),European Union - 27 countries (2007-2013),:,:,: @C,448414.0,439756.0,360718.0,390911.0,419502.0,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,:,:,:,:
Annual,Million tonne-kilometre (TKM),European Union - 27 countries (from 2020),:,:,: @C,430724.0,421992.0,344187.0,374952.0,400966.0,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Million tonne-kilometre (TKM),European Union - 28 countries (2013-2020),:,:,: @C,451989.0,443069.0,363359.0,393529.0,421940.0,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,:,:,:,:
