Time frequency,Education indicator,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Albania,:,:,:,52.0,47.5,:,:,:,:,:
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Austria,82.4,81.9,82.3,83.3,84.1,85.6,87.4,88.9,91.5,90.9
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Belgium,100.0,99.9,100.0,100.0,99.9,99.6,99.3,99.0,98.1,98.1
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Bulgaria,76.6,72.6,73.2,68.4,75.9,77.0,77.1,79.7,78.9,79.5
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Switzerland,34.2,34.9,38.6,38.0,38.7,39.5,40.7,40.9,40.8,40.1
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Cyprus,57.9,60.7,60.4,68.9,71.9,73.9,73.7,72.7,73.3,72.0
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Czechia,89.9,91.3,91.4,87.1,88.4,87.3,86.9,85.7,83.7,82.3
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Germany,85.9,84.3,84.6,93.1,94.2,95.4,95.6,95.8,95.6,95.8
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Denmark,93.2,93.4,93.5,93.4,95.0,95.3,95.5,97.6,97.6,97.8
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Estonia,79.5,82.9,84.0,85.7,88.2,91.2,91.5,89.8,89.4,88.0
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Greece,53.4,53.8,55.8,54.2,54.0,52.2,:,53.4,55.6,54.5
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Spain,99.3,99.3,98.9,97.1,97.8,97.8,98.1,97.3,97.3,97.0
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Finland,44.7,46.1,46.7,48.5,50.3,52.5,54.5,56.3,57.4,59.3
Annual,Participation rate of 4-years old in education at ISCED level 0-1,France,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Croatia,42.7,43.8,46.5,49.0,50.4,54.1,55.2,57.3,57.8,58.1
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Hungary,91.6,92.3,90.7,92.8,92.4,92.5,92.4,92.8,92.9,93.8
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Ireland,: d,: d,: d,: d,44.1 d,43.7 d,44.9 d,95.8,95.2 d,96.9
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Iceland,93.7,95.1,95.3,94.8,96.1,95.6,95.5,96.4,96.8,96.0
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Italy,100.0,100.0,100.0,100.0,100.0,100.0,99.1,98.5,98.7,98.8
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Liechtenstein,45.7,52.2,50.6,52.7,52.7,51.0,55.9,55.5,54.0,57.9
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Lithuania,53.6,55.3,57.9,62.2,64.9,68.7,73.0,72.6,73.2,75.0
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Luxembourg,68.3,82.8,95.4,94.0,92.5,95.2,92.2,96.6,94.6,97.9
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Latvia,65.9,69.9,72.8,74.3,77.1,80.0,82.6,82.1,85.9,87.3
Annual,Participation rate of 4-years old in education at ISCED level 0-1,North Macedonia,14.8,15.6,15.4,15.9,18.6,20.6,22.9,24.0,29.3,24.5
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Malta,98.7,97.5,94.4,98.2,99.2,97.8,94.6,98.6,100.0 b,100.0
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Netherlands,73.0 d,74.0 d,73.4 d,74.2 d,98.9,99.5,99.5,99.6,99.6,99.6
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Norway,84.2,86.9,88.9,91.8,93.8,95.3,96.4,96.9,97.1,97.2
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Poland,34.1,35.7,38.1,41.2,44.4,48.1,53.2,59.4,62.2,65.5
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Portugal,78.5,78.9,79.1,81.1,82.3,82.6,85.2,86.8,90.6,91.6
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Romania,67.9,76.6,77.1,77.6,80.6,84.2,83.4,83.0,82.0,82.4
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Sweden,82.7,87.7,88.9,86.5,90.7,91.8,92.6,93.6,94.0,94.2
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Slovenia,73.5,77.8,75.9,79.3,81.8,83.2,85.6,87.0,88.9,89.4
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Slovakia,70.0,71.6,73.3,72.5,73.7,74.5,72.8,72.3,72.3,72.8
Annual,Participation rate of 4-years old in education at ISCED level 0-1,Türkiye,:,3.4,5.0,7.0,:,13.0,14.3,16.5,19.2,19.2
Annual,Participation rate of 4-years old in education at ISCED level 0-1,United Kingdom,94.7,91.8,90.5,90.1,90.2,97.3,97.3,95.7,95.8,97.3
