Time frequency,Indicator used in Euro_Med,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0
Annual,"Gross external debt, as a share of GDP (%)",Algeria,17.5 di,4.6 di,4.0 di,3.6 di,4.0 di,3.4 di,2.4 di,1.8 di,1.6 di,1.9 di,1.8 di,2.5 di,2.3 di,2.4 di
Annual,"Gross external debt, as a share of GDP (%)",Israel,54.1 i,56.9 i,51.0 i,40.7 i,45.9 i,46.1 i,40.9 i,39.1 i,34.2 i,30.4 i,28.7 i,27.3 i,25.1 i,25.3 i
Annual,"Gross external debt, as a share of GDP (%)",Morocco,:,25.2 di,24.5 di,24.4 di,26.4 di,28.7 di,31.4 di,33.7 di,35.9 di,43.7 di,44.1 di,48.1 di,44.9 di,43.8 di
Annual,"Gross external debt, as a share of GDP (%)",Tunisia,59.9 dip,53.5 dip,50.4 di,49.7 di,49.8 di,50.3 di,52.7 di,56.1 di,59.1 di,64.0 di,68.8 di,:,:,:
Annual,"Gross public debt, as a share of GDP (%)",Israel,87.0 p,79.1 p,71.8,71.1 p,74.1 p,70.1 p,68.5 p,68.5 p,67.4 p,66.3,63.8,61.8,59.9,60.4
Annual,"Gross public debt, as a share of GDP (%)",Lebanon,159.0,166.8,155.7,138.6,126.3,121.3,:,:,:,:,:,:,:,:
Annual,"Gross public debt, as a share of GDP (%)",Morocco,71.0,66.1,62.6,56.8,57.0,60.9,64.9,71.2,74.8,78.3,:,:,:,:
Annual,"Gross public debt, as a share of GDP (%)",Tunisia,51.8,48.6,46.1,43.8,42.7,40.4,44.4,47.0,45.3,46.9,:,:,:,:
