Time frequency,Unit of measure,Weight,Geopolitical entity (reporting)\Time,2000.0,2007.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,From 20 001 to 30 000 kg,Albania,:,:,:,:,:,:,:,:,:,:,:,289.0,295.0,299.0
Annual,Number,From 20 001 to 30 000 kg,Austria,:,:,:,1362.0,1324.0,1261.0,1274.0,1299.0,1310.0,1352.0,1365.0,1367.0,1420.0,1460.0
Annual,Number,From 20 001 to 30 000 kg,Bosnia and Herzegovina,:,:,:,410.0,388.0,326.0,293.0,287.0,260.0,217.0,238.0,226.0,203.0,218.0
Annual,Number,From 20 001 to 30 000 kg,Switzerland,:,:,:,4187.0,4179.0,4164.0,4149.0,4188.0,4293.0,4336.0,4277.0,4329.0,4438.0,4300.0
Annual,Number,From 20 001 to 30 000 kg,Germany,:,:,:,14598.0,14650.0,15032.0,15579.0,16955.0,17948.0,20366.0,21714.0,23748.0,24847.0,25448.0
Annual,Number,From 20 001 to 30 000 kg,Denmark,:,:,:,1787.0,1682.0,1650.0,1618.0,1568.0,1573.0,1547.0,1452.0,1422.0,1405.0,1375.0
Annual,Number,From 20 001 to 30 000 kg,Spain,:,:,:,:,13887.0,13793.0,13587.0,13638.0,13695.0,13589.0,13587.0,13568.0,13581.0,13693.0
Annual,Number,From 20 001 to 30 000 kg,Finland,:,:,:,26614.0,26730.0,27570.0,28429.0,29029.0,28925.0,29650.0,28336.0,28025.0,27863.0,27790.0
Annual,Number,From 20 001 to 30 000 kg,France,:,:,:,:,:,:,:,17476.0,17541.0,17684.0,17598.0,17956.0,18279.0,19165.0
Annual,Number,From 20 001 to 30 000 kg,Croatia,:,:,:,:,:,173.0,188.0,202.0,226.0,258.0,309.0,341.0,380.0,418.0
Annual,Number,From 20 001 to 30 000 kg,Liechtenstein,:,:,:,28.0,29.0,31.0,36.0,34.0,32.0,32.0,32.0,32.0,32.0,37.0
Annual,Number,From 20 001 to 30 000 kg,Lithuania,:,:,:,15663.0,6933 b,6700.0,6622.0,6157.0,5640.0,5389.0,7443.0,5150.0,5786.0,2407.0
Annual,Number,From 20 001 to 30 000 kg,Luxembourg,:,:,:,:,:,:,:,89.0,88.0,96.0,93.0,86.0,91 i,98.0
Annual,Number,From 20 001 to 30 000 kg,Latvia,:,:,:,:,263.0,247.0,202.0,190.0,175.0,158.0,139.0,129.0,123.0,126.0
Annual,Number,From 20 001 to 30 000 kg,Montenegro,:,:,:,:,:,:,1127.0,1166.0,1201.0,1318.0,1339.0,1403.0,1499.0,:
Annual,Number,From 20 001 to 30 000 kg,Netherlands,:,:,:,:,10987.0,11245.0,11329.0,11663.0,11548.0,11663.0,11817.0,12387.0,12453.0,12617.0
Annual,Number,From 20 001 to 30 000 kg,Norway,:,:,:,:,:,:,521.0,435.0,426.0,416.0,416.0,97.0,796.0,395.0
Annual,Number,From 20 001 to 30 000 kg,Poland,:,:,:,42819.0,29272.0,43521.0,30155.0,30405.0,31159.0,32037.0,32817.0,33852.0,34724.0,34724.0
Annual,Number,From 20 001 to 30 000 kg,Portugal,:,:,:,:,:,:,:,3777.0,4414.0,840.0,664.0,712.0,765.0,765.0
