Time frequency,Transport infrastructure,Unit of measure,Geopolitical entity (reporting)\Time,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Motorways,Kilometre,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,24.7,24.7,24.7
Annual,Motorways,Kilometre,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1406.0,1445.0,1450.0,1554.0,1557.0,1559.0,1596.0,1607.0,1613.0,1613.0,1634.0,1633.0,1645.0,1645.0,1670.0,1677.0,1677.0,1678.0,1696.0,1696.0,1696.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1719.0,1743.0,1743.0,1749.0,1749.0,1749.0,1749.0
Annual,Motorways,Kilometre,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,50.0,127.0,127.0,163.0,172.0,198.0,198.0,218.0,218.0,231.0,231 p
Annual,Motorways,Kilometre,Belgium,501 d,:,:,:,:,1051 d,:,:,:,1203.0,1251 d,1315.0,1388.0,1456.0,1476.0,1534 d,1549.0,1567.0,1613.0,1631.0,1666.0,1650.0,1658.0,1665.0,1666.0,1666.0,1674.0,1679.0,1682.0,1691.0,1702.0,1727.0,1729.0,1729.0,1747.0,1747.0,1763.0,1763.0,1763.0,1763.0,1763.0,:,:,1763.0,1763.0,1763.0,1763.0,1763.0,1763.0,1763.0,1763.0,1763.0,:,:
Annual,Motorways,Kilometre,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,273.0,:,:,:,:,:,314.0,314.0,319.0,324.0,324.0,328.0,328.0,328.0,331.0,331.0,394.0,418.0,418.0,418.0,437.0,458.0,541.0,605.0,610.0,734.0,734.0,734.0,757.0,790.0,806.0,806.0,825.0,840.0
Annual,Motorways,Kilometre,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1486.0,1495.0,1148 d,1152 d,1164 d,1184 d,1184 d,1540 d,1594 d,1258 d,1262 d,1267 d,1270 d,1305 d,1342 d,1351 d,1341.0,1358.0,1361.0,1383.0,1383.0,1406.0,1406.0,1415.0,1419.0,1419.0,1429.0,1440.0,1447.0,1458.0,1462.0,:,1544 b,1544.0,1544.0,1548.7
Annual,Motorways,Kilometre,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,154.0,154.0,154.0,154.0,159.0,167.5,167.5,193.5,204.0,216.0,240.0,257.0,268.0,268.0,268.0,276.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,271.0,:
Annual,Motorways,Kilometre,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,357.0,362.0,366.0,390.0,392.0,414.0,423.0,486.0,499.4,499.4,499.4,517.6,517.7,518.0,546.0,564.0,633.0,657.0,691.0,729.0,734.0,745.0,751.0,776.0,776.0,776.0,1222.661 b,1240.0,1252.0,1276.0,1298.0,1346.0,1363.0,1388.0
Annual,Motorways,Kilometre,Germany,4461 d,:,:,:,:,6207 d,:,:,:,7292.0,7538 d,7784.0,7919.0,8080.0,8198.0,8350 d,8437.0,8618.0,8721.0,8822.0,10854.0,10955.0,11013.0,11080.0,11143.0,11190.0,11246.0,11309.0,11427.0,11515.0,11712.0,11786.0,12037.0,12044.0,12174.0,12363.0,12531.0,12594.0,12645.0,12813.0,12819.0,12845.0,12879.0,12917.0,12949.0,12993.0,12996.0,13009.0,13141.0,13183.0,13192.0,13155.0,13172.0,13210.0
Annual,Motorways,Kilometre,Denmark,198 d,:,:,:,:,345 d,:,:,:,464.0,504 d,515.0,516.0,518.0,539.0,593 d,593.0,599.0,599.0,601.0,601.0,653.0,696.0,747.0,796.0,796.0,832.0,855.0,873.0,892.0,953.0,971.0,1010.0,:,:,:,1071.0,1111.0,1128.0,:,:,1143.0,1195.0,1216.0,1232.0,1237.0,1255.0,1308.0,1329.0,1346.0,1354.0,1355.0,1355.0,:
Annual,Motorways,Kilometre,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,41.0,50.0,60.0,62.0,64.0,65.0,65.0,68.0,73.6,86.6,93.0,93.0,98.0,98.0,96.0,99.0,99.0,96.0,104.0,100.0,115.0,115 d,124 d,140.0,141.0,147.0,145.0,154.0,154.0,161.0,199.0,199.0,225.0,225.0
Annual,Motorways,Kilometre,Greece,65 d,:,:,:,:,76 d,:,:,:,86.0,91 d,91.0,91.0,91.0,91.0,91 d,91.0,91.0,91.0,120.0,190.0,225.0,280.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2205 e,2296 e
Annual,Motorways,Kilometre,Spain,1585.0,:,:,:,:,1746.0,:,:,:,1769.0,1923 d,1959.0,1963.0,2050.0,2064.0,2117 d,2154.0,2276.0,2859.0,3785.0,4693.0,5235.0,6486.0,6577.0,6497 d,6962 d,7295 d,7750 d,8269 d,8893 d,9049 d,9571 d,9739 d,10296.0,10747 d,11432 d,12073 d,13013 d,13518 d,14021 d,14262 d,14531 d,14701 d,14981.0,15049.0,15336.0,15444.0,15523.0,15583.0,15722.0,15752.0,15825.0,15856.0,:
Annual,Motorways,Kilometre,Finland,152.0,:,:,:,:,168.0,:,:,:,:,185.0,204.0,204.0,204.0,204.0,204 d,204.0,204.0,214.0,215.0,225.0,249.0,318.0,337.0,388.0,394.0,431.0,444.0,473.0,512.0,549.0,591.0,603.0,653.0,653.0,693.0,700.0,700.0,739.0,765.0,779.0,790.0,780.0,810.0,881.0,881.0,890.0,893.0,926.0,926.0,933.0,944.0,948.0,948.0
Annual,Motorways,Kilometre,France,1542 d,:,:,:,:,3119 d,:,:,:,4895.0,5287 d,5289.0,5290.0,5497.0,5497.0,5885 d,6019.0,6206.0,6328.0,6680.0,6824.0,7080.0,7408.0,7614.0,7956.0,8275.0,8596.0,8864.0,9303.0,9626.0,9766.0,10068.0,10223.0,10379.0,10486.0,10800.0,10848.0,10958.0,11042.0,11163.0,11392.0,11413.0,11413.0,11552.0,11560.142,11598.82,11612.453,11618.101,11670.526,11676.682,11660.228,11664.359,11751.272,11751.272
Annual,Motorways,Kilometre,Georgia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,19380.0,19429.0,:,20727.0,158.200 b,220.1,234.0,234.0,262.9,:,:
Annual,Motorways,Kilometre,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,291.0,302.0,292.0,302.0,302.0,302.0,318.0,330.0,330.0,382.0,411.0,429.0,613 d,754 d,925 d,1016 d,1081 d,1156 d,1199 d,1244 d,1244 d,1254.0,1254.0,1289.0,1290.0,1310.0,1310.0,1310.0,1310.0,1310.0,1310.0,1316.0,1341.0,1341.0
Annual,Motorways,Kilometre,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,267.0,269.0,269.0,269.0,293.0,335.0,365.0,382.0,448.0,448.0,448.0,448.0,533.0,542.0,569.0,636.0,785.0,858.0,1273.7,1273.0,1477.0,1515.5,1515.1,1562.3,1577.2,1621.4,1628.0,1636.2,1669.4,1723.2,1774.3,1859.5,1867.6,1870.6
Annual,Motorways,Kilometre,Ireland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,26.0,32.0,32.0,53.0,72.0,70.0,80.0,94.0,103.0,103.0,103.0,125.0,125.0,176.0,192.0,247.0,:,269.0,423.0,663.0,900.27,900.0,900.0,897.0,897.0,916.0,916.0,916.0,916.0,995.0,995.0,995.0,995.0,995.0
Annual,Motorways,Kilometre,Iceland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,11.0,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Motorways,Kilometre,Italy,3913 d,:,:,:,:,5329 d,:,:,:,5900.0,5900 d,5900.0,5901.0,5901.0,5941.0,5955 d,5997.0,6091.0,6091.0,6193.0,6193.0,6301.0,6289.0,6401.0,6375.0,6435.0,6465.0,6469.0,6478.0,6478.0,6478.0,6478.0,6487.0,6487.0,6532.0,6542.0,6554.0,6588.0,6629.0,6661.0,6668.0,6668.0,6726.0,6751.0,6844.0,6943.0,6943.0,6943.0,6966.0,6977.0,6978.0,7556.0,7558.0,:
Annual,Motorways,Kilometre,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Motorways,Kilometre,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,370.0,376.0,382.0,394.0,394.0,394.0,404.0,410.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,309.0,314.0,324.0,324.0,403.0,400.0,400.0,400.0,462.0
Annual,Motorways,Kilometre,Luxembourg,7 d,:,:,:,:,23 d,:,:,:,44.0,44 d,44.0,44.0,58.0,58.0,58 d,58.0,58.0,75.0,78.0,78.0,78.0,95.0,100.0,121.0,:,:,:,115.0,115.0,114.0,115.0,126.0,147.0,146.0,147.0,147.0,147.0,147.0,152.0,152.0,152.0,152.0,152.0,152.0,161.0,161.0,165.0,165.0,165.0,165.0,163.0,163.0,167.0
Annual,Motorways,Kilometre,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
