Time frequency,Unit of measure,Seasonal adjustment,Balance of payments item,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of GDP - three-year average,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Current account,Balance,Extra-euro area - 20 countries (from 2023),Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.4,2.9,3.2,3.2,2.9,2.4,2.3,1.5,1.4
Annual,Percentage of GDP - three-year average,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Current account,Balance,Extra-EU27 (from 2020),European Union - 27 countries (from 2020),:,:,:,:,:,:,-0.2,-0.2,-0.1,0.2,0.2,0.1,-0.1,-0.6,-0.4,-0.2,0.5,1.0,1.6,2.2,2.6,2.8,3.0,3.0,2.8,2.5,2.5,1.7,1.6
Annual,Percentage of GDP - three-year average,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Current account,Balance,Rest of the world,Austria,:,:,-2.7,-2.4,-2.2,-1.6,-1.3,0.2,1.0,1.9,2.0,2.6,3.1,3.9,3.7,3.3,2.4,2.0,1.6,1.9,1.9,2.2,1.8,1.6,1.5,2.2,2.5,1.4,0.7
Annual,Percentage of GDP - three-year average,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Current account,Balance,Rest of the world,Belgium,:,:,:,:,:,:,:,:,:,:,3.0,2.4,2.0,1.0,0.9,0.8,0.4,-0.1,-0.4,0.5,1.0,0.9,0.9,0.1,0.0,0.0,0.9,0.5,-0.1
Annual,Percentage of GDP - three-year average,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Current account,Balance,Rest of the world,Bulgaria,:,:,:,:,:,-3.4,-5.1,-4.4,-4.4,-4.7,-7.6,-11.6,-17.4,-21.0,-18.0,-10.7,-3.2,-0.7,0.3,0.8,1.1,1.7,2.1,2.3,1.8,0.9,0.3,-1.1,-0.9
Annual,Percentage of GDP - three-year average,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Current account,Balance,Rest of the world,Cyprus,:,:,:,:,:,:,:,:,:,:,:,-4.8,-7.0,-10.5,-10.6,-10.7,-6.5,-5.5,-2.5,-3.1,-1.9,-2.7,-3.1,-4.3,-4.8,-6.4,-6.9,-6.8,-6.7
Annual,Percentage of GDP - three-year average,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Current account,Balance,Rest of the world,Czechia,:,:,-4.7,-4.5,-3.3,-2.8,-3.8,-4.7,-5.2,-4.8,-3.8,-2.7,-3.0,-3.0,-2.9,-2.5,-2.6,-2.4,-1.4,-0.6,0.0,0.8,1.2,1.2,0.8,0.8,0.0,-1.7,-2.1
Annual,Percentage of GDP - three-year average,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Current account,Balance,Rest of the world,Germany,-1.0,-0.9,-0.6,-0.4,-0.7,-1.1,-1.0,0.1,1.1,2.7,3.6,5.0,5.7,6.0,6.0,5.7,5.9,6.4,6.7,7.0,7.3,8.1,8.4,8.5,8.1,7.5,7.0,5.9,5.7
Annual,Percentage of GDP - three-year average,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Current account,Balance,Rest of the world,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,2.8,2.4,2.6,4.3,5.4,6.3,6.6,7.3,7.9,7.8,7.5,6.9,7.0,7.0,7.8,9.2,10.1
