Time frequency,Purchases,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Purchases of existing dwellings,Austria,:,:,:,:,:,703.45,709.73,707.0,692.25,661.43,592.51,729.9,761.23,712.71,710.33,673.24,652.91,656.39,683.53,777.59
Annual,Purchases of existing dwellings,Belgium,732.47,740.36,739.66,752.53,727.27,800.81,815.13,810.69,816.5,819.75,812.83,761.71,816.36,752.18,782.07,783.0,765.63,796.82,814.07,785.99
Annual,Purchases of existing dwellings,Bulgaria,900.0,900.0,900.0,900.0,900.0,900.0,900.0,576.25,589.84,595.57,605.89,627.86,650.22,668.8,663.62,630.21,623.68,618.81,618.24,632.14 p
Annual,Purchases of existing dwellings,Cyprus,:,:,:,:,:,238.72,238.72,274.56,258.16,285.76,284.1,285.76,294.69,261.97,224.46,183.36,190.7,227.73,243.6,240.67
Annual,Purchases of existing dwellings,Czechia,:,:,:,852.96 e,852.96 e,852.96,854.13,856.33,935.77,935.77,953.86,894.01,882.76,879.5,897.36,882.36,839.92,811.37,838.1,817.35
Annual,Purchases of existing dwellings,Germany,860.11 e,860.11 e,860.11 e,860.11,867.98,870.13,876.05,879.26,871.53,871.03,850.83,851.01,849.95,845.23,834.07,839.81,855.79,863.97,837.94,772.29
Annual,Purchases of existing dwellings,Denmark,993.17,993.02,959.28,946.63,960.18,971.22,984.98,991.95,993.41,992.92,994.26,994.27,993.49,993.41,988.09,990.2,987.01,991.07,992.46,993.31
Annual,Purchases of existing dwellings,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,725.25,748.12,780.47,793.73,809.07,811.45,823.65,824.69,821.91,819.87,819.7,819.6,831.28,826.14,817.09
Annual,Purchases of existing dwellings,Euro area - 19 countries  (2015-2022),:,:,:,:,:,724.99,748.83,780.94,793.64,809.14,811.45,823.65,824.69,821.91,819.87,819.7,819.6,831.28,825.84,816.9
