Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),European Union - 27 countries (from 2020),2.6,3.7,3.1,2.6,2.2,2.8,2.3,1.8,2.4,2.0,2.3,2.0
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Finland,4.5,4.0,4.3,3.3,2.6,5.6,4.9,3.3,3.6,0.7,0.2,0.8
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),France,1.2,2.0,2.1,1.4,1.2,1.1,0.5,0.3,0.5,0.7,0.8,1.0
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Croatia,10.9,4.1,4.5,9.7,4.4,6.3 p,3.9 p,3.8 p,3.1 p,4.8 p,6.3 p,1.2 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Hungary,2.2,7.8,11.7,9.3,11.3,5.1 p,6.2 p,4.3 p,5.8 p,4.1 p,2.3 p,1.2 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Ireland,11.5,4.1,5.8,5.3,2.6,10.9,10.3,11.3,11.0,2.2,1.3,2.7
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Italy,1.4,3.1,3.4,3.1,3.1,5.8,5.3,4.7,4.0,3.4,3.9,2.6
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Lithuania,3.7,8.0,3.6,3.0,2.9,-1.5,3.3,0.0,-0.6,-0.7,-1.0,3.8
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Luxembourg,4.4,5.9,3.8,2.3,0.6,0.3,0.6,1.8,2.4,0.9 p,1.2 p,1.2 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Latvia,9.0,3.0,3.2,6.5,4.9,5.7,2.2,3.7,2.9,-1.3,-2.9,-4.5
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Montenegro,0.8,4.6,-2.2,3.7,0.8,-16.5,-4.1,7.1,7.5,18.5 p,15.6 p,-2.6 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),North Macedonia,13.2,17.0,25.0,21.2,16.4,4.5 p,8.7 p,11.3 p,7.7 p,2.5 e,1.7 e,0.5 e
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Malta,11.9,-6.6,-6.8,-2.5,7.9,23.2,24.4,27.0,18.6,13.0,10.9,5.7
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Netherlands,2.7,4.5,3.8,2.8,3.4,3.2,1.9,1.8,1.7,1.6,1.5,1.3
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Norway,8.6,6.5,4.9,3.9,1.7,3.1,0.4,0.4,0.1,-1.9,2.9,:
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Poland,4.1,6.4,4.7,1.2,-1.7,0.2,1.4,2.8,4.9,7.2,8.9,7.2
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Portugal,1.5,1.8,2.1,2.3,2.5,2.5 e,2.4 e,2.1 e,1.7 e,1.1 e,0.6 e,0.4 e
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Romania,11.0,11.3,8.2,12.1,10.3,0.7 p,3.5 p,-0.6 p,2.8 p,-2.6 p,-1.8 p,-0.4 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Serbia,4.7,2.9 p,2.7 p,2.4 p,2.3 p,0.5 p,0.2 p,0.0 p,-0.3 p,1.0 e,0.9 e,0.8 e
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Sweden,1.4,3.7,1.6,3.4,2.9,2.4,3.2,0.7,1.9,-0.8,4.3,5.3
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Slovenia,4.0,7.2,2.9,0.6,0.9,0.2,0.0,0.1,2.7,3.0,3.1,2.7
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Slovakia,-0.9,5.2,2.7,6.9,2.6,-8.5,-2.9,-5.7,-3.2,0.0,3.2,0.9
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Türkiye,3.9,5.9,6.6,5.8,6.8,3.9,4.4,3.2,4.3,2.2,3.6,2.5
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (NSA),Kosovo*,2.4,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Albania,7.0,7.8,8.1,8.9,2.2,1.1 p,-1.7 p,-2.1 p,-1.4 p,-0.5 p,2.7 p,4.3 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Austria,3.1,3.8,3.0,2.5,0.1,0.8,1.6,-0.3,-0.3,0.0,-0.2,1.0
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Belgium,4.6,5.3,6.7,7.8,9.7,6.3 p,3.0 p,0.3 p,-2.1 p,-0.1 p,1.0 p,2.1 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Bulgaria,11.0,2.3,5.3,5.2,3.7,9.2,7.8,7.6,6.2,1.6 p,1.2 p,0.0 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Switzerland,0.9,3.1,2.7,0.8,0.6,0.6,0.7,0.8,1.1,1.7,0.7,1.1
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Cyprus,9.2,11.1,11.4,10.2,7.6,3.5,0.8,-0.5,-0.6,1.1,1.9,2.5
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Czechia,1.1,2.4,3.2,3.2,1.8,2.7,1.5,0.8,0.4,-0.4,0.0,0.5
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Germany,3.2 p,3.8 p,2.0 p,1.2 p,0.2 p,1.2 p,0.9 p,1.1 p,2.2 p,1.8 p,1.8 p,1.1 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Denmark,3.7,-0.3,0.4,1.2,0.9,2.2,1.6,0.9,-0.1,2.2,1.0,0.4
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2.5,3.5,3.0,2.5,2.1,2.8,2.3,1.9,2.3,2.1,2.2,1.9
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Euro area - 19 countries  (2015-2022),2.5,3.5,3.0,2.5,2.1,2.8,2.3,1.9,2.3,2.1,2.2,1.9
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Euro area – 20 countries (from 2023),2.5,3.5,3.0,2.5,2.1,2.8,2.3,1.9,2.3,2.1,2.2,1.9
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Estonia,-8.2,-6.8,-5.9,-4.3,5.8,-2.3,6.2,13.9,1.4,4.0,10.6,3.3
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Greece,7.6,3.8 p,1.8 p,1.2 p,2.0 p,4.3 p,5.5 p,5.7 p,4.8 p,0.4 p,0.4 p,0.4 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Spain,2.0,5.9 p,5.6 p,5.0 p,4.8 p,3.4 p,3.8 p,1.6 p,4.3 p,6.6 p,5.4 p,7.6 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),European Union - 27 countries (from 2020),2.6,3.6,3.1,2.7,2.2,2.7,2.4,1.9,2.4,2.1,2.2,2.0
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Finland,4.2,3.8,4.3,3.5,2.6,5.3,4.8,3.6,3.6,0.9,0.0,0.9
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),France,1.2,1.9,2.1,1.4,1.3,1.0,0.6,0.4,0.5,0.8,0.8,0.9
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Croatia,10.6,5.1,4.3,10.2,3.9,6.5 p,3.8 p,3.8 p,2.9 p,4.6 p,6.1 p,1.1 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Hungary,3.5,9.5,10.0,9.8,10.9,6.4 p,6.0 p,4.7 p,4.2 p,3.9 p,2.4 p,1.7 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Ireland,11.7,4.1,5.7,5.3,2.6,11.1,10.1,11.1,11.1,2.4,1.2,2.6
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Italy,1.6,3.1,3.4,3.1,3.1,5.8,5.3,4.7,4.0,3.5,3.9,2.6
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Lithuania,3.9,5.7,3.7,3.9,2.8,0.4,2.4,0.2,0.0,0.2,-1.1,1.2
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Luxembourg,4.5,5.9,3.8,2.3,0.7,0.3,0.6,1.7,2.5,0.9 p,1.1 p,1.2 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Latvia,7.7,4.3,4.4,5.3,4.2,6.1,3.6,3.2,2.1,-1.3,-2.2,-4.5
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),North Macedonia,13.0,18.8,21.6,19.1,16.2,9.3 p,8.6 p,8.8 p,6.0 p,4.2 e,2.3 e,0.5 e
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Malta,11.9,-6.6,-6.8,-2.5,7.9,23.2,24.4,27.0,18.6,13.0,10.9,5.7
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Netherlands,3.1,4.6,3.0,3.2,3.8,4.1,1.9,1.8,0.8,1.4,1.4,1.5
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Norway,7.7,5.2,5.5,4.2,2.5,2.4,1.2,1.2,0.8,1.0,1.0,:
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Poland,4.0,4.8,4.8,1.4,-0.6,-0.3,0.9,3.0,5.5,6.9,8.3,7.2
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Portugal,1.5,1.8,2.1,2.3,2.5,2.5 e,2.4 e,2.1 e,1.7 e,1.1 e,0.6 e,0.4 e
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Romania,9.8,12.6,8.3,11.9,9.2,1.9 p,3.2 p,-0.7 p,2.1 p,-1.8 p,-1.9 p,-0.5 p
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Serbia,4.7,2.9,2.7,2.4,2.3,0.5,0.2,0.0,-0.4,1.0,0.9,0.8
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Sweden,1.5,3.6,1.6,3.4,2.9,2.6,2.9,0.7,1.8,-0.3,4.0,5.2
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Slovenia,4.5,5.9,2.5,1.3,1.0,-0.1,0.2,0.8,2.2,2.7,3.0,2.9
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Slovakia,-0.4,5.8,2.1,6.6,2.9,-7.7,-3.5,-5.9,-3.2,0.4,2.8,1.0
Quarterly,"Value added, gross",Real estate activities,Percentage change q/q-4 (SCA),Türkiye,3.9,6.5,6.5,5.8,6.3,4.4,3.9,3.8,3.6,2.7,3.2,2.9
