Time frequency,Age class,Sex,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Austria,:,:,:,:,:,:,11.3,10.1,9.5,10.0,10.3,11.0,11.3,12.0,10.5,10.0,9.1,11.7,11.0,9.5,10.4
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Belgium,:,:,:,:,:,:,22.0,22.4,18.9,20.0,23.9,23.4,22.5,20.3,19.4 b,16.0,14.5,15.9,18.2,16.4,16.1
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Bulgaria,:,:,:,:,:,:,19.4,25.1 b,28.2 b,31.2,31.5,26.9,24.7,20.4,16.1,15.9,12.1 b,17.5,15.8,10.6,12.1
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Cyprus,:,:,:,:,:,:,13.8,16.6,22.4,27.7,38.9,36.0,32.8,29.1,24.7,20.2,17.6,17.6,17.3,18.1,16.6
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Czechia,:,:,:,:,:,:,16.6,18.3,18.1 b,19.5,19.0,15.9,12.6,10.5,7.9,6.7,5.6,8.0,8.2,6.8,8.3
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Germany,:,:,:,:,:,:,11.9,10.5 b,9.1 b,8.6,8.3,8.3,7.7,7.5,7.2,6.6,6.2,8.0 b,7.0,6.0,5.9
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Denmark,:,:,:,:,:,:,13.5,15.6,16.4,15.8,14.8,14.2,12.2,12.2 b,12.4 b,10.5,10.1,11.7,10.8,10.6,11.5 b
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Euro area – 20 countries (from 2023),:,:,:,:,:,:,21.3,22.1,22.1,24.3,25.2,24.4,23.1,21.5,19.4,17.5,16.3,18.1,16.9,14.6,14.5
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Estonia,:,:,:,:,:,:,27.2,32.6,22.3,20.7,18.6,14.9,14.3,14.0,12.1,12.0,11.6,18.3,16.7,18.6,17.3
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Greece,:,:,:,:,:,:,26.1,33.6,45.2,55.9,59.2,53.0,50.3,48.2,44.5,41.2,37.5,38.0,35.5,31.4,26.7
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Spain,:,:,:,:,:,:,37.7,41.5,46.2,52.9,55.5,53.2,48.3,44.4,38.6,34.3,32.5,38.3,35.0 d,29.7 d,28.7 d
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,European Union - 27 countries (from 2020),:,:,:,:,:,:,21.2,22.4,22.5,24.4,25.2,24.1,22.4,20.7,18.5,16.7,15.6,17.5,16.7,14.5,14.5
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Finland,:,:,:,:,:,:,21.7,22.0,20.3,19.5,20.6,20.5,22.5,20.5,20.0,17.3,17.7,21.0,17.1,14.2,16.2
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,France,20.1,21.7,22.3,23.5,20.8,20.2,25.0,24.7,24.1,25.8,26.4,25.7,26.1,26.0,23.5,22.0,20.7,21.5,18.9 d,17.3 d,17.2 d
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Croatia,:,:,:,:,:,:,25.2,32.4,36.7,42.5 b,50.5,45.7,42.3,30.9,27.4,23.5,16.7,20.6,21.5,17.7,18.9
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Hungary,:,:,:,:,:,:,25.8,25.9,25.4,27.8,26.1,20.1,17.1,12.7,10.5,9.9 b,11.4,12.7,13.6,10.6,12.8
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Ireland,:,:,:,:,:,:,24.5,28.1,29.6,30.8,26.7,23.4,20.2,16.8,14.4,13.8,12.5,15.8,14.6 b,10.1,10.7
Annual,From 15 to 24 years,Total,Percentage of population in the labour force,Italy,:,:,:,:,:,:,25.4,28.0,29.2,35.3,40.0,42.7,40.3,37.7,34.6,32.2 b,29.2,29.8,29.7,23.7,22.7
