Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Restaurants and hotels,"Index, 2015=100",Spain,126.37,127.78,129.11,130.43,131.62,132.74,133.29,133.6,133.78,133.22,132.07,132.06
Monthly,Restaurants and hotels,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",133.73,134.9,135.92,137.96,139.69,140.84,142.97,143.66,141.86,141.28,139.28,139.7
Monthly,Restaurants and hotels,"Index, 2015=100",European Union - 27 countries (from 2020),133.0,134.15,135.17,137.2,138.92,140.06,142.18,142.86,141.08,140.5,138.52,138.93
Monthly,Restaurants and hotels,"Index, 2015=100",Finland,128.05,129.48,130.01,129.42,129.46,130.47,131.08,130.89,130.53,130.52,130.98,131.3
Monthly,Restaurants and hotels,"Index, 2015=100",France,119.84,120.37,120.57,121.75,122.71,124.03,127.91,130.36,124.6,124.14,123.09,123.2
Monthly,Restaurants and hotels,"Index, 2015=100",Croatia,147.57,149.17,152.52,157.54,159.34,168.87,181.73,182.72,169.82,167.71,163.46,163.84
Monthly,Restaurants and hotels,"Index, 2015=100",Hungary,200.65,201.92,203.86,205.93,207.7,210.04,213.04,215.08,213.22,212.39,212.72,213.22
Monthly,Restaurants and hotels,"Index, 2015=100",Ireland,132.0,133.7,135.1,135.6,137.6,138.4,138.7,139.4,138.7,138.0,137.1,137.5
Monthly,Restaurants and hotels,"Index, 2015=100",Iceland,143.67,145.14,145.37,145.56,148.17,156.19,158.81,157.97,151.76,148.73,145.72,144.68
Monthly,Restaurants and hotels,"Index, 2015=100",Italy,122.2,122.8,123.5,126.1,127.9,129.2,129.8,129.4,130.4,128.5,126.2,125.5
Monthly,Restaurants and hotels,"Index, 2015=100",Lithuania,185.28,187.21,188.19,190.14,192.87,195.59,198.61,198.29,199.06,196.47,196.38,196.96
Monthly,Restaurants and hotels,"Index, 2015=100",Luxembourg,127.6,127.93,128.12,129.19,129.83,131.06,130.37,130.21,131.18,131.38,131.2,130.86
Monthly,Restaurants and hotels,"Index, 2015=100",Latvia,142.27,142.6,142.52,144.7,149.89,153.95,152.89,157.07,153.02,149.42,147.53,151.27
Monthly,Restaurants and hotels,"Index, 2015=100",Montenegro,147.21 d,146.85 d,146.05 d,146.71 d,148.67 d,154.55 d,161.98 d,166.17 d,163.78 d,158.84 d,157.69 d,158.45 d
Monthly,Restaurants and hotels,"Index, 2015=100",North Macedonia,176.39 d,175.41 d,176.30 d,177.17 d,187.36 d,189.26 d,215.05 d,217.76 d,214.77 d,206.05 d,207.17 d,206.27 d
Monthly,Restaurants and hotels,"Index, 2015=100",Malta,106.05,107.02,111.86,127.67,135.7,143.41,147.18,150.92,141.9,132.53,112.71,108.5
Monthly,Restaurants and hotels,"Index, 2015=100",Netherlands,137.56,141.54,143.09,150.97,155.41,155.4,166.1,168.02,152.49,154.04,143.74,149.54
Monthly,Restaurants and hotels,"Index, 2015=100",Norway,139.2,137.5,138.4,138.8,139.8,140.8,141.0,141.5,141.6,142.0,142.3,142.1
Monthly,Restaurants and hotels,"Index, 2015=100",Poland,174.5,175.4,176.6,178.0,180.0,181.2,182.5,183.1,184.2,183.8,183.9,184.5
Monthly,Restaurants and hotels,"Index, 2015=100",Portugal,132.15,134.02,138.96,145.3,154.6,151.89,150.23,152.61,156.6,151.65,142.88,139.56
Monthly,Restaurants and hotels,"Index, 2015=100",Romania,154.5,155.61,156.14,157.04,157.95,158.54,159.75,160.85,161.77,165.36,166.3,166.85
Monthly,Restaurants and hotels,"Index, 2015=100",Serbia,156.3 d,157.9 d,158.9 d,160.6 d,162.0 d,163.1 d,164.0 d,165.2 d,167.4 d,168.2 d,168.8 d,169.9 d
Monthly,Restaurants and hotels,"Index, 2015=100",Sweden,134.67,135.6,136.1,137.4,140.93,139.02,140.98,141.45,141.74,141.44,141.47,140.0
Monthly,Restaurants and hotels,"Index, 2015=100",Slovenia,141.45,141.62,141.95,143.86,145.37,146.65,147.67,149.13,148.39,147.09,146.49,147.65
Monthly,Restaurants and hotels,"Index, 2015=100",Slovakia,165.68,166.29,166.87,167.5,168.44,168.92,169.47,170.09,171.68,172.48,172.96,173.34
Monthly,Restaurants and hotels,"Index, 2015=100",Türkiye,998.52 d,1052.70 d,1094.34 d,1145.67 d,1208.90 d,1246.33 d,1287.88 d,1313.95 d,1349.72 d,1369.14 d,1379.98 d,1398.68 d
Monthly,Restaurants and hotels,"Index, 2015=100",United States,137.42 d,137.48 d,137.82 d,138.30 d,138.72 d,139.30 d,139.59 d,139.99 d,140.45 d,140.86 d,141.25 d,141.59 d
Monthly,Restaurants and hotels,"Index, 2015=100",Kosovo*,129.48 d,129.48 d,129.48 d,129.52 d,130.06 d,130.28 d,130.22 d,130.31 d,130.71 d,131.12 d,131.30 d,131.56 d
Monthly,Restaurants and hotels,Percentage change m/m-1,Albania,0.1 d,0.0 d,0.1 d,0.1 d,0.1 d,0.0 d,0.3 d,0.1 d,0.0 d,1.4 d,0.7 d,0.1 d
Monthly,Restaurants and hotels,Percentage change m/m-1,Austria,-0.3,1.5,-0.2,0.3,0.4,0.8,0.4,0.5,-0.5,0.3,0.5,2.2
Monthly,Restaurants and hotels,Percentage change m/m-1,Belgium,-1.6,1.1,0.0,1.6,0.7,-0.1,3.7,0.0,-2.9,0.6,-0.9,2.1
Monthly,Restaurants and hotels,Percentage change m/m-1,Bulgaria,0.3,1.2,0.4,-1.5,0.7,4.7,8.8,-0.8,-6.6,0.1,0.4,0.7
Monthly,Restaurants and hotels,Percentage change m/m-1,Switzerland,1.7,0.4,-0.2,-0.4,0.2,0.6,0.4,-0.2,0.0,-0.6,-0.6,0.5
Monthly,Restaurants and hotels,Percentage change m/m-1,Cyprus,0.2,0.4,1.2,0.8,2.4,2.0,2.2,2.1,-1.1,-2.0,-2.2,-0.8
Monthly,Restaurants and hotels,Percentage change m/m-1,Czechia,1.3,0.7,0.9,0.9,0.8,0.4,0.6,0.2,0.4,0.2,0.2,0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Germany,1.8,0.7,0.7,0.7,0.7,0.8,0.1,0.3,0.1,-0.1,-0.3,0.1
Monthly,Restaurants and hotels,Percentage change m/m-1,Denmark,0.7,1.2,-1.5,1.5,1.3,1.7,7.4,-3.6,-5.0,0.9,-3.7,2.3
Monthly,Restaurants and hotels,Percentage change m/m-1,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",0.2,0.9,0.8,1.6,1.3,0.8,1.4,0.5,-1.3,-0.5,-1.6,0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Euro area - 19 countries  (2015-2022),0.3,0.9,0.8,1.6,1.3,0.8,1.4,0.5,-1.3,-0.5,-1.6,0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Euro area – 20 countries (from 2023),0.3,0.9,0.8,1.6,1.3,0.8,1.4,0.6,-1.3,-0.5,-1.6,0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Estonia,0.3,0.4,-0.1,2.3,1.4,1.7,1.9,-1.6,-1.1,0.1,-1.2,0.4
Monthly,Restaurants and hotels,Percentage change m/m-1,Greece,-0.5,0.5,2.9,3.3,-0.1,2.3,2.0,-0.9,0.7,0.4,-4.6,0.5
Monthly,Restaurants and hotels,Percentage change m/m-1,Spain,-0.3,1.1,1.0,1.0,0.9,0.9,0.4,0.2,0.1,-0.4,-0.9,0.0
Monthly,Restaurants and hotels,Percentage change m/m-1,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",0.3,0.9,0.8,1.5,1.3,0.8,1.5,0.5,-1.3,-0.4,-1.4,0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,European Union - 27 countries (from 2020),0.3,0.9,0.8,1.5,1.3,0.8,1.5,0.5,-1.2,-0.4,-1.4,0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Finland,0.2,1.1,0.4,-0.5,0.0,0.8,0.5,-0.1,-0.3,0.0,0.4,0.2
Monthly,Restaurants and hotels,Percentage change m/m-1,France,0.3,0.4,0.2,1.0,0.8,1.1,3.1,1.9,-4.4,-0.4,-0.8,0.1
Monthly,Restaurants and hotels,Percentage change m/m-1,Croatia,-0.3,1.1,2.2,3.3,1.1,6.0,7.6,0.5,-7.1,-1.2,-2.5,0.2
Monthly,Restaurants and hotels,Percentage change m/m-1,Hungary,0.8,0.6,1.0,1.0,0.9,1.1,1.4,1.0,-0.9,-0.4,0.2,0.2
Monthly,Restaurants and hotels,Percentage change m/m-1,Ireland,-0.4,1.3,1.0,0.4,1.5,0.6,0.2,0.5,-0.5,-0.5,-0.7,0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Iceland,0.4,1.0,0.2,0.1,1.8,5.4,1.7,-0.5,-3.9,-2.0,-2.0,-0.7
Monthly,Restaurants and hotels,Percentage change m/m-1,Italy,0.2,0.5,0.6,2.1,1.4,1.0,0.5,-0.3,0.8,-1.5,-1.8,-0.6
Monthly,Restaurants and hotels,Percentage change m/m-1,Lithuania,2.2,1.0,0.5,1.0,1.4,1.4,1.5,-0.2,0.4,-1.3,0.0,0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Luxembourg,0.0,0.3,0.1,0.8,0.5,0.9,-0.5,-0.1,0.7,0.2,-0.1,-0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Latvia,-0.7,0.2,-0.1,1.5,3.6,2.7,-0.7,2.7,-2.6,-2.4,-1.3,2.5
Monthly,Restaurants and hotels,Percentage change m/m-1,Montenegro,-0.3 d,-0.2 d,-0.5 d,0.5 d,1.3 d,4.0 d,4.8 d,2.6 d,-1.4 d,-3.0 d,-0.7 d,0.5 d
Monthly,Restaurants and hotels,Percentage change m/m-1,North Macedonia,1.2 d,-0.6 d,0.5 d,0.5 d,5.8 d,1.0 d,13.6 d,1.3 d,-1.4 d,-4.1 d,0.5 d,-0.4 d
Monthly,Restaurants and hotels,Percentage change m/m-1,Malta,0.4,0.9,4.5,14.1,6.3,5.7,2.6,2.5,-6.0,-6.6,-15.0,-3.7
Monthly,Restaurants and hotels,Percentage change m/m-1,Netherlands,-0.1,2.9,1.1,5.5,2.9,0.0,6.9,1.2,-9.2,1.0,-6.7,4.0
Monthly,Restaurants and hotels,Percentage change m/m-1,Norway,0.7,-1.2,0.7,0.3,0.7,0.7,0.1,0.4,0.1,0.3,0.2,-0.1
Monthly,Restaurants and hotels,Percentage change m/m-1,Poland,0.5,0.5,0.7,0.8,1.1,0.7,0.7,0.3,0.6,-0.2,0.1,0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Portugal,-0.4,1.4,3.7,4.6,6.4,-1.8,-1.1,1.6,2.6,-3.2,-5.8,-2.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Romania,1.6,0.7,0.3,0.6,0.6,0.4,0.8,0.7,0.6,2.2,0.6,0.3
Monthly,Restaurants and hotels,Percentage change m/m-1,Serbia,0.6 d,1.0 d,0.6 d,1.1 d,0.9 d,0.7 d,0.6 d,0.7 d,1.3 d,0.5 d,0.4 d,0.7 d
Monthly,Restaurants and hotels,Percentage change m/m-1,Sweden,-0.5,0.7,0.4,1.0,2.6,-1.4,1.4,0.3,0.2,-0.2,0.0,-1.0
Monthly,Restaurants and hotels,Percentage change m/m-1,Slovenia,0.2,0.1,0.2,1.3,1.0,0.9,0.7,1.0,-0.5,-0.9,-0.4,0.8
Monthly,Restaurants and hotels,Percentage change m/m-1,Slovakia,1.2,0.4,0.3,0.4,0.6,0.3,0.3,0.4,0.9,0.5,0.3,0.2
Monthly,Restaurants and hotels,Percentage change m/m-1,Türkiye,12.2 d,5.4 d,4.0 d,4.7 d,5.5 d,3.1 d,3.3 d,2.0 d,2.7 d,1.4 d,0.8 d,1.4 d
Monthly,Restaurants and hotels,Percentage change m/m-1,United States,0.4 d,0.0 d,0.2 d,0.3 d,0.3 d,0.4 d,0.2 d,0.3 d,0.3 d,0.3 d,0.3 d,0.2 d
Monthly,Restaurants and hotels,Percentage change m/m-1,Kosovo*,0.1 d,0.0 d,0.0 d,0.0 d,0.4 d,0.2 d,0.0 d,0.1 d,0.3 d,0.3 d,0.1 d,0.2 d
Monthly,Restaurants and hotels,Percentage change m/m-12,Albania,3.4 d,3.4 d,3.4 d,3.3 d,2.5 d,2.3 d,2.2 d,2.1 d,2.1 d,2.1 d,3.0 d,2.9 d
Monthly,Restaurants and hotels,Percentage change m/m-12,Austria,8.2,8.1,7.6,7.2,7.1,6.8,6.0,5.9,5.9,5.8,5.9,6.1
Monthly,Restaurants and hotels,Percentage change m/m-12,Belgium,6.5,6.1,6.4,5.1,4.3,4.9,4.3,3.9,4.0,4.0,4.5,4.3
Monthly,Restaurants and hotels,Percentage change m/m-12,Bulgaria,9.1,8.9,8.7,5.6,7.0,8.3,9.1,7.8,7.7,9.2,8.9,7.8
Monthly,Restaurants and hotels,Percentage change m/m-12,Switzerland,2.7,1.5,2.9,3.0,3.1,2.9,1.8,1.9,3.2,2.9,3.4,1.9
Monthly,Restaurants and hotels,Percentage change m/m-12,Cyprus,5.8,6.1,5.7,5.4,6.1,5.3,5.0,5.6,5.7,5.3,4.6,5.4
Monthly,Restaurants and hotels,Percentage change m/m-12,Czechia,9.3,9.0,8.4,8.2,8.2,7.6,7.7,7.3,7.4,7.5,7.3,7.1
Monthly,Restaurants and hotels,Percentage change m/m-12,Germany,6.2,6.1,6.3,6.4,6.3,6.4,5.9,6.2,6.1,6.1,5.7,5.8
Monthly,Restaurants and hotels,Percentage change m/m-12,Denmark,5.4,4.5,3.7,1.8,3.6,3.1,2.0,1.6,1.8,0.5,0.7,2.6
Monthly,Restaurants and hotels,Percentage change m/m-12,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",5.4,5.3,5.3,4.9,5.2,5.1,4.8,4.8,4.8,4.5,4.4,4.6
Monthly,Restaurants and hotels,Percentage change m/m-12,Euro area - 19 countries  (2015-2022),5.4,5.3,5.3,4.8,5.1,5.1,4.8,4.8,4.7,4.5,4.4,4.5
Monthly,Restaurants and hotels,Percentage change m/m-12,Euro area – 20 countries (from 2023),5.4,5.3,5.3,4.9,5.2,5.1,4.8,4.8,4.8,4.5,4.5,4.6
Monthly,Restaurants and hotels,Percentage change m/m-12,Estonia,6.6,5.3,3.7,6.3,6.3,4.1,4.7,3.7,4.9,5.9,3.7,4.5
Monthly,Restaurants and hotels,Percentage change m/m-12,Greece,4.8,5.4,6.1,5.5,4.8,6.7,7.9,6.7,5.2,8.2,7.1,6.4
Monthly,Restaurants and hotels,Percentage change m/m-12,Spain,5.5,5.6,5.6,4.7,5.4,5.1,4.8,4.7,4.9,4.4,4.3,4.1
Monthly,Restaurants and hotels,Percentage change m/m-12,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",5.8,5.7,5.6,5.2,5.5,5.3,5.1,5.1,5.0,4.8,4.7,4.8
Monthly,Restaurants and hotels,Percentage change m/m-12,European Union - 27 countries (from 2020),5.8,5.7,5.6,5.2,5.5,5.3,5.1,5.1,5.0,4.8,4.7,4.8
Monthly,Restaurants and hotels,Percentage change m/m-12,Finland,4.4,4.1,3.6,3.3,3.1,3.0,3.0,3.0,3.1,2.9,2.9,2.8
Monthly,Restaurants and hotels,Percentage change m/m-12,France,4.0,3.7,3.2,3.3,3.0,2.8,2.6,3.2,2.8,2.7,2.8,3.1
Monthly,Restaurants and hotels,Percentage change m/m-12,Croatia,10.7,10.8,11.4,11.2,11.9,10.1,10.3,10.7,12.4,11.8,11.2,10.7
Monthly,Restaurants and hotels,Percentage change m/m-12,Hungary,11.1,9.8,8.8,7.6,7.4,7.4,7.3,6.9,6.9,7.0,7.3,7.2
Monthly,Restaurants and hotels,Percentage change m/m-12,Ireland,7.2,6.4,5.5,4.9,4.7,4.4,4.3,4.4,3.8,3.7,3.7,3.8
Monthly,Restaurants and hotels,Percentage change m/m-12,Iceland,9.4,8.3,6.6,6.6,7.8,7.4,6.2,4.1,1.7,4.0,1.6,1.2
Monthly,Restaurants and hotels,Percentage change m/m-12,Italy,4.1,4.1,4.0,4.4,4.5,4.3,4.3,4.4,4.1,3.5,3.4,2.9
Monthly,Restaurants and hotels,Percentage change m/m-12,Lithuania,9.4,9.9,9.8,9.2,8.5,8.9,8.9,8.5,9.3,8.6,9.0,8.6
Monthly,Restaurants and hotels,Percentage change m/m-12,Luxembourg,5.1,5.1,5.1,4.6,3.8,5.0,3.8,4.1,3.9,3.3,3.2,2.6
Monthly,Restaurants and hotels,Percentage change m/m-12,Latvia,5.8,5.2,4.3,4.0,-0.5,4.4,1.8,4.4,4.9,2.5,2.9,5.6
Monthly,Restaurants and hotels,Percentage change m/m-12,Montenegro,12.5 d,13.4 d,12.8 d,12.6 d,10.0 d,7.6 d,4.3 d,5.0 d,7.5 d,7.0 d,6.9 d,7.3 d
Monthly,Restaurants and hotels,Percentage change m/m-12,North Macedonia,6.1 d,6.4 d,5.8 d,5.4 d,10.2 d,10.8 d,23.4 d,24.3 d,20.9 d,16.4 d,16.9 d,18.4 d
Monthly,Restaurants and hotels,Percentage change m/m-12,Malta,4.4,3.9,4.2,3.2,3.4,3.3,3.5,2.7,2.6,2.9,2.5,2.8
Monthly,Restaurants and hotels,Percentage change m/m-12,Netherlands,7.4,6.9,8.1,4.8,7.1,8.7,7.3,7.8,6.4,5.6,5.3,8.6
Monthly,Restaurants and hotels,Percentage change m/m-12,Norway,6.3,3.8,3.7,3.6,3.4,3.8,3.4,3.0,2.7,2.8,2.9,2.7
Monthly,Restaurants and hotels,Percentage change m/m-12,Poland,9.1,8.5,8.1,7.9,7.9,7.9,7.8,7.7,7.3,6.8,6.5,6.2
Monthly,Restaurants and hotels,Percentage change m/m-12,Portugal,6.3,6.0,6.3,3.2,7.1,3.6,2.8,0.5,5.3,4.2,4.6,5.2
Monthly,Restaurants and hotels,Percentage change m/m-12,Romania,13.0,12.5,11.4,11.6,10.6,10.0,10.0,10.3,9.0,9.9,10.2,9.7
Monthly,Restaurants and hotels,Percentage change m/m-12,Serbia,9.4 d,9.7 d,9.1 d,9.6 d,9.3 d,9.1 d,9.0 d,9.1 d,9.6 d,9.5 d,8.8 d,9.3 d
Monthly,Restaurants and hotels,Percentage change m/m-12,Sweden,5.2,4.6,4.3,5.9,5.2,3.4,4.9,4.5,4.1,4.4,4.3,3.4
Monthly,Restaurants and hotels,Percentage change m/m-12,Slovenia,5.7,6.0,6.4,7.1,6.4,6.2,5.7,6.2,4.6,4.0,4.3,4.6
Monthly,Restaurants and hotels,Percentage change m/m-12,Slovakia,4.7,3.5,2.2,1.7,7.1,6.6,6.4,5.6,5.8,5.9,5.9,5.9
Monthly,Restaurants and hotels,Percentage change m/m-12,Türkiye,92.1 d,94.6 d,94.8 d,95.7 d,92.9 d,90.6 d,76.0 d,67.6 d,65.4 d,62.1 d,59.4 d,57.1 d
Monthly,Restaurants and hotels,Percentage change m/m-12,United States,4.9 d,4.4 d,4.1 d,4.0 d,3.9 d,3.9 d,3.9 d,3.8 d,3.7 d,3.6 d,3.5 d,3.5 d
Monthly,Restaurants and hotels,Percentage change m/m-12,Kosovo*,2.8 d,2.7 d,2.1 d,2.1 d,2.4 d,2.6 d,1.8 d,1.0 d,1.1 d,1.4 d,1.6 d,1.8 d
