Time frequency,Unit of measure,Statistical classification of economic activities in the European Community (NACE Rev. 2),Structure of earnings indicator,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Albania,:,:,:,:,:,:,46.8,49.8,50.2,54.2,56.2,55.5,61.4,54.5,58.4,60.7,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Belgium,47.3,45.8,44.7,44.3,46.1,45.5,44.0,43.6,43.0,43.1,43.1,42.5,42.4,:,:,:,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Bulgaria,40.6,39.1,36.3,35.5,37.9,39.2,40.5,41.0,43.1,43.2,43.3,43.2,43.1,41.5,38.6,38.7,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Czechia,35.0,34.3,33.3,32.4,31.6,32.6,32.8,34.4,35.5,37.1,38.2,39.0,41.4,40.9,41.0,40.3,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Germany,:,:,:,:,:,:,:,42.1,41.2,42.2,41.0,40.8,40.3,40.0,41.8,45.4,48.70 p
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Estonia,34.8,36.4,35.5,33.5,33.0,34.1,35.9,37.2,38.3,41.5,40.1,38.5,42.6,37.9,38.8,:,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Greece,48.9,46.6,43.4,56.4,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Spain,37.6,37.6,37.8,36.7,36.4,36.1,36.0,35.6,36.0,38.7,39.7,47.8,53.2,50.3,50.3,54.1,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,France,46.5,47.0,46.5,46.2,47.1,46.9,46.4,46.1,46.8,46.7,46.5,46.7,49.0,47.1,47.2,:,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Croatia,37.6,37.9,38.0,37.5,37.0,38.6,38.8,41.6,41.9,42.3,42.1,43.2,46.3,46.6,47.0,46.3,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Hungary,38.8,38.3,38.0,38.6,42.5,43.3,43.3,43.2,43.4,44.5,43.7,42.4,41.8,40.5,42.1,41.8,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Ireland,46.3,46.2,45.7,45.8,45.2,44.6,44.6,44.0,45.8,45.6,46.1,45.9,46.1,:,:,:,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Lithuania,40.2,42.4,43.6,42.6,42.0,48.3,46.4,47.0,50.6,48.2,46.5,46.5,46.4,44.8,44.3,45.4,:
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Luxembourg,:,47.8,48.6,49.3,49.5,50.4,50.3,49.5,48.9,49.3,49.4,50.0,50.0,48.8,48.2,49.9,49.5
Annual,Percentage,Business economy,Monthly minimum wage as a proportion of the mean gross monthly earnings,Latvia,37.4,41.3,41.9,44.8,43.4,42.0,44.1,46.4,45.3,43.0,44.7,41.6,39.5,41.6,38.5,42.4,:
