Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Euro area - 19 countries  (2015-2022),0.9,1.2,2.2,0.8,-0.7,-0.5,0.1,0.2,-0.1,0.4,0.3,0.4
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Euro area – 20 countries (from 2023),0.9,1.3,2.2,0.8,-0.7,-0.4,0.1,0.2,-0.1,0.4,0.3,0.4
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Estonia,1.1,-0.1,1.1,0.3,-1.6,1.4,0.6,-5.8,3.7,-0.4,-4.3,2.4
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Greece,3.5,-0.6 p,5.2 p,-0.8 p,0.6 p,1.4 p,-0.6 p,-0.2 p,-0.4 p,0.9 p,2.1 p,0.4 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Spain,4.2,3.7 p,4.0 p,0.4 p,0.6 p,2.1 p,0.9 p,0.5 p,-1.5 p,1.8 p,2.5 p,0.5 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),European Union - 27 countries (from 2020),1.2,0.9,2.0,0.5,-1.0,0.0,0.0,0.7,-0.3,0.3,0.2,0.4
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Finland,-0.6,2.1,-0.8,0.0,-2.4,-1.5,1.6,-1.1,-0.8,0.6,-0.1,-1.5
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),France,1.7,0.3,2.5,0.8,-0.6,-1.8,1.1,-0.4,0.2,0.4,-0.1,-0.2
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Croatia,2.6,7.1,9.1,-6.1,-2.4,3.8 p,2.3 p,-0.1 p,3.0 p,1.3 p,1.6 p,-1.0 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Hungary,3.7,1.8,2.2,-2.2,-1.1,-1.4 p,-2.1 p,0.6 p,0.6 p,0.7 p,0.9 p,-0.1 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Ireland,3.7,2.2,1.0,0.3,1.1,-3.1,2.1,-1.0,-0.5,4.1,-2.3,-0.3
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Italy,0.4,-1.2,3.2,2.4,-1.4,-0.2,-0.3,1.3,-0.9,-0.3,0.4,1.5
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Lithuania,-0.4,-1.3,-3.3,1.2,0.3,-1.1,0.9,-2.2,-0.2,1.7,0.5,2.0
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Luxembourg,6.1,-7.1,3.5,-0.4,-3.1,1.2,-2.7,-3.4,0.0,2.6 p,-0.4 p,1.3 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Latvia,-6.8,14.4,-10.5,0.3,0.5,0.7,0.0,-0.2,-0.2,-0.2,0.1,0.4
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),North Macedonia,-0.4,1.0,-0.8,2.8,0.8,0.2 p,1.8 p,-1.4 p,2.3 p,1.8 e,2.2 e,2.6 e
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Malta,8.6,-8.7,15.8,10.3,0.0,-8.1,7.2,-1.9,3.7,-1.2,4.0,0.1
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Netherlands,-2.9,0.7,5.4,-1.1,-0.2,-1.6,-0.4,-0.8,-0.1,0.5,1.3,1.0
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Norway,0.9,-0.9,2.6,1.8,0.7,-1.2,0.1,-1.2,0.3,0.2,1.8,:
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Poland,2.3,-0.1,1.8,1.1,-6.6,2.7,-1.0,8.1,-6.2,1.6,1.9,3.1
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Portugal,5.1,0.3,3.9,0.7,-0.1,1.9 e,0.0 e,-0.5 e,-0.2 e,1.5 e,-0.1 e,1.3 e
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Romania,-0.1,3.5,2.1,0.0,1.3,-2.1 p,2.9 p,-1.6 p,0.4 p,2.0 p,-0.6 p,1.2 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Serbia,1.3,-5.3,1.1,0.5,2.2,1.2,0.1,4.4,1.9,0.5,0.6,0.0
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Sweden,6.6,-6.3,3.2,-3.5,-0.4,0.6,-1.8,1.7,-0.9,0.0,-2.8,-0.9
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Slovenia,1.8,-1.9,-2.5,-0.5,-1.5,1.6,1.4,-1.1,0.6,0.3,0.4,0.8
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Slovakia,-4.2,4.6,1.4,1.2,1.7,-2.3,2.2,-1.0,4.2,-3.1,2.7,-2.6
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-1 (SCA),Türkiye,0.9,1.6,5.1,-0.3,2.8,3.6,1.0,-1.3,1.2,2.4,0.1,-1.5
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Albania,4.1,9.6,10.6,9.7,7.7,7.4 p,10.0 p,11.4 p,7.8 p,5.6 p,6.5 p,6.2 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Austria,9.8,29.5,13.8,6.0,7.3,3.8,-4.2,-7.0,-4.6,-2.3,-2.8,-1.6
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Bosnia and Herzegovina,14.1,11.0,11.7,6.6,4.3,3.2,2.6,4.1,2.8,5.8,6.5,7.2
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Belgium,11.0,11.3,7.8,4.2,3.1,1.1 p,1.2 p,0.3 p,0.4 p,0.9 p,-0.3 p,-0.8 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Bulgaria,21.4,0.9,1.0,1.1,1.1,7.4,6.5,5.3,4.8,5.3 p,4.6 p,2.4 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Switzerland,-2.4,3.0,1.9,-0.6,2.5,8.2,6.4,6.4,2.6,1.2,-1.7,0.4
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Cyprus,31.3,19.5,11.0,5.6,2.2,6.0,5.4,2.4,5.4,3.3,2.8,5.9
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Czechia,12.9,11.1,3.2,-5.3,-4.1,1.0,3.8,4.9,4.3,1.7,1.6,3.7
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Germany,3.4 p,11.2 p,7.3 p,3.2 p,0.7 p,-0.9 p,-2.3 p,-2.2 p,-0.3 p,0.0 p,0.7 p,0.3 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Denmark,11.3,18.0,5.3,-0.2,-6.3,0.1,-2.7,2.0,9.7,-0.7,4.4,-3.3
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",11.6,13.9,11.3,5.3,3.1,2.5,-0.5,-1.3,-0.4,0.3,0.9,1.5
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Euro area - 19 countries  (2015-2022),11.6,13.9,11.3,5.3,3.1,2.5,-0.5,-1.4,-0.4,0.3,0.8,1.5
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Euro area – 20 countries (from 2023),11.6,14.0,11.4,5.3,3.1,2.5,-0.5,-1.3,-0.4,0.3,0.9,1.5
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Estonia,8.0,5.1,4.5,2.3,-0.3,1.3,0.8,-5.4,-0.2,-2.0,-6.9,1.2
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Greece,18.4,9.3 p,19.7 p,7.4 p,3.0 p,5.8 p,2.3 p,1.2 p,-0.9 p,-0.7 p,3.2 p,3.2 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Spain,22.3,18.9 p,20.1 p,12.2 p,8.0 p,8.9 p,3.7 p,2.6 p,2.9 p,2.8 p,3.9 p,3.7 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),European Union - 27 countries (from 2020),12.0,13.1,10.6,4.7,2.0,2.2,-0.9,-0.8,0.2,0.4,1.1,1.3
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Finland,1.7,5.4,3.1,0.9,-1.7,-4.2,-2.3,-3.6,-2.1,0.3,-0.9,-1.3
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),France,10.6,12.1,11.0,5.5,2.1,1.5,-0.9,-2.2,-1.5,0.4,-0.4,1.2
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Croatia,17.1,19.0,30.0,10.9,6.7,4.3 p,-0.9 p,1.8 p,9.7 p,6.7 p,7.5 p,3.7 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Hungary,16.5,14.2,13.2,5.2,1.3,-2.0 p,-6.5 p,-4.5 p,-2.2 p,0.2 p,3.2 p,1.8 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Ireland,17.0,18.6,14.8,7.0,4.2,-0.6,0.9,-1.2,-3.1,5.7,0.4,0.7
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Italy,17.7,16.2,13.1,5.1,3.4,4.6,0.4,-1.0,-0.1,-0.4,0.3,1.1
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Lithuania,5.1,0.9,-3.1,-4.5,-3.5,-2.6,1.6,-2.0,-2.9,0.8,-0.6,3.8
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Luxembourg,11.7,-1.4,2.8,1.5,-7.3,1.6,-4.8,-8.1,-4.9,-3.4 p,-1.2 p,3.5 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Latvia,8.0,34.2,11.6,-11.0,0.0,-4.4,1.1,0.5,2.2,-2.7,-1.5,0.7
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Montenegro,30.3,18.0,30.8,9.7,11.9,6.5,11.1,15.4,5.1,1.8 p,6.0 p,3.6 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),North Macedonia,2.9,3.9,0.3,2.1,3.1,4.3 p,7.4 p,0.6 p,0.8 p,4.2 e,5.5 e,10.6 e
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Malta,104.8,20.9,40.2,26.8,16.8,17.3,8.7,-3.3,0.3,7.7,4.6,6.6
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Netherlands,13.4,10.9,8.2,2.1,5.0,2.0,-3.1,-2.8,-2.9,-0.4,1.1,2.7
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Norway,10.9,11.8,9.9,4.8,3.4,4.8,0.7,-2.5,-3.3,-3.9,3.8,:
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Poland,19.6,10.3,8.6,5.5,-4.5,-0.4,-4.4,3.2,2.6,1.8,4.7,1.0
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Portugal,20.2,25.7,20.0,13.0,5.5,7.4 e,3.0 e,0.8 e,1.0 e,0.5 e,1.3 e,2.3 e
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Romania,7.2,5.8,8.1,4.9,6.6,1.2 p,2.7 p,0.2 p,-0.7 p,3.9 p,0.3 p,2.9 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Serbia,13.2,3.6 p,0.2 p,-2.7 p,-1.2 p,5.4 p,3.8 p,7.6 p,7.6 p,7.5 e,7.4 e,2.8 e
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Sweden,11.4,2.2,3.5,-0.8,-7.3,1.4,-6.5,-0.4,-0.9,-0.5,-2.2,-4.3
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Slovenia,23.2,15.7,8.9,-5.4,-9.8,-2.1,4.7,0.7,0.6,0.4,0.7,2.5
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Slovakia,-1.1,15.8,8.2,2.6,10.3,1.7,3.2,0.1,3.6,2.0,3.0,0.7
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Türkiye,15.8,16.0,18.8,8.2,9.7,13.1,8.0,5.9,4.1,3.9,3.2,1.4
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (NSA),Kosovo*,15.3,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Albania,4.9,9.9,10.4,8.8,8.5,7.9 p,9.7 p,10.6 p,8.1 p,6.5 p,6.5 p,5.1 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Austria,10.6,24.9,16.0,6.3,8.1,2.7,-3.5,-6.0,-4.5,-3.3,-2.7,-1.7
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Belgium,11.3,11.7,7.6,4.1,2.9,1.1 p,1.2 p,0.3 p,0.4 p,0.9 p,-0.2 p,-0.8 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Bulgaria,14.1,3.4,4.1,2.0,0.8,5.7,5.7,6.0,5.7,4.6 p,4.2 p,3.4 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Switzerland,-1.7,2.5,1.7,0.6,3.2,7.6,7.0,6.5,3.0,1.3,-1.3,-0.5
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Cyprus,30.6,15.1,12.0,6.9,2.0,3.9,5.7,4.0,5.0,4.4,3.0,4.9
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Czechia,12.8,9.4,2.6,-5.0,-3.9,0.8,4.5,5.6,3.7,1.8,1.6,2.6
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Germany,3.4 p,10.7 p,6.8 p,3.3 p,1.6 p,-1.8 p,-1.3 p,-1.5 p,0.2 p,0.8 p,0.2 p,-0.3 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Denmark,11.5,16.7,6.4,-0.9,-7.1,0.0,-1.9,2.3,9.3,0.3,2.3,-3.2
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",11.7,13.5,11.0,5.3,3.6,1.9,-0.2,-0.8,-0.2,0.6,0.7,0.9
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Euro area - 19 countries  (2015-2022),11.7,13.5,11.0,5.3,3.6,1.8,-0.2,-0.8,-0.3,0.6,0.7,0.9
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Euro area – 20 countries (from 2023),11.7,13.5,11.1,5.3,3.6,1.9,-0.2,-0.8,-0.2,0.6,0.7,0.9
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Estonia,8.0,5.1,4.5,2.4,-0.3,1.2,0.8,-5.3,-0.3,-2.0,-6.8,1.2
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Greece,18.7,10.2 p,17.8 p,7.4 p,4.3 p,6.4 p,0.5 p,1.2 p,0.2 p,-0.3 p,2.4 p,3.0 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Spain,20.5,16.6 p,19.8 p,12.8 p,9.0 p,7.3 p,4.1 p,4.2 p,2.0 p,1.7 p,3.3 p,3.3 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),European Union - 27 countries (from 2020),12.0,12.6,10.4,4.7,2.4,1.5,-0.5,-0.3,0.4,0.7,0.9,0.6
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Finland,2.1,4.9,2.8,0.7,-1.2,-4.6,-2.3,-3.4,-1.8,0.2,-1.4,-1.8
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),France,11.4,11.3,10.9,5.4,3.1,0.9,-0.5,-1.7,-0.9,1.2,0.1,0.3
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Croatia,18.3,17.4,27.9,12.5,6.9,3.7 p,-2.8 p,3.5 p,9.2 p,6.6 p,5.9 p,4.9 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Hungary,17.5,13.7,11.8,5.5,0.7,-2.5 p,-6.6 p,-3.9 p,-2.3 p,-0.2 p,2.8 p,2.0 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Ireland,17.4,18.4,13.7,7.5,4.7,-0.7,0.3,-1.0,-2.5,4.8,0.2,0.9
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Italy,19.0,17.5,12.8,4.8,3.0,4.0,0.4,-0.6,-0.1,-0.3,0.5,0.7
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Lithuania,5.4,0.6,-3.8,-3.9,-3.1,-2.9,1.4,-2.0,-2.5,0.2,-0.3,4.0
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Luxembourg,13.2,-2.0,2.7,1.6,-7.2,1.1,-4.9,-7.8,-4.9,-3.6 p,-1.3 p,3.6 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Latvia,12.5,23.6,7.1,-4.3,3.2,-9.2,1.5,1.0,0.3,-0.5,-0.4,0.1
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),North Macedonia,2.1,4.8,1.2,2.5,3.7,3.0 p,5.7 p,1.3 p,2.9 p,4.5 e,4.9 e,9.2 e
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Malta,104.4,21.0,40.2,26.8,16.7,17.4,8.7,-3.3,0.3,7.8,4.6,6.6
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Netherlands,11.2,11.1,8.5,1.9,4.7,2.3,-3.3,-3.0,-2.8,-0.8,0.9,2.8
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Norway,10.5,10.5,10.3,4.4,4.2,4.0,1.4,-1.6,-1.9,-0.6,1.0,:
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Poland,19.8,9.6,9.6,5.2,-4.0,-1.3,-4.0,2.6,3.2,2.0,4.9,0.1
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Portugal,19.8,29.5,19.7,10.2,4.8,6.5 e,2.5 e,1.3 e,1.3 e,0.8 e,0.7 e,2.6 e
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Romania,7.6,5.4,7.8,5.5,7.0,1.2 p,2.1 p,0.4 p,-0.5 p,3.7 p,0.1 p,2.9 p
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Serbia,13.2,3.6,0.3,-2.6,-1.7,5.1,4.0,8.0,7.7,6.9,7.5,2.9
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Sweden,11.2,0.8,4.3,-0.6,-7.1,-0.2,-5.1,0.1,-0.4,-1.0,-2.0,-4.6
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Slovenia,23.4,12.7,6.9,-3.1,-6.2,-2.9,0.9,0.3,2.4,1.2,0.2,2.1
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Slovakia,-1.4,16.1,7.6,2.8,9.2,2.0,2.8,0.5,3.0,2.2,2.7,1.0
Quarterly,"Value added, gross","Wholesale and retail trade, transport, accommodation and food service activities",Percentage change q/q-4 (SCA),Türkiye,15.7,15.6,18.3,7.5,9.5,11.7,7.4,6.3,4.6,3.4,2.5,2.3
