Time frequency,Sex,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Females,From 25 to 39 years,Percentage,Romania,13.0,13.0,13.0,13.0,15.0,12.0,10.0,15.0,15.0,10.0,18 b,23.0,16.0
Annual,Females,From 25 to 39 years,Percentage,Sweden,10.0,10.0,10.0,10.0,10.0,11.0,12.0,11.0,12.0,14.0,15 b,13.0,13.0
Annual,Females,From 25 to 39 years,Percentage,Slovenia,9.0,11.0,8.0,12.0,10.0,16.0,8.0,11.0,12.0,12.0,21 b,23.0,22.0
Annual,Females,From 25 to 39 years,Percentage,Slovakia,:,5.0,:,3.0,5.0,3.0,4.0,3.0,:,6.0,4 b,:,:
Annual,Females,From 25 to 39 years,Percentage,Türkiye,26.0,26.0,23.0,25.0,29.0,28.0,28.0,27.0,27.0,20.0,:,:,:
Annual,Females,From 25 to 39 years,Percentage,United Kingdom,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,:,:,:
Annual,Females,From 25 to 64 years,Percentage,Austria,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,5 b,4.0,4.0
Annual,Females,From 25 to 64 years,Percentage,Belgium,:,:,:,:,:,:,:,10.0,12.0,13.0,12 b,13.0,13.0
Annual,Females,From 25 to 64 years,Percentage,Bulgaria,12.0,16.0,12.0,12.0,14.0,8.0,12.0,7.0,7.0,15.0,9 b,12.0,:
Annual,Females,From 25 to 64 years,Percentage,Switzerland,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4 b,4.0,4.0
Annual,Females,From 25 to 64 years,Percentage,Cyprus,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,9 b,3.0,4.0
Annual,Females,From 25 to 64 years,Percentage,Czechia,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12 b,18.0,6.0
Annual,Females,From 25 to 64 years,Percentage,Germany,:,:,:,:,:,:,:,:,:,:,8 b,8.0,7.0
Annual,Females,From 25 to 64 years,Percentage,Denmark,19.0,21.0,20.0,17.0,18.0,14.0,16.0,19.0,18.0,19.0,17 b,15.0,15.0
Annual,Females,From 25 to 64 years,Percentage,Estonia,7.0,6.0,6.0,10.0,8.0,11.0,12.0,10.0,9.0,10.0,18 b,18.0,19.0
Annual,Females,From 25 to 64 years,Percentage,Greece,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,17 b,22.0,24.0
Annual,Females,From 25 to 64 years,Percentage,Spain,12.0,11.0,12.0,12.0,13.0,14.0,14.0,11.0,12.0,13.0,18 b,18.0,19.0
Annual,Females,From 25 to 64 years,Percentage,Finland,11.0,11.0,4.0,3.0,3.0,3.0,4.0,11.0,12.0,13.0,14 b,12.0,10.0
Annual,Females,From 25 to 64 years,Percentage,France,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,6 b,5.0,5.0
Annual,Females,From 25 to 64 years,Percentage,Croatia,:,:,:,:,:,4.0,:,7.0,6.0,:,: b,13.0,12.0
Annual,Females,From 25 to 64 years,Percentage,Hungary,4.0,5.0,5.0,4.0,4.0,14.0,15.0,13.0,15.0,19.0,13 b,8.0,15.0
Annual,Females,From 25 to 64 years,Percentage,Ireland,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,6 b,4.0,5.0
Annual,Females,From 25 to 64 years,Percentage,Iceland,:,:,20.0,17.0,20.0,16.0,16.0,19.0,17.0,16.0,17 b,16.0,21.0
Annual,Females,From 25 to 64 years,Percentage,Italy,5.0,4.0,6.0,6.0,5.0,4.0,5.0,5.0,4.0,4.0,8 b,4.0,4.0
Annual,Females,From 25 to 64 years,Percentage,Lithuania,6.0,4.0,8.0,6.0,17.0,11.0,7.0,3.0,5.0,5.0,31 b,35.0,41.0
Annual,Females,From 25 to 64 years,Percentage,Luxembourg,:,:,:,:,6.0,7.0,:,:,:,:,:,:,:
Annual,Females,From 25 to 64 years,Percentage,Latvia,32.0,33.0,26.0,32.0,35.0,28.0,31.0,38.0,26.0,37.0,37 b,36.0,47.0
Annual,Females,From 25 to 64 years,Percentage,North Macedonia,27.0,24.0,31.0,24.0,31.0,28.0,:,:,:,:,:,:,:
Annual,Females,From 25 to 64 years,Percentage,Malta,4.0,7.0,5.0,5.0,4.0,6.0,2.0,3.0,:,:,:,:,:
Annual,Females,From 25 to 64 years,Percentage,Netherlands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1 b,1.0,1.0
Annual,Females,From 25 to 64 years,Percentage,Norway,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,8.0,12 b,13.0,15.0
Annual,Females,From 25 to 64 years,Percentage,Poland,11.0,10.0,9.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7 b,6.0,5.0
Annual,Females,From 25 to 64 years,Percentage,Portugal,15.0,12.0,14.0,14.0,12.0,14.0,16.0,17.0,18.0,19.0,18 b,20.0,18.0
Annual,Females,From 25 to 64 years,Percentage,Romania,10.0,11.0,11.0,11.0,12.0,10.0,10.0,12.0,12.0,9.0,13 b,18.0,11.0
Annual,Females,From 25 to 64 years,Percentage,Sweden,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,9.0,10.0,12 b,10.0,10.0
Annual,Females,From 25 to 64 years,Percentage,Slovenia,8.0,6.0,6.0,10.0,8.0,12.0,7.0,7.0,9.0,8.0,19 b,18.0,17.0
Annual,Females,From 25 to 64 years,Percentage,Slovakia,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4 b,:,2.0
Annual,Females,From 25 to 64 years,Percentage,Türkiye,27.0,27.0,26.0,27.0,30.0,29.0,28.0,28.0,30.0,21.0,:,:,:
Annual,Females,From 25 to 64 years,Percentage,United Kingdom,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,:,:,:
Annual,Females,From 40 to 64 years,Percentage,Austria,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,4 b,3.0,3.0
Annual,Females,From 40 to 64 years,Percentage,Belgium,:,:,:,:,:,:,:,9.0,10.0,11.0,10 b,11.0,12.0
Annual,Females,From 40 to 64 years,Percentage,Bulgaria,13.0,16.0,12.0,13.0,14.0,8.0,12.0,7.0,7.0,14.0,10 b,12.0,:
Annual,Females,From 40 to 64 years,Percentage,Switzerland,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4 b,4.0,3.0
Annual,Females,From 40 to 64 years,Percentage,Cyprus,:,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,7 b,3.0,4.0
Annual,Females,From 40 to 64 years,Percentage,Czechia,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,11 b,17.0,4.0
Annual,Females,From 40 to 64 years,Percentage,Germany,:,:,:,:,:,:,:,:,:,:,7 b,7.0,7.0
Annual,Females,From 40 to 64 years,Percentage,Denmark,19.0,20.0,21.0,17.0,18.0,13.0,14.0,20.0,17.0,18.0,18 b,16.0,15.0
Annual,Females,From 40 to 64 years,Percentage,Estonia,:,5.0,5.0,10.0,7.0,10.0,9.0,9.0,7.0,10.0,7 b,10.0,7.0
Annual,Females,From 40 to 64 years,Percentage,Greece,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,19 b,24.0,25.0
Annual,Females,From 40 to 64 years,Percentage,Spain,10.0,10.0,11.0,12.0,12.0,12.0,13.0,13.0,12.0,14.0,18 b,17.0,18.0
Annual,Females,From 40 to 64 years,Percentage,Finland,7.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,9.0,11.0,12 b,11.0,9.0
Annual,Females,From 40 to 64 years,Percentage,France,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5 b,4.0,4.0
Annual,Females,From 40 to 64 years,Percentage,Croatia,:,:,:,:,:,:,:,:,6.0,4.0,: b,8.0,:
Annual,Females,From 40 to 64 years,Percentage,Hungary,3.0,4.0,4.0,3.0,3.0,12.0,13.0,11.0,14.0,16.0,11 b,6.0,15.0
Annual,Females,From 40 to 64 years,Percentage,Ireland,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,6 b,3.0,4.0
Annual,Females,From 40 to 64 years,Percentage,Iceland,:,:,17.0,15.0,19.0,15.0,15.0,17.0,17.0,13.0,16 b,14.0,18.0
Annual,Females,From 40 to 64 years,Percentage,Italy,5.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,7 b,4.0,3.0
Annual,Females,From 40 to 64 years,Percentage,Lithuania,5.0,4.0,7.0,6.0,16.0,9.0,6.0,2.0,4.0,4.0,27 b,34.0,42.0
Annual,Females,From 40 to 64 years,Percentage,Luxembourg,:,:,:,:,5.0,7.0,:,:,:,:,:,:,:
Annual,Females,From 40 to 64 years,Percentage,Latvia,31.0,33.0,26.0,29.0,32.0,22.0,28.0,37.0,26.0,37.0,38 b,34.0,47.0
Annual,Females,From 40 to 64 years,Percentage,North Macedonia,23.0,22.0,24.0,23.0,28.0,29.0,:,:,:,:,:,:,:
Annual,Females,From 40 to 64 years,Percentage,Malta,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,:,:,:,:,:
Annual,Females,From 40 to 64 years,Percentage,Netherlands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0 b,1.0,0.0
Annual,Females,From 40 to 64 years,Percentage,Norway,4.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,11 b,11.0,14.0
Annual,Females,From 40 to 64 years,Percentage,Poland,10.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6 b,5.0,4.0
Annual,Females,From 40 to 64 years,Percentage,Portugal,13.0,11.0,12.0,12.0,12.0,12.0,14.0,16.0,15.0,18.0,17 b,18.0,17.0
Annual,Females,From 40 to 64 years,Percentage,Romania,9.0,10.0,10.0,10.0,11.0,9.0,9.0,11.0,11.0,8.0,11 b,16.0,9.0
Annual,Females,From 40 to 64 years,Percentage,Sweden,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,10 b,8.0,8.0
Annual,Females,From 40 to 64 years,Percentage,Slovenia,7.0,3.0,5.0,8.0,6.0,8.0,6.0,5.0,6.0,6.0,17 b,15.0,14.0
Annual,Females,From 40 to 64 years,Percentage,Slovakia,1.0,:,:,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3 b,:,:
Annual,Females,From 40 to 64 years,Percentage,Türkiye,28.0,27.0,27.0,28.0,30.0,30.0,28.0,28.0,32.0,21.0,:,:,:
Annual,Females,From 40 to 64 years,Percentage,United Kingdom,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,:,:,:
Annual,Males,From 25 to 39 years,Percentage,Austria,19.0,18.0,17.0,16.0,15.0,14.0,17.0,19.0,19.0,18.0,12 b,12.0,9.0
Annual,Males,From 25 to 39 years,Percentage,Belgium,:,:,:,:,:,:,:,29.0,28.0,29.0,28 b,26.0,22.0
Annual,Males,From 25 to 39 years,Percentage,Bulgaria,19.0,30.0,15.0,10.0,16.0,20.0,16.0,11.0,12.0,14.0,14 b,14.0,:
Annual,Males,From 25 to 39 years,Percentage,Switzerland,13.0,14.0,16.0,13.0,12.0,11.0,14.0,12.0,10.0,12.0,13 b,12.0,12.0
Annual,Males,From 25 to 39 years,Percentage,Cyprus,6.0,9.0,7.0,7.0,9.0,7.0,10.0,7.0,7.0,5.0,16 b,:,6.0
Annual,Males,From 25 to 39 years,Percentage,Czechia,5.0,6.0,5.0,5.0,8.0,7.0,5.0,6.0,4.0,7.0,17 b,24.0,10.0
Annual,Males,From 25 to 39 years,Percentage,Germany,:,:,:,:,:,:,:,:,:,:,17 b,17.0,15.0
Annual,Males,From 25 to 39 years,Percentage,Denmark,23.0,19.0,21.0,22.0,21.0,19.0,25.0,22.0,24.0,24.0,20 b,17.0,15.0
Annual,Males,From 25 to 39 years,Percentage,Estonia,:,:,18.0,:,:,15.0,15.0,19.0,16.0,9.0,32 b,30.0,21.0
Annual,Males,From 25 to 39 years,Percentage,Greece,5.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,20 b,22.0,32.0
Annual,Males,From 25 to 39 years,Percentage,Spain,20.0,17.0,18.0,22.0,21.0,22.0,22.0,23.0,24.0,26.0,33 b,28.0,31.0
Annual,Males,From 25 to 39 years,Percentage,Finland,21.0,25.0,20.0,20.0,18.0,19.0,16.0,18.0,21.0,20.0,22 b,18.0,16.0
Annual,Males,From 25 to 39 years,Percentage,France,10.0,8.0,10.0,10.0,10.0,9.0,10.0,8.0,8.0,9.0,16 b,14.0,11.0
Annual,Males,From 25 to 39 years,Percentage,Croatia,:,:,:,:,:,22.0,:,12.0,:,:,: b,:,:
Annual,Males,From 25 to 39 years,Percentage,Hungary,12.0,10.0,8.0,7.0,8.0,26.0,21.0,18.0,22.0,34.0,23 b,16.0,23.0
Annual,Males,From 25 to 39 years,Percentage,Ireland,9.0,7.0,8.0,8.0,6.0,7.0,6.0,9.0,10.0,7.0,16 b,12.0,12.0
Annual,Males,From 25 to 39 years,Percentage,Iceland,:,:,32.0,29.0,34.0,31.0,27.0,32.0,35.0,34.0,44 b,25.0,34.0
Annual,Males,From 25 to 39 years,Percentage,Italy,15.0,11.0,17.0,16.0,14.0,12.0,13.0,12.0,12.0,11.0,18 b,15.0,12.0
Annual,Males,From 25 to 39 years,Percentage,Lithuania,6.0,15.0,14.0,9.0,26.0,18.0,12.0,:,13.0,20.0,52 b,36.0,27.0
Annual,Males,From 25 to 39 years,Percentage,Luxembourg,:,:,:,:,32.0,26.0,:,:,:,:,:,:,:
Annual,Males,From 25 to 39 years,Percentage,Latvia,34.0,39.0,31.0,42.0,46.0,62.0,51.0,46.0,37.0,55.0,53 b,52.0,50.0
Annual,Males,From 25 to 39 years,Percentage,North Macedonia,41.0,27.0,51.0,35.0,41.0,29.0,:,:,:,:,:,:,:
Annual,Males,From 25 to 39 years,Percentage,Malta,:,:,25.0,:,:,18.0,26.0,:,:,:,:,:,:
Annual,Males,From 25 to 39 years,Percentage,Netherlands,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,4 b,4.0,4.0
Annual,Males,From 25 to 39 years,Percentage,Norway,19.0,20.0,21.0,19.0,17.0,20.0,16.0,16.0,17.0,18.0,25 b,22.0,23.0
Annual,Males,From 25 to 39 years,Percentage,Poland,18.0,17.0,19.0,16.0,14.0,15.0,13.0,18.0,14.0,13.0,12 b,9.0,10.0
Annual,Males,From 25 to 39 years,Percentage,Portugal,25.0,26.0,25.0,28.0,26.0,28.0,30.0,31.0,37.0,31.0,31 b,35.0,30.0
Annual,Males,From 25 to 39 years,Percentage,Romania,15.0,11.0,14.0,15.0,20.0,15.0,12.0,15.0,16.0,14.0,29 b,20.0,22.0
Annual,Males,From 25 to 39 years,Percentage,Sweden,17.0,16.0,18.0,17.0,17.0,18.0,18.0,16.0,18.0,19.0,23 b,18.0,15.0
Annual,Males,From 25 to 39 years,Percentage,Slovenia,18.0,13.0,14.0,8.0,10.0,14.0,11.0,14.0,18.0,20.0,36 b,35.0,40.0
Annual,Males,From 25 to 39 years,Percentage,Slovakia,6.0,:,:,3.0,6.0,5.0,8.0,4.0,:,8.0,8 b,:,:
Annual,Males,From 25 to 39 years,Percentage,Türkiye,58.0,59.0,60.0,55.0,60.0,58.0,56.0,55.0,52.0,43.0,:,:,:
Annual,Males,From 25 to 39 years,Percentage,United Kingdom,8.0,10.0,8.0,9.0,10.0,8.0,8.0,8.0,9.0,5.0,:,:,:
Annual,Males,From 25 to 64 years,Percentage,Austria,19.0,19.0,16.0,15.0,15.0,14.0,17.0,18.0,18.0,18.0,11 b,10.0,7.0
Annual,Males,From 25 to 64 years,Percentage,Belgium,:,:,:,:,:,:,:,23.0,22.0,22.0,21 b,20.0,20.0
Annual,Males,From 25 to 64 years,Percentage,Bulgaria,15.0,18.0,15.0,13.0,17.0,20.0,16.0,11.0,12.0,12.0,15 b,13.0,8.0
Annual,Males,From 25 to 64 years,Percentage,Switzerland,13.0,13.0,14.0,12.0,10.0,10.0,12.0,11.0,9.0,11.0,11 b,10.0,10.0
Annual,Males,From 25 to 64 years,Percentage,Cyprus,5.0,6.0,6.0,6.0,7.0,7.0,8.0,5.0,6.0,4.0,13 b,3.0,5.0
Annual,Males,From 25 to 64 years,Percentage,Czechia,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,15 b,23.0,6.0
Annual,Males,From 25 to 64 years,Percentage,Germany,:,:,:,:,:,:,:,:,:,:,16 b,16.0,15.0
Annual,Males,From 25 to 64 years,Percentage,Denmark,25.0,23.0,23.0,21.0,20.0,18.0,22.0,22.0,22.0,22.0,21 b,18.0,16.0
Annual,Males,From 25 to 64 years,Percentage,Estonia,18.0,16.0,14.0,6.0,8.0,14.0,11.0,17.0,13.0,9.0,32 b,26.0,28.0
Annual,Males,From 25 to 64 years,Percentage,Greece,6.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,24 b,25.0,34.0
Annual,Males,From 25 to 64 years,Percentage,Spain,22.0,20.0,18.0,21.0,19.0,20.0,20.0,15.0,17.0,16.0,32 b,26.0,28.0
Annual,Males,From 25 to 64 years,Percentage,Finland,13.0,16.0,7.0,7.0,7.0,5.0,6.0,15.0,17.0,16.0,18 b,15.0,13.0
Annual,Males,From 25 to 64 years,Percentage,France,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,12 b,10.0,8.0
Annual,Males,From 25 to 64 years,Percentage,Croatia,:,:,:,:,7.0,16.0,:,:,:,:,8 b,:,:
Annual,Males,From 25 to 64 years,Percentage,Hungary,9.0,7.0,6.0,5.0,5.0,19.0,17.0,15.0,19.0,27.0,18 b,11.0,22.0
Annual,Males,From 25 to 64 years,Percentage,Ireland,7.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,14 b,8.0,8.0
Annual,Males,From 25 to 64 years,Percentage,Iceland,:,:,26.0,25.0,32.0,28.0,25.0,28.0,35.0,29.0,41 b,22.0,29.0
Annual,Males,From 25 to 64 years,Percentage,Italy,14.0,11.0,16.0,15.0,13.0,11.0,11.0,10.0,10.0,10.0,16 b,11.0,9.0
Annual,Males,From 25 to 64 years,Percentage,Lithuania,7.0,10.0,11.0,10.0,25.0,12.0,8.0,5.0,7.0,14.0,40 b,33.0,30.0
Annual,Males,From 25 to 64 years,Percentage,Luxembourg,:,:,:,:,22.0,20.0,:,:,:,:,:,:,:
Annual,Males,From 25 to 64 years,Percentage,Latvia,30.0,41.0,31.0,36.0,40.0,50.0,42.0,43.0,38.0,56.0,56 b,48.0,51.0
Annual,Males,From 25 to 64 years,Percentage,North Macedonia,30.0,31.0,36.0,31.0,40.0,38.0,:,:,:,:,:,:,:
Annual,Males,From 25 to 64 years,Percentage,Malta,13.0,:,24.0,14.0,12.0,13.0,18.0,19.0,:,:,:,:,:
Annual,Males,From 25 to 64 years,Percentage,Netherlands,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,2 b,2.0,2.0
Annual,Males,From 25 to 64 years,Percentage,Norway,17.0,16.0,16.0,15.0,15.0,15.0,13.0,13.0,14.0,15.0,22 b,20.0,20.0
Annual,Males,From 25 to 64 years,Percentage,Poland,15.0,14.0,16.0,13.0,11.0,12.0,9.0,13.0,10.0,11.0,10 b,6.0,9.0
Annual,Males,From 25 to 64 years,Percentage,Portugal,23.0,22.0,20.0,23.0,24.0,24.0,24.0,27.0,29.0,29.0,30 b,30.0,26.0
Annual,Males,From 25 to 64 years,Percentage,Romania,14.0,12.0,12.0,12.0,16.0,12.0,12.0,12.0,14.0,13.0,21 b,15.0,16.0
Annual,Males,From 25 to 64 years,Percentage,Sweden,13.0,12.0,13.0,12.0,12.0,13.0,14.0,12.0,13.0,14.0,18 b,14.0,12.0
Annual,Males,From 25 to 64 years,Percentage,Slovenia,13.0,14.0,11.0,7.0,8.0,10.0,9.0,10.0,13.0,15.0,32 b,28.0,33.0
Annual,Males,From 25 to 64 years,Percentage,Slovakia,4.0,:,:,2.0,4.0,3.0,4.0,2.0,2.0,6.0,7 b,:,:
Annual,Males,From 25 to 64 years,Percentage,Türkiye,55.0,54.0,53.0,52.0,53.0,54.0,53.0,51.0,50.0,38.0,:,:,:
Annual,Males,From 25 to 64 years,Percentage,United Kingdom,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,:,:,:
Annual,Males,From 40 to 64 years,Percentage,Austria,19.0,20.0,14.0,14.0,15.0,13.0,17.0,17.0,18.0,18.0,10 b,8.0,5.0
Annual,Males,From 40 to 64 years,Percentage,Belgium,:,:,:,:,:,:,:,20.0,19.0,19.0,18 b,18.0,19.0
Annual,Males,From 40 to 64 years,Percentage,Bulgaria,13.0,12.0,15.0,15.0,18.0,19.0,16.0,11.0,12.0,10.0,15 b,12.0,6.0
Annual,Males,From 40 to 64 years,Percentage,Switzerland,13.0,12.0,14.0,12.0,9.0,10.0,11.0,10.0,9.0,10.0,10 b,9.0,9.0
Annual,Males,From 40 to 64 years,Percentage,Cyprus,5.0,4.0,4.0,5.0,6.0,7.0,5.0,3.0,5.0,3.0,11 b,4.0,4.0
Annual,Males,From 40 to 64 years,Percentage,Czechia,:,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,15 b,22.0,4.0
Annual,Males,From 40 to 64 years,Percentage,Germany,:,:,:,:,:,:,:,:,:,:,15 b,15.0,15.0
Annual,Males,From 40 to 64 years,Percentage,Denmark,26.0,25.0,24.0,21.0,20.0,17.0,20.0,23.0,20.0,21.0,22 b,19.0,16.0
Annual,Males,From 40 to 64 years,Percentage,Estonia,21.0,13.0,12.0,6.0,8.0,14.0,9.0,15.0,11.0,8.0,15 b,17.0,15.0
Annual,Males,From 40 to 64 years,Percentage,Greece,7.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,28 b,27.0,35.0
Annual,Males,From 40 to 64 years,Percentage,Spain,23.0,22.0,17.0,21.0,18.0,19.0,19.0,21.0,20.0,24.0,31 b,25.0,26.0
Annual,Males,From 40 to 64 years,Percentage,Finland,9.0,11.0,10.0,11.0,11.0,11.0,11.0,13.0,14.0,13.0,16 b,13.0,12.0
Annual,Males,From 40 to 64 years,Percentage,France,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,10 b,8.0,7.0
Annual,Males,From 40 to 64 years,Percentage,Croatia,:,:,:,:,:,12.0,:,:,:,:,6 b,:,:
Annual,Males,From 40 to 64 years,Percentage,Hungary,7.0,5.0,5.0,4.0,4.0,16.0,14.0,13.0,18.0,25.0,15 b,8.0,21.0
Annual,Males,From 40 to 64 years,Percentage,Ireland,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,14 b,7.0,6.0
Annual,Males,From 40 to 64 years,Percentage,Iceland,:,:,22.0,22.0,31.0,26.0,24.0,26.0,34.0,25.0,39 b,20.0,26.0
Annual,Males,From 40 to 64 years,Percentage,Italy,13.0,11.0,15.0,14.0,12.0,10.0,11.0,9.0,9.0,10.0,16 b,9.0,7.0
