Time frequency,Sex,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Females,From 25 to 39 years,Percentage,Austria,7.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,5 b,5.0,5.0
Annual,Females,From 25 to 39 years,Percentage,Belgium,:,:,:,:,:,:,:,14.0,16.0,18.0,16 b,17.0,14.0
Annual,Females,From 25 to 39 years,Percentage,Bulgaria,:,18.0,12.0,9.0,13.0,9.0,13.0,7.0,7.0,17.0,: b,13.0,:
Annual,Females,From 25 to 39 years,Percentage,Switzerland,5.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5 b,5.0,5.0
Annual,Females,From 25 to 39 years,Percentage,Cyprus,3.0,:,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,11 b,3.0,5.0
Annual,Females,From 25 to 39 years,Percentage,Czechia,6.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,13 b,19.0,10.0
Annual,Females,From 25 to 39 years,Percentage,Germany,:,:,:,:,:,:,:,:,:,:,9 b,9.0,7.0
Annual,Females,From 25 to 39 years,Percentage,Denmark,18.0,21.0,19.0,18.0,18.0,15.0,19.0,19.0,20.0,20.0,16 b,14.0,14.0
Annual,Females,From 25 to 39 years,Percentage,Estonia,13.0,8.0,:,10.0,:,11.0,16.0,12.0,11.0,11.0,19 b,20.0,12.0
Annual,Females,From 25 to 39 years,Percentage,Greece,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,13 b,19.0,22.0
Annual,Females,From 25 to 39 years,Percentage,Spain,13.0,13.0,12.0,13.0,14.0,15.0,16.0,15.0,16.0,15.0,20 b,20.0,22.0
Annual,Females,From 25 to 39 years,Percentage,Finland,18.0,18.0,18.0,15.0,15.0,15.0,16.0,14.0,16.0,17.0,17 b,15.0,12.0
Annual,Females,From 25 to 39 years,Percentage,France,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,8 b,7.0,7.0
Annual,Females,From 25 to 39 years,Percentage,Croatia,:,:,:,:,:,:,:,13.0,:,:,: b,22.0,22.0
Annual,Females,From 25 to 39 years,Percentage,Hungary,6.0,7.0,6.0,5.0,7.0,20.0,19.0,16.0,17.0,24.0,18 b,13.0,16.0
Annual,Females,From 25 to 39 years,Percentage,Ireland,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,6.0,4.0,7 b,7.0,8.0
Annual,Females,From 25 to 39 years,Percentage,Iceland,:,:,26.0,20.0,21.0,18.0,18.0,22.0,17.0,19.0,19 b,18.0,24.0
Annual,Females,From 25 to 39 years,Percentage,Italy,6.0,5.0,6.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,9 b,7.0,6.0
Annual,Females,From 25 to 39 years,Percentage,Lithuania,:,:,10.0,6.0,18.0,16.0,11.0,5.0,9.0,9.0,43 b,38.0,37.0
Annual,Females,From 25 to 39 years,Percentage,Luxembourg,:,:,:,:,10.0,9.0,:,:,:,:,:,:,:
Annual,Females,From 25 to 39 years,Percentage,Latvia,35.0,32.0,26.0,38.0,40.0,37.0,39.0,40.0,26.0,35.0,34 b,40.0,47.0
Annual,Females,From 25 to 39 years,Percentage,North Macedonia,35.0,26.0,42.0,25.0,36.0,28.0,:,:,:,:,:,:,:
Annual,Females,From 25 to 39 years,Percentage,Malta,:,12.0,8.0,:,5.0,7.0,:,:,:,:,:,:,:
Annual,Females,From 25 to 39 years,Percentage,Netherlands,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2 b,2.0,1.0
Annual,Females,From 25 to 39 years,Percentage,Norway,9.0,10.0,8.0,9.0,7.0,9.0,9.0,9.0,9.0,10.0,13 b,15.0,17.0
Annual,Females,From 25 to 39 years,Percentage,Poland,14.0,13.0,12.0,9.0,9.0,8.0,12.0,10.0,9.0,8.0,9 b,8.0,6.0
Annual,Females,From 25 to 39 years,Percentage,Portugal,20.0,13.0,18.0,17.0,14.0,17.0,20.0,20.0,23.0,21.0,19 b,24.0,22.0
