Time frequency,Unit of measure,Rail network segment (2010),Train category\Time,2010.0
Annual,Number,St. Hr.  (Km 286. 5 ) - Cadca,Goods trains,4524.0
Annual,Number,St. Hr.  (Km 286. 5 ) - Cadca,Other trains,259.0
Annual,Number,St. Hr.  (Km 286. 5 ) - Cadca,Passenger trains,5619.0
Annual,Number,Cadca - Zilina,Goods trains,6307.0
Annual,Number,Cadca - Zilina,Other trains,259.0
Annual,Number,Cadca - Zilina,Passenger trains,8235.0
Annual,Number,Zilina - Vrutky,Goods trains,7973.0
Annual,Number,Zilina - Vrutky,Other trains,367.0
Annual,Number,Zilina - Vrutky,Passenger trains,12320.0
Annual,Number,Vrutky - Kralovany,Goods trains,6767.0
Annual,Number,Vrutky - Kralovany,Other trains,367.0
Annual,Number,Vrutky - Kralovany,Passenger trains,10975.0
Annual,Number,Kralovany - Liptovsky Mikulas,Goods trains,7058.0
Annual,Number,Kralovany - Liptovsky Mikulas,Other trains,367.0
Annual,Number,Kralovany - Liptovsky Mikulas,Passenger trains,10453.0
Annual,Number,Liptovsky Mikulas - Strba,Goods trains,6318.0
Annual,Number,Liptovsky Mikulas - Strba,Other trains,367.0
Annual,Number,Liptovsky Mikulas - Strba,Passenger trains,9321.0
Annual,Number,Strba - Poprad ? Tatry,Goods trains,6472.0
Annual,Number,Strba - Poprad ? Tatry,Other trains,367.0
Annual,Number,Strba - Poprad ? Tatry,Passenger trains,10166.0
Annual,Number,Poprad - Tatry - Spisska Nova Ves,Goods trains,7704.0
Annual,Number,Poprad - Tatry - Spisska Nova Ves,Other trains,438.0
Annual,Number,Poprad - Tatry - Spisska Nova Ves,Passenger trains,9835.0
Annual,Number,Spisska Nova Ves - Margecany,Goods trains,6053.0
Annual,Number,Spisska Nova Ves - Margecany,Other trains,439.0
Annual,Number,Spisska Nova Ves - Margecany,Passenger trains,10445.0
Annual,Number,Margecany - Kysak,Goods trains,6068.0
Annual,Number,Margecany - Kysak,Other trains,438.0
Annual,Number,Margecany - Kysak,Passenger trains,9715.0
Annual,Number,Kysak - Kosice,Goods trains,10759.0
Annual,Number,Kysak - Kosice,Other trains,438.0
Annual,Number,Kysak - Kosice,Passenger trains,15940.0
Annual,Number,Kosice - Michalany,Goods trains,5318.0
Annual,Number,Kosice - Michalany,Other trains,427.0
Annual,Number,Kosice - Michalany,Passenger trains,6498.0
Annual,Number,Michalany - Cierna Nad Tisou,Goods trains,4261.0
Annual,Number,Michalany - Cierna Nad Tisou,Other trains,427.0
Annual,Number,Michalany - Cierna Nad Tisou,Passenger trains,3905.0
Annual,Number,Cierna Nad Tisou - Cierna Nad Tisou St.Hr.,Goods trains,891.0
Annual,Number,Cierna Nad Tisou - Cierna Nad Tisou St.Hr.,Other trains,427.0
Annual,Number,Cierna Nad Tisou - Cierna Nad Tisou St.Hr.,Passenger trains,730.0
Annual,Number,Bratislava Hl.St. - Bratislava - Vajnory,Goods trains,687.0
Annual,Number,Bratislava Hl.St. - Bratislava - Vajnory,Other trains,287.0
Annual,Number,Bratislava Hl.St. - Bratislava - Vajnory,Passenger trains,10447.0
Annual,Number,Bratislava - Vajnory - Galanta,Goods trains,5268.0
Annual,Number,Bratislava - Vajnory - Galanta,Other trains,287.0
Annual,Number,Bratislava - Vajnory - Galanta,Passenger trains,10747.0
Annual,Number,Galanta - Palarikovo,Goods trains,3886.0
Annual,Number,Galanta - Palarikovo,Other trains,287.0
Annual,Number,Galanta - Palarikovo,Passenger trains,11138.0
Annual,Number,Palarikovo - Nove Zamky,Goods trains,2737.0
Annual,Number,Palarikovo - Nove Zamky,Other trains,287.0
Annual,Number,Palarikovo - Nove Zamky,Passenger trains,8606.0
Annual,Number,Nove Zamky - Sturovo,Goods trains,1256.0
Annual,Number,Nove Zamky - Sturovo,Other trains,287.0
Annual,Number,Nove Zamky - Sturovo,Passenger trains,6234.0
Annual,Number,Sturovo - Sturovo St.Hr.,Goods trains,787.0
Annual,Number,Sturovo - Sturovo St.Hr.,Other trains,287.0
Annual,Number,Sturovo - Sturovo St.Hr.,Passenger trains,2920.0
Annual,Number,Kuty St.Hr. - Kuty,Goods trains,4893.0
Annual,Number,Kuty St.Hr. - Kuty,Other trains,274.0
Annual,Number,Kuty St.Hr. - Kuty,Passenger trains,7088.0
Annual,Number,Kuty - Devinska Nova Ves,Goods trains,5976.0
Annual,Number,Kuty - Devinska Nova Ves,Other trains,274.0
Annual,Number,Kuty - Devinska Nova Ves,Passenger trains,7747.0
Annual,Number,Devinska Nova Ves - Bratislava Hl.St.,Goods trains,6105.0
Annual,Number,Devinska Nova Ves - Bratislava Hl.St.,Other trains,274.0
Annual,Number,Devinska Nova Ves - Bratislava Hl.St.,Passenger trains,11475.0
Annual,Number,Nove Zamky - Komarno,Goods trains,1496.0
Annual,Number,Nove Zamky - Komarno,Other trains,179.0
Annual,Number,Nove Zamky - Komarno,Passenger trains,4182.0
Annual,Number,Komarno - Komarno St.Hr.,Goods trains,0.0
Annual,Number,Komarno - Komarno St.Hr.,Other trains,0.0
Annual,Number,Komarno - Komarno St.Hr.,Passenger trains,0.0
Annual,Number,Zilina - Puchov*1,Goods trains,4676.0
Annual,Number,Zilina - Puchov*1,Other trains,223.0
Annual,Number,Zilina - Puchov*1,Passenger trains,11623.0
Annual,Number,Puchov - Trencianska Tepla,Goods trains,3445.0
Annual,Number,Puchov - Trencianska Tepla,Other trains,231.0
Annual,Number,Puchov - Trencianska Tepla,Passenger trains,10119.0
Annual,Number,Trencianska Tepla - Trencin,Goods trains,3479.0
Annual,Number,Trencianska Tepla - Trencin,Other trains,231.0
Annual,Number,Trencianska Tepla - Trencin,Passenger trains,10373.0
Annual,Number,Trencin - Nove Mesto Nad Vahom,Goods trains,3133.0
Annual,Number,Trencin - Nove Mesto Nad Vahom,Other trains,231.0
Annual,Number,Trencin - Nove Mesto Nad Vahom,Passenger trains,10167.0
Annual,Number,Nove Mesto Nad Vahom - Leopoldov,Goods trains,3230.0
Annual,Number,Nove Mesto Nad Vahom - Leopoldov,Other trains,231.0
Annual,Number,Nove Mesto Nad Vahom - Leopoldov,Passenger trains,8921.0
Annual,Number,Leopoldov - Trnava,Goods trains,1516.0
Annual,Number,Leopoldov - Trnava,Other trains,231.0
Annual,Number,Leopoldov - Trnava,Passenger trains,11873.0
Annual,Number,Trnava - Bratislava ? Raca,Goods trains,2853.0
Annual,Number,Trnava - Bratislava ? Raca,Other trains,237.0
Annual,Number,Trnava - Bratislava ? Raca,Passenger trains,13175.0
Annual,Number,Bratislava - Raca - Bratislava Hl.St.,Goods trains,1866.0
Annual,Number,Bratislava - Raca - Bratislava Hl.St.,Other trains,237.0
Annual,Number,Bratislava - Raca - Bratislava Hl.St.,Passenger trains,11275.0
Annual,Number,Leopoldov - Sered,Goods trains,829.0
Annual,Number,Leopoldov - Sered,Other trains,169.0
Annual,Number,Leopoldov - Sered,Passenger trains,741.0
Annual,Number,Sered - Galanta,Goods trains,837.0
Annual,Number,Sered - Galanta,Other trains,169.0
Annual,Number,Sered - Galanta,Passenger trains,4873.0
Annual,Number,Bratislava Hl.St. - Bratislava - Nove Mesto,Goods trains,1701.0
Annual,Number,Bratislava Hl.St. - Bratislava - Nove Mesto,Other trains,0.0
Annual,Number,Bratislava Hl.St. - Bratislava - Nove Mesto,Passenger trains,5818.0
Annual,Number,Bratislava - Nove Mesto - Bratislava Uns,Goods trains,7163.0
Annual,Number,Bratislava - Nove Mesto - Bratislava Uns,Other trains,116.0
Annual,Number,Bratislava - Nove Mesto - Bratislava Uns,Passenger trains,1557.0
Annual,Number,Bratislava Uns - Rusovce,Goods trains,2886.0
Annual,Number,Bratislava Uns - Rusovce,Other trains,116.0
Annual,Number,Bratislava Uns - Rusovce,Passenger trains,1051.0
