Time frequency,Currency,prod_ani,geo\TIME_PERIOD,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Euro,11120000.0,AT,341.0,351.83,334.43,339.23,343.89,360.09,359.49,362.49,349.89,361.1,378.41,386.44
Annual,Euro,11120000.0,BE,180.73,182.09,168.85,156.8,144.6,152.0,156.68,165.71,173.71,179.88,191.64,418.34
Annual,Euro,11120000.0,BG,137.8,134.58,148.29,153.53,133.51,125.72,130.47,148.23,152.15,160.31,200.66,213.69
Annual,Euro,11120000.0,CY,350.0,350.0,350.0,312.53,307.13,304.61,306.94,305.3,335.99,341.29,365.63,412.81
Annual,Euro,11120000.0,CZ,243.63,211.12,173.05,187.8,204.63,227.72,236.6,208.26,151.92,155.89,199.18,223.3
Annual,Euro,11120000.0,DE,:,:,:,:,:,:,248.4,230.3,267.3,289.44,325.79,328.36
Annual,Euro,11120000.0,EL,260.11,258.38,260.67,395.7,390.01,394.65,398.41,395.91,401.84,405.32,473.09,552.16
Annual,Euro,11120000.0,ES,228.07,231.14,:,218.22,224.83,228.35,236.55,226.25,252.65,265.98,286.22,369.07
Annual,Euro,11120000.0,FR,347.39,352.77,338.3,337.9,324.8,:,:,:,:,:,:,:
Annual,Euro,11120000.0,HR,287.7,267.2,256.72,262.67,263.01,265.4,273.44,302.15,305.87,315.81,359.1,394.26
Annual,Euro,11120000.0,HU,295.06,169.88,146.42,148.99,158.26,154.47,152.24,180.87,137.97,167.98,267.63,281.11
Annual,Euro,11120000.0,IE,:,:,:,:,:,:,:,:,:,176.26,:,:
Annual,Euro,11120000.0,IT,288.4,278.81,308.39,312.4,313.22,316.17,320.82,317.82,314.31,318.08,327.96,362.9
Annual,Euro,11120000.0,LT,167.47,174.06,160.94,124.76,143.53,144.52,146.58,149.42,180.63,193.45,185.82,181.64
Annual,Euro,11120000.0,LU,355.8,372.9,380.0,368.8,361.7,375.8,364.0,394.1,437.2,457.3,463.74,469.1
Annual,Euro,11120000.0,LV,111.43,110.47,95.94,92.77,93.91,101.04,106.53,104.18,101.51,109.26,145.42,135.83
Annual,Euro,11120000.0,MT,322.81,321.81,322.81,322.8,319.93,227.45,245.13,245.1,245.1,245.1,374.32,425.14
Annual,Euro,11120000.0,NL,276.0,288.0,285.0,279.0,264.0,273.0,267.0,240.0,219.0,246.0,309.0,324.0
Annual,Euro,11120000.0,PL,251.93,231.23,228.62,230.66,224.17,235.8,241.85,239.95 p,229.98 p,236.56 p,263.78,279.05
Annual,Euro,11120000.0,PT,202.66,209.53,215.8,213.02,210.61,215.21,226.28,225.73,212.55,219.92,230.15,238.23
Annual,Euro,11120000.0,RO,130.51,140.98,141.55,133.4,123.37,135.92,155.35,154.47,160.8,161.13,:,:
Annual,Euro,11120000.0,SI,226.85,233.47,234.02,232.15,229.44,222.45,219.03,223.67,223.27,223.42,229.26,231.23
Annual,Euro,11120000.0,SK,244.0,223.0,211.0,216.0,206.0,213.0,230.86,232.21,217.46,236.74,256.28,268.05
