Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of total population,Veri,:,:,:,62.0,54.3,55.4,45.6,46.7,:,:
Annual,Percentage of total population,Qender,:,:,:,56.6,54.3,49.2,45.4,46.6,:,:
Annual,Percentage of total population,Jug,:,:,:,57.7,53.2,48.4,47.8,46.5,:,:
Annual,Percentage of total population,Burgenland,:,:,:,:,:,:,:,13.0,7.3,12.3
Annual,Percentage of total population,Niederösterreich,:,:,:,:,:,:,:,15.2,16.2,13.2
Annual,Percentage of total population,Wien,:,:,:,:,:,:,:,26.3,26.2,29.5
Annual,Percentage of total population,Kärnten,:,:,:,:,:,:,:,15.6,14.9,17.2
Annual,Percentage of total population,Steiermark,:,:,:,:,:,:,:,15.3,16.8,15.2
Annual,Percentage of total population,Oberösterreich,:,:,:,:,:,:,:,11.2,11.9,14.6
Annual,Percentage of total population,Salzburg,:,:,:,:,:,:,:,14.3,11.2,12.1
Annual,Percentage of total population,Tirol,:,:,:,:,:,:,:,18.2,19.2,14.3
Annual,Percentage of total population,Vorarlberg,:,:,:,:,:,:,:,19.4,21.6,18.6
Annual,Percentage of total population,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,:,:,:,:,:,:,:,35.3,38.8,37.6
Annual,Percentage of total population,Prov. Antwerpen,:,:,:,:,:,:,:,15.8,14.0,14.9
Annual,Percentage of total population,Prov. Limburg (BE),:,:,:,:,:,:,:,13.4,11.5,11.4
Annual,Percentage of total population,Prov. Oost-Vlaanderen,:,:,:,:,:,:,:,11.3,10.1,11.5
Annual,Percentage of total population,Prov. Vlaams-Brabant,:,:,:,:,:,:,:,10.3,9.5,10.8
Annual,Percentage of total population,Prov. West-Vlaanderen,:,:,:,:,:,:,:,9.6,9.4,10.6
Annual,Percentage of total population,Prov. Brabant wallon,:,:,:,:,:,:,:,20.7,22.5,20.9
Annual,Percentage of total population,Prov. Hainaut,:,:,:,:,:,:,:,29.1,30.2,28.0
Annual,Percentage of total population,Prov. Liège,:,:,:,:,:,:,:,23.3,24.2,22.6
Annual,Percentage of total population,Prov. Luxembourg (BE),:,:,:,:,:,:,:,22.9,22.5,20.6
Annual,Percentage of total population,Prov. Namur,:,:,:,:,:,:,:,21.9,22.2,20.7
Annual,Percentage of total population,Severozapaden,:,43.1,46.5 b,47.4,42.0,41.6,44.2,41.4,41.4,37.0
Annual,Percentage of total population,Severen tsentralen,:,48.8,47.9 b,43.0,34.5,37.6,39.2,34.6,37.5,38.2
Annual,Percentage of total population,Severoiztochen,:,47.7,45.1 b,40.4,34.5,33.7,30.9,29.6,28.7,28.6
Annual,Percentage of total population,Yugoiztochen,:,46.1,42.9 b,39.9,36.2,37.9,40.7,37.9,35.2,32.8
Annual,Percentage of total population,Yugozapaden,:,32.9,30.0 b,26.0,22.8,22.7,21.3,21.4,22.2,20.3
Annual,Percentage of total population,Yuzhen tsentralen,:,50.6,46.5 b,45.0,39.2,38.1,39.4,37.1,39.7,35.8
Annual,Percentage of total population,Région lémanique,17.4,18.1,21.0,20.4,21.2,26.1,24.4,26.6,18.8,20.1
Annual,Percentage of total population,Espace Mittelland,20.1,19.4,20.8,19.7,19.1,21.1,19.4,16.3,22.1,21.9
Annual,Percentage of total population,Nordwestschweiz,16.9,15.0,15.0,17.3,18.2,18.8,21.7,15.1,20.2,19.8
Annual,Percentage of total population,Zürich,11.1,14.2,13.6,14.3,11.9,13.1,12.2,13.1,14.7,15.4
Annual,Percentage of total population,Ostschweiz,16.4,18.6,15.7,17.9,17.7,17.2,15.3,16.0,18.9,15.7
Annual,Percentage of total population,Zentralschweiz,13.2,19.1,13.2,13.6,12.5,14.2,14.1,13.3,12.6,18.6
Annual,Percentage of total population,Ticino,29.0,35.4,34.1,34.0,30.2,26.7,24.2,26.1,27.9,35.1
Annual,Percentage of total population,Praha,:,9.2,9.7,9.8,8.3,7.7,8.1,9.2,8.9,10.2
Annual,Percentage of total population,Střední Čechy,:,9.3,9.9,11.0,9.4,9.6,9.1,7.3,8.7,10.2
Annual,Percentage of total population,Jihozápad,:,10.6,10.3,9.3,9.4,9.3,8.2,9.7,10.9,10.0
Annual,Percentage of total population,Severozápad,:,20.2,17.9,16.1,17.0,19.7,17.4,14.0,17.2,15.8
Annual,Percentage of total population,Severovýchod,:,9.9,10.1,10.1,11.6,12.4,12.3,11.8,11.4,10.3
Annual,Percentage of total population,Jihovýchod,:,11.7,10.3,11.0,11.3,11.9,10.8,8.7,11.7,11.9
Annual,Percentage of total population,Střední Morava,:,13.7,11.9,11.2,12.5,12.8,13.8,11.5,11.4,11.5
Annual,Percentage of total population,Moravskoslezsko,:,21.6,21.0,19.7,16.0,15.1,13.8,15.0,15.5,17.6
Annual,Percentage of total population,Stuttgart,:,:,:,:,:,:,:,14.5,16.2,17.1
Annual,Percentage of total population,Karlsruhe,:,:,:,:,:,:,:,17.2,18.1,20.5
Annual,Percentage of total population,Freiburg,:,:,:,:,:,:,:,15.7,17.3,19.4
Annual,Percentage of total population,Tübingen,:,:,:,:,:,:,:,15.6,16.6,15.7
Annual,Percentage of total population,Oberbayern,:,:,:,:,:,:,:,14.5,14.3,14.9
Annual,Percentage of total population,Niederbayern,:,:,:,:,:,:,:,17.5,14.9,17.3
Annual,Percentage of total population,Oberpfalz,:,:,:,:,:,:,:,18.6,14.6,12.9
Annual,Percentage of total population,Oberfranken,:,:,:,:,:,:,:,17.9,15.4,18.1
Annual,Percentage of total population,Mittelfranken,:,:,:,:,:,:,:,18.0,19.6,19.6
Annual,Percentage of total population,Unterfranken,:,:,:,:,:,:,:,20.8,18.3,15.7
Annual,Percentage of total population,Schwaben,:,:,:,:,:,:,:,15.9,16.9,16.0
Annual,Percentage of total population,Berlin,:,:,:,:,:,:,:,24.6,22.1,21.5
Annual,Percentage of total population,Brandenburg,:,:,:,:,:,:,:,19.6,17.7,20.0
Annual,Percentage of total population,Bremen,:,:,:,:,:,:,:,37.3,32.4,32.3
Annual,Percentage of total population,Hamburg,:,:,:,:,:,:,:,25.0,26.3,25.6
Annual,Percentage of total population,Darmstadt,:,:,:,:,:,:,:,24.3,22.6,22.0
Annual,Percentage of total population,Gießen,:,:,:,:,:,:,:,19.2,24.6,25.0
Annual,Percentage of total population,Kassel,:,:,:,:,:,:,:,24.7,27.5,24.1
Annual,Percentage of total population,Mecklenburg-Vorpommern,:,:,:,:,:,:,:,18.8,23.6,23.9
Annual,Percentage of total population,Braunschweig,:,:,:,:,:,:,:,24.3,23.4,23.0
Annual,Percentage of total population,Hannover,:,:,:,:,:,:,:,21.7,25.4,24.5
Annual,Percentage of total population,Lüneburg,:,:,:,:,:,:,:,20.8,19.5,19.9
Annual,Percentage of total population,Weser-Ems,:,:,:,:,:,:,:,24.9,24.2,22.8
Annual,Percentage of total population,Düsseldorf,:,:,:,:,:,:,:,26.7,28.9,26.2
Annual,Percentage of total population,Köln,:,:,:,:,:,:,:,21.0,23.3,24.9
Annual,Percentage of total population,Münster,:,:,:,:,:,:,:,24.8,23.6,27.9
Annual,Percentage of total population,Detmold,:,:,:,:,:,:,:,26.5,20.2,22.3
Annual,Percentage of total population,Arnsberg,:,:,:,:,:,:,:,21.7,27.8,23.8
Annual,Percentage of total population,Koblenz,:,:,:,:,:,:,:,21.1,23.5,19.8
Annual,Percentage of total population,Trier,:,:,:,:,:,:,:,12.6,11.8,13.5
Annual,Percentage of total population,Rheinhessen-Pfalz,:,:,:,:,:,:,:,23.0,16.7,21.7
Annual,Percentage of total population,Saarland,:,:,:,:,:,:,:,22.6,22.7,20.8
Annual,Percentage of total population,Dresden,:,:,:,:,:,:,:,15.7,15.5,16.2
Annual,Percentage of total population,Chemnitz,:,:,:,:,:,:,:,18.9,18.9,23.3
Annual,Percentage of total population,Leipzig,:,:,:,:,:,:,:,25.2,21.2,20.1
Annual,Percentage of total population,Sachsen-Anhalt,:,:,:,:,:,:,:,23.4,25.3,28.2
Annual,Percentage of total population,Schleswig-Holstein,:,:,:,:,:,:,:,20.6,20.0,19.4
Annual,Percentage of total population,Thüringen,:,:,:,:,:,:,:,22.9,21.0,22.1
Annual,Percentage of total population,Hovedstaden,:,19.4,18.9,18.9,19.6,18.2,18.0 b,18.2,18.1,17.9
Annual,Percentage of total population,Sjælland,:,14.8,17.3,17.9,16.8,14.3,13.4 b,14.3,14.8,16.7
Annual,Percentage of total population,Syddanmark,:,18.6,17.1,17.6,15.7,18.1,17.3 b,16.8,18.6,16.7
Annual,Percentage of total population,Midtjylland,:,18.1,16.2,16.0,15.8,17.0,16.8 b,17.8,16.7,18.7
Annual,Percentage of total population,Nordjylland,:,22.3,17.5,18.4,19.2,17.7,16.8 b,18.1,15.1,20.7
Annual,Percentage of total population,Attiki,:,:,:,:,27.0,24.5,21.8,21.6,21.8,22.7
Annual,Percentage of total population,Voreio Aigaio,:,:,:,:,31.9,30.7,28.5,28.1,27.8,30.4
Annual,Percentage of total population,Notio Aigaio,:,:,:,:,31.6,30.1,23.3,23.2,22.6,20.5
Annual,Percentage of total population,Kriti,:,:,:,:,34.8,30.5,26.5,28.8,17.8,18.5
Annual,Percentage of total population,"Anatoliki Makedonia, Thraki",:,:,:,:,33.5,34.0,33.5,35.3,32.3,31.9
Annual,Percentage of total population,Kentriki Makedonia,:,:,:,:,29.3,30.6,29.5,33.7,30.4,29.6
Annual,Percentage of total population,Dytiki Makedonia,:,:,:,:,36.5,33.6,32.8,28.9,29.8,32.7
Annual,Percentage of total population,Ipeiros,:,:,:,:,31.1,26.8,26.2,28.0,19.7,20.1
Annual,Percentage of total population,Thessalia,:,:,:,:,32.9,28.3,28.5,26.1,24.2,24.7
Annual,Percentage of total population,Ionia Nisia,:,:,:,:,26.2,22.3,15.7,29.4,31.8,27.7
Annual,Percentage of total population,Dytiki Elláda,:,:,:,:,41.1,39.8,43.7,42.0,37.2,35.2
Annual,Percentage of total population,Sterea Elláda,:,:,:,:,28.7,28.3,28.3,30.8,31.8,22.8
Annual,Percentage of total population,Peloponnisos,:,:,:,:,29.2,35.1,33.4,35.8,36.9,35.7
Annual,Percentage of total population,Galicia,:,24.9,25.3,23.0,24.1,24.2,25.3,25.2,23.6,25.5
