Time frequency,Tenure status,Unit of measure,Geopolitical entity (reporting)\Time,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Total,Percentage,European Union - 28 countries (2013-2020),:,:,:,:,:,21.1,:,:,:,:
Annual,Total,Percentage,Finland,:,16.9,16.5,16.0,16.6,14.5 b,14.9,14.2,16.3 b,15.8
Annual,Total,Percentage,France,:,18.4,18.7,17.8,17.9,18.8,19.0 b,19.0,20.7 b,20.4
Annual,Total,Percentage,Croatia,25.5,24.4,23.5,23.7,22.1,20.8,20.5,20.9,19.9,20.7 b
Annual,Total,Percentage,Hungary,:,30.8,28.6,25.9,20.6,20.0,19.4,19.4,18.4,19.7
Annual,Total,Percentage,Ireland,:,25.2,23.8,22.4,20.8,20.2 b,19.1 b,19.6,19.6,19.2
Annual,Total,Percentage,Iceland,:,12.6,11.8,12.6,11.3,11.5,:,:,:,:
Annual,Total,Percentage,Italy,:,28.4,27.8,25.9,25.7,24.6,24.9,25.2,24.4,22.8
Annual,Total,Percentage,Lithuania,:,29.4,30.0,29.8,28.5,25.5,24.5,23.5,24.6,24.3
Annual,Total,Percentage,Luxembourg,:,18.4,19.1 b,19.3,20.1,20.1,19.9 b,21.1 b,19.4 b,21.4
Annual,Total,Percentage,Latvia,:,30.0,28.2,28.5,28.4,26.7,25.1 p,26.1,26.0,25.6
Annual,Total,Percentage,Montenegro,:,43.8,43.1,42.2,41.2,36.5,37.6,38.9,34.1,:
Annual,Total,Percentage,North Macedonia,:,41.2,39.2,36.9,35.3,34.1,32.6,:,:,:
Annual,Total,Percentage,Malta,:,22.2,20.2,19.4,19.2,20.7,19.9,20.3,20.1,19.8
Annual,Total,Percentage,Netherlands,:,16.4,16.3 b,16.6,16.5,16.5,16.0,16.6,16.5,15.8
Annual,Total,Percentage,Norway,:,14.7,14.5,15.1,15.7,15.6,16.3,16.7 b,16.3,15.8 b
Annual,Total,Percentage,Poland,:,22.5,20.6,18.7,18.2,17.9,17.0,16.8,15.9,16.3
Annual,Total,Percentage,Portugal,:,26.4,24.9,23.4,21.6,21.1,20.0,22.4,20.1,20.1
Annual,Total,Percentage,Romania,:,44.5,46.0,42.5,38.7,36.1,35.6,34.4,34.4,32.0
Annual,Total,Percentage,Serbia,:,41.0,30.0,39.3,33.9,31.1,29.8,28.4,28.1,:
Annual,Total,Percentage,Sweden,:,18.1,17.8,17.1,17.8,18.4,17.8,17.3,18.3,18.0
Annual,Total,Percentage,Slovenia,:,17.7,16.9,16.6,15.4,13.7,14.3,13.2,13.3,13.7
Annual,Total,Percentage,Slovakia,:,17.3,17.1,15.8,15.2,14.8,13.8,15.6,16.5,:
Annual,Total,Percentage,Türkiye,:,26.7,26.6,32.3,32.4,33.1,34.1,34.0,32.8,30.7
Annual,Total,Percentage,United Kingdom,:,23.1,21.9,21.8 b,22.8,:,:,:,:,:
