Annual,Growth rate on previous period (t/t-1),European Union - 25 countries (2004-2006),:,:,:,:,:,:,:,0.6,3.7,3.3,2.9,0.9,-11.7,5.4,4.9,-0.4,-0.5,1.4,1.7,0.5,2.8,2.9,0.3,:,:,:,:
Annual,Growth rate on previous period (t/t-1),European Union - 27 countries (2007-2013),:,:,:,:,:,:,:,0.9,3.9,3.2,2.8,1.0,-12.0,5.3,4.9,-0.3,-0.3,1.3,1.7,0.6,2.7,2.8,0.5,:,:,:,:
Annual,Growth rate on previous period (t/t-1),European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,3.5,3.4,1.4,-12.1,5.6,4.4,-0.2,-0.1,1.6,2.3,0.9,3.0,2.9,0.2,-7.7,4.9,1.9,-4.3
Annual,Growth rate on previous period (t/t-1),European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,:,:,3.1,2.9,0.9,-12.1,5.3,4.8,-0.4,-0.3,1.3,1.7,0.6,2.8,2.8,0.5,:,:,:,:
Annual,Growth rate on previous period (t/t-1),Finland,:,2.1,-0.8,6.0,12.9,2.6,5.6,2.7,-6.3,10.2,4.5,3.2,-18.9,15.2,5.3,-7.2,1.9,0.3,-6.7,7.0,5.1,5.9,2.4,-9.4,-4.7,2.3,-9.0
Annual,Growth rate on previous period (t/t-1),France,:,:,-1.9,6.9,-6.3,0.5,4.1,0.8,2.4,3.2,-0.4,1.4,-10.9,0.6,2.0,-5.9,0.3,-1.5,-0.3,-1.6,3.3,1.9,-2.6,-9.3,1.9,3.2,-4.3
Annual,Growth rate on previous period (t/t-1),Croatia,:,:,:,:,:,:,:,:,:,-6.2,27.7,2.6,-21.6,-0.4,-13.4,-10.0,-1.7,-4.2,9.4,3.6,15.3,5.6,-6.3,5.6,1.6,7.4,0.3
Annual,Growth rate on previous period (t/t-1),Ireland,:,7.9,5.2,6.8,6.7,9.2,2.6,3.2,7.8,4.0,1.4,-5.0,-13.1,8.0,0.0,3.1,0.5,0.3,7.3,1.5,4.4,1.9,-3.4,-2.7,4.3,-1.2,-6.7
Annual,Growth rate on previous period (t/t-1),Italy,:,4.3,-4.5,7.1,0.2,2.7,4.2,2.2,2.6,2.6,1.8,0.2,-11.6,2.9,-0.5,-3.4,-4.4,-5.4,4.9,-0.8,1.5,7.6,1.9,-9.0,9.5,-0.6,-1.2
Annual,Growth rate on previous period (t/t-1),Lithuania,:,:,:,:,:,16.6,23.8,-14.6,1.2,4.2,7.4,24.4,-5.6,10.3,12.7,-3.8,-3.1,3.4,4.9,7.2,7.8,5.2,-0.4,-1.4,-4.2,-19.0,-6.9
Annual,Growth rate on previous period (t/t-1),Latvia,:,:,:,:,:,-9.0,5.6,-0.3,8.8,-4.6,6.8,0.8,-2.3,-2.6,14.6,8.6,-7.7,6.9,-5.5,-10.3,-4.3,6.9,-5.7,-29.5,-6.8,16.7,-22.6
Annual,Growth rate on previous period (t/t-1),Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.0,0.4,-9.7,58.7,-18.2
Annual,Growth rate on previous period (t/t-1),Malta,:,:,:,:,:,:,:,1.7,0.8,2.1,-9.8,4.5,-0.1,12.6,-12.5,0.0,-6.9,11.7,6.7,2.7,8.4,11.2,14.0,10.4,-41.3,45.1,47.5
Annual,Growth rate on previous period (t/t-1),Netherlands,:,0.7,-1.7,1.9,0.2,1.9,-0.7,7.6,4.5,3.6,6.4,4.5,-8.9,11.5,2.4,1.2,0.2,2.4,3.9,-1.0,1.3,1.4,0.6,-9.9,5.9,1.6,-7.8
Annual,Growth rate on previous period (t/t-1),Norway,:,:,:,:,:,:,-3.6,8.4,1.1,-1.9,0.9,-7.4,-6.8,8.5,4.6,1.7,2.4,-2.4,4.3,0.7,0.6,-2.3,3.0,6.9,2.5,-5.3,1.9
Annual,Growth rate on previous period (t/t-1),Poland,:,:,:,:,:,4.2,5.8,2.1,4.8,-3.1,-1.2,-6.9,-7.8,31.9,-3.1,1.4,9.2,7.3,0.8,4.6,7.1,17.9,2.2,-5.7,8.6,23.1,15.6
Annual,Growth rate on previous period (t/t-1),Portugal,:,4.2,3.0,-0.9,-0.4,-0.3,1.7,3.8,6.7,5.1,1.6,-1.0,-6.0,3.3,5.8,-0.5,16.5,3.7,8.8,0.2,7.0,-2.6,-6.0,-6.5,4.7,1.6,-3.4
Annual,Growth rate on previous period (t/t-1),Romania,:,:,:,:,:,:,12.1,19.8,17.4,-3.5,4.7,3.3,-29.3,3.9,2.6,2.5,10.6,0.2,2.5,4.2,0.2,6.2,7.2,-10.6,12.8,13.8,15.2
Annual,Growth rate on previous period (t/t-1),Sweden,:,3.8,3.1,1.8,-4.0,0.0,5.4,4.3,8.8,1.0,2.9,2.6,-11.8,13.0,-1.3,-3.6,2.5,3.5,0.9,1.4,3.1,2.1,-5.7,-0.7,2.9,0.9,-8.1
Annual,Growth rate on previous period (t/t-1),Slovenia,:,:,:,:,:,1.5,15.9,11.8,4.6,22.7,2.7,4.4,-19.3,9.5,11.0,4.4,1.6,4.8,10.7,6.2,5.4,3.7,-4.4,-17.2,9.5,11.6,-5.6
Annual,Growth rate on previous period (t/t-1),Türkiye,:,:,:,:,:,:,:,:,:,:,:,:,-3.5,16.2,6.3,4.0,0.5,0.1,8.7,3.5,9.2,-2.5,5.7,2.4,6.0,2.7,-3.9
Annual,Growth rate on previous period (t/t-1),United Kingdom,:,:,:,:,-0.1,-1.9,-0.4,3.3,1.5,1.0,-0.5,-3.7,-11.1,2.8,1.8,-2.5,1.2,-0.2,-2.5,-1.9,0.2,0.6,0.3,:,:,:,:
Annual,Thousand tonnes,Belgium,158553.0,167903.0,162334.0,175891.0,171281.0,171031.0,178494.0,185352.0,203881.0,215966.0,232768.0,240681.0,201658.0,226333.0,230941.0,222436.0,226624.0,237291.0,241139.0,252975.0,257725.0,270101.0,277754.0,268654.0,288207.0,287572.0,272698.0
Annual,Thousand tonnes,Bulgaria,:,:,:,:,20192.0,20300.0,21358.0,23129.0,24841.0,27511.0,24899.0,26570.0,21893.0,22946.0,25130.0,25877.0,28841.0,27235.0,27166.0,28685.0,30950.0,27868.0,30986.0,25258.0,25576.0,30731.0,29981.0
Annual,Thousand tonnes,Cyprus,:,:,:,:,:,7101.0,7258.0,6837.0,7287.0,7635.0,7473.0,7934.0,6770.0,6954.0,6564.0,6237.0,7172.0,7186.0,7422.0,10259.0,7860.0,6948.0,7428.0,7473.0,6985.0,8235.0,8748.0
Annual,Thousand tonnes,Germany,205444.0,209721.0,213128.0,232728.0,236609.0,236239.0,247431.0,263222.0,276896.0,294408.0,306856.0,312776.0,256966.0,267174.0,287535.0,290360.0,294498.0,300817.0,292478.0,293539.0,295193.0,292584.0,291601.0,272952.0,285766.0,274905.0,263304.0
Annual,Thousand tonnes,Denmark,88901.0,77407.0,71663.0,73894.0,72989.0,73372.0,79657.0,80531.0,82079.0,87903.0,89377.0,89059.0,75735.0,73648.0,77048.0,73062.0,74500.0,74152.0,82344.0,82565.0,81290.0,81279.0,81124.0,79395.0,81606.0,85661.0,80772.0
Annual,Thousand tonnes,Estonia,:,:,:,:,:,44600.0,45281.0,44806.0,45040.0,47184.0,41458.0,32813.0,34410.0,43599.0,45624.0,40342.0,39298.0,39930.0,31374.0,30197.0,31091.0,32413.0,34219.0,34546.0,38343.0,32361.0,22035.0
Annual,Thousand tonnes,Greece,100714.0,109628.0,111842.0,96183.0,87185.0,97403.0,111280.0,107809.0,104689.0,108004.0,109057.0,100888.0,93517.0,91222.0,95165.0,114327.0,119758.0,125805.0,128100.0,134656.0,140091.0,150065.0,156841.0,146275.0,145387.0,137044.0,143076.0
Annual,Thousand tonnes,Spain,:,:,:,248069.0,284332.0,295717.0,310740.0,338609.0,363352.0,378139.0,391190.0,384308.0,334627.0,346118.0,372421.0,391909.0,371331.0,398316.0,421246.0,424304.0,456826.0,467284.0,461115.0,424200.0,443383.0,453438.0,435653.0
Annual,Thousand tonnes,European Union - 15 countries (1995-2004),:,:,:,2376906.0,2391393.0,2420918.0,2506549.0,2608798.0,2715512.0,2804568.0,2890525.0,2915110.0,2565079.0,2692852.0,2819630.0,2809367.0,2796645.0,2832222.0,2882953.0,2890669.0,2969460.0,3042209.0,3047441.0,:,:,:,:
Annual,Thousand tonnes,European Union - 25 countries (2004-2006),:,:,:,:,:,:,2702278.0,2718411.0,2819012.0,2911102.0,2994430.0,3021194.0,2668680.0,2813574.0,2950673.0,2940227.0,2924872.0,2967133.0,3016428.0,3032163.0,3115603.0,3206206.0,3215688.0,:,:,:,:
Annual,Thousand tonnes,European Union - 27 countries (2007-2013),:,:,:,:,:,:,2756078.0,2780319.0,2889366.0,2982098.0,3064419.0,3093558.0,2721082.0,2866157.0,3006501.0,2997529.0,2987492.0,3026942.0,3076996.0,3094965.0,3179376.0,3268272.0,3284869.0,:,:,:,:
Annual,Thousand tonnes,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,2581416.0,2670675.0,2762090.0,2801794.0,2461563.0,2599265.0,2714672.0,2708647.0,2704982.0,2748915.0,2812242.0,2838919.0,2924768.0,3008462.0,3015972.0,2782356.0,2917647.0,2972019.0,2844336.0
Annual,Thousand tonnes,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,:,2908988.0,2998316.0,3085133.0,3114358.0,2738121.0,2883246.0,3020747.0,3009888.0,3000232.0,3039094.0,3090693.0,3109595.0,3196238.0,3285069.0,3300760.0,:,:,:,:
Annual,Thousand tonnes,Finland,70248.0,71694.0,71123.0,75395.0,85094.0,87313.0,92236.0,94717.0,88777.0,97861.0,102217.0,105492.0,85541.0,98579.0,103813.0,96373.0,98160.0,98487.0,91934.0,98372.0,103387.0,109482.0,112130.0,101632.0,96872.0,99074.0,90129.0
Annual,Thousand tonnes,France,:,305985.0,300160.0,320877.0,300776.0,302254.0,314571.0,317072.0,324722.0,334991.0,333768.0,338449.0,301724.0,303563.0,309490.0,291312.0,292081.0,287687.0,286882.0,282278.0,291457.0,297072.0,289431.0,262457.0,267366.0,275915.0,263960.0
Annual,Thousand tonnes,Croatia,:,:,:,:,:,:,:,:,19816.0,18588.0,23739.0,24351.0,19102.0,19033.0,16485.0,14839.0,14591.0,13977.0,15287.0,15844.0,18264.0,19290.0,18065.0,19081.0,19378.0,20806.0,20863.0
Annual,Thousand tonnes,Ireland,28451.0,30690.0,32294.0,34492.0,36820.0,40196.0,41238.0,42552.0,45854.0,47696.0,48374.0,45960.0,39956.0,43154.0,43160.0,44508.0,44745.0,44889.0,48163.0,48872.0,51018.0,52005.0,50261.0,48890.0,50983.0,50353.0,46991.0
Annual,Thousand tonnes,Italy,353563.0,368782.0,352143.0,377191.0,378105.0,388404.0,404630.0,413487.0,424345.0,435390.0,443250.0,444138.0,392472.0,403994.0,402058.0,388491.0,371418.0,351413.0,368481.0,365593.0,371150.0,399397.0,407095.0,370615.0,405890.0,403432.0,398693.0
Annual,Thousand tonnes,Lithuania,:,:,:,:,20953.0,24423.0,30242.0,25842.0,26146.0,27235.0,29253.0,36379.0,34344.0,37869.0,42661.0,41033.0,39757.0,41105.0,43128.0,46236.0,49856.0,52462.0,52244.0,51529.0,49385.0,40015.0,37237.0
Annual,Thousand tonnes,Latvia,:,:,:,:,56017.0,50976.0,53817.0,53679.0,58396.0,55700.0,59492.0,59956.0,58569.0,57060.0,65394.0,70990.0,65513.0,70015.0,66149.0,59322.0,56749.0,60677.0,57189.0,40339.0,37609.0,43893.0,33972.0
Annual,Thousand tonnes,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1956.0,2035.0,2044.0,1846.0,2929.0,2396.0
Annual,Thousand tonnes,Malta,:,:,:,:,:,:,3417.0,3474.0,3503.0,3578.0,3228.0,3373.0,3369.0,3795.0,3321.0,3321.0,3091.0,3453.0,3683.0,3781.0,4100.0,4559.0,5195.0,5738.0,3370.0,4888.0,7211.0
Annual,Thousand tonnes,Netherlands,399724.0,402500.0,395615.0,403230.0,404035.0,411533.0,408786.0,439877.0,459613.0,476267.0,506558.0,529359.0,482061.0,537715.0,550610.0,557264.0,558442.0,571634.0,594189.0,588230.0,595807.0,604000.0,607500.0,547293.0,579768.0,588794.0,542949.0
Annual,Thousand tonnes,Norway,:,:,:,:,:,162426.0,156595.0,169692.0,171558.0,168216.0,169752.0,157148.0,146393.0,158805.0,166072.0,168848.0,172938.0,168775.0,175955.0,177134.0,178233.0,174207.0,179454.0,191755.0,196568.0,186093.0,189686.0
Annual,Thousand tonnes,Poland,:,:,:,:,45983.0,47917.0,50712.0,51799.0,54306.0,52620.0,52004.0,48404.0,44631.0,58881.0,57081.0,57902.0,63202.0,67837.0,68407.0,71583.0,76658.0,90376.0,92368.0,87137.0,94638.0,116472.0,134647.0
Annual,Thousand tonnes,Portugal,47638.0,49659.0,51143.0,50693.0,50488.0,50319.0,51188.0,53125.0,56706.0,59610.0,60555.0,59971.0,56343.0,58197.0,61587.0,61296.0,71431.0,74044.0,80557.0,80705.0,86375.0,84089.0,79079.0,73927.0,77413.0,78653.0,75991.0
Annual,Thousand tonnes,Romania,:,:,:,:,:,30239.0,33898.0,40594.0,47678.0,46006.0,48180.0,49751.0,35160.0,36528.0,37489.0,38427.0,42512.0,42598.0,43648.0,45477.0,45553.0,48387.0,51887.0,46411.0,52358.0,59568.0,68650.0
Annual,Thousand tonnes,Sweden,120981.0,125621.0,129533.0,131883.0,126548.0,126566.0,133428.0,139151.0,151413.0,152912.0,157361.0,161505.0,142522.0,161007.0,158994.0,153230.0,157056.0,162630.0,164165.0,166467.0,171657.0,175180.0,165243.0,164117.0,168820.0,170269.0,156457.0
Annual,Thousand tonnes,Slovenia,:,:,:,:,9110.0,9246.0,10720.0,11986.0,12540.0,15391.0,15805.0,16499.0,13322.0,14591.0,16198.0,16907.0,17184.0,18012.0,19931.0,21171.0,22311.0,23127.0,22114.0,18313.0,20060.0,22387.0,21136.0
Annual,Thousand tonnes,Türkiye,:,:,:,:,:,:,:,:,:,:,:,287029.0,276895.0,321697.0,341835.0,355486.0,357093.0,357585.0,388853.0,402589.0,439675.0,428738.0,453163.0,464012.0,492016.0,505395.0,485927.0
Annual,Thousand tonnes,United Kingdom,:,:,:,502123.0,501514.0,491958.0,490206.0,506539.0,514101.0,519369.0,516765.0,497640.0,442159.0,454743.0,462975.0,451393.0,456746.0,455930.0,444699.0,436450.0,437408.0,439831.0,441128.0,:,:,:,:
