Time frequency,Waste management operations,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0
Annual,Controlled landfill sites,Annual capacity/inputs in 1000T,Israel,:,:,:,:,:,:,:,4138.1,4324.2,4393.3,4354.7,4254.3,:,:,:
Annual,Controlled landfill sites,Annual capacity/inputs in 1000T,Jordan,1606.0,1643.0,1657.0,1686.0,1734.0,1788.0,:,:,:,:,:,:,:,:,:
Annual,Controlled landfill sites,Annual capacity/inputs in 1000T,Morocco,20.0,:,:,:,:,:,:,:,:,:,1533.3,:,:,:,:
Annual,Controlled landfill sites,Number,Algeria,:,:,:,:,13.0,:,:,:,:,:,:,:,:,:,:
Annual,Controlled landfill sites,Number,Egypt,0.0,:,1.0,2.0,1.0,1.0,:,:,:,:,:,:,:,:,:
Annual,Controlled landfill sites,Number,Israel,:,:,:,:,:,:,:,22.0,:,22.0,22.0,:,14.0,14.0,14.0
Annual,Controlled landfill sites,Number,Jordan,27.0,26.0,25.0,22.0,21.0,21.0,:,:,:,:,:,:,:,:,:
Annual,Controlled landfill sites,Number,Lebanon,2.0,2.0,3.0,3.0,3.0,3.0,3.0,:,:,:,:,:,:,:,:
Annual,Controlled landfill sites,Number,Morocco,1.0,:,:,:,:,:,6.0,:,:,:,12.0,:,:,:,:
Annual,Controlled landfill sites,Number,Syria,:,:,:,:,4.0,:,:,:,:,:,:,:,:,:,:
Annual,Controlled landfill sites,Number,Tunisia,5.0,5.0,5.0,5.0,5.0,5.0,5.0,:,:,:,:,:,9.0,:,:
Annual,"Disposal - landfill (D1, D5, D12)",Annual capacity/inputs in 1000T,Jordan,1606.0,1643.0,1657.0,1686.0,1734.0,1788.0,:,:,:,:,:,:,:,:,:
Annual,"Disposal - landfill (D1, D5, D12)",Annual capacity/inputs in 1000T,Lebanon,:,599.6,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,"Disposal - landfill (D1, D5, D12)",Number,Algeria,:,:,:,:,:,2100.0,:,:,3000 e,:,:,:,:,:,:
Annual,"Disposal - landfill (D1, D5, D12)",Number,Jordan,27.0,26.0,25.0,22.0,21.0,21.0,:,:,:,:,:,:,:,:,:
Annual,"Disposal - landfill (D1, D5, D12)",Number,Lebanon,:,2.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,"Disposal - landfill (D1, D5, D12)",Number,Tunisia,:,:,:,85.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Incineration plants (total),Annual capacity/inputs in 1000T,Algeria,:,:,:,:,:,:,:,317.0,317.0,:,:,:,:,:,:
Annual,Incineration plants (total),Number,Algeria,183.0,183.0,235.0,235.0,235.0,282.0,282.0,:,:,:,:,:,:,:,:
Annual,Incineration plants (total),Number,Jordan,:,21.0,21.0,21.0,21.0,21.0,:,:,:,:,:,:,:,:,:
Annual,Other waste management operations,Number,Tunisia,5.0,5.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Incineration plants (with energy recovery),Annual capacity/inputs in 1000T,Israel,0.3,1.2,5.0,9.0,12.0,13.0,21.1,13.9,13.0,:,:,:,:,:,:
Annual,Incineration plants (with energy recovery),Number,Algeria,:,16.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Treatment plants,Number,Egypt,34.0,:,:,:,42.0,:,49.0,49.0,49.0,49.0,52.0,:,:,:,:
Annual,Treatment plants,Number,Tunisia,:,:,:,3.0,:,:,:,:,:,:,:,:,:,:,:
