Time frequency,National accounts indicator (ESA 2010),Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Albania,28.9,28.2,27.3,29.0,31.6,31.6,30.9 b,22.5,31.1,37.2,38.7 p,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Austria,53.9,53.9,53.4,52.7,54.3,55.7,55.9,51.7,56.0,62.0,59.5,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Bosnia and Herzegovina,33.7,34.0,35.1 b,35.9,40.3,42.0,40.0,34.6,42.8,48.3,43.9,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Belgium,78.9,79.4,77.9,79.6,83.4,83.5,83.0,79.2,89.6,95.3,84.2 p,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Bulgaria,64.6,64.6,63.8,63.9,67.0,65.8,64.2,56.4,61.8,70.0,61.9,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Switzerland,72.1,65.3,63.8,66.8,66.3,67.5,67.0,64.1,71.1,76.1 p,73.3 p,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Cyprus,61.3,66.0,70.0,70.5,73.8,74.5,75.8,79.6,90.8,102.2,97.0 p,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Czechia,75.6,81.4,80.0,78.1,77.7,75.6,72.1,67.8,70.6,72.4,69.0,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Germany,41.7,41.7,42.6,41.6,42.3,42.6,42.4,39.2,42.7 p,45.8 p,43.4 p,42.2 p
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Denmark,54.9,54.8,55.8,53.7,55.3,57.0,59.0,55.0,58.8,70.5,68.0,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Euro area - 19 countries  (2015-2022),43.0,43.5,45.0,44.6,46.2,47.0,47.3,44.6,48.4,53.9,50.5,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Euro area – 20 countries (from 2023),43.0,43.5,45.0,44.6,46.3,47.1,47.3,44.5,48.5,53.9,50.5,:
Annual,Exports of goods and services,Percentage of gross domestic product (GDP),Estonia,83.5,80.6,76.0,75.5,74.3,72.9,72.0,68.2,79.5,86.7,77.9,:
