Time frequency,Business trend indicator,Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Austria,101.4,98.6,100.5,98.8,101.0,99.9,100.1,101.1,100.0,98.4,103.2,102.7 p
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Belgium,103.9,100.4,102.6,103.6,99.4,99.7,99.3,101.6,98.3,99.3,100.3,101.5
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Bulgaria,100.1,100.7,102.5,103.7,103.3,103.8,102.9,103.4,104.8,105.7,105.9,107.7 p
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Czechia,98.9,99.0,103.7,96.7,100.3,94.9,94.8,100.9,98.8,93.8,97.3,99.1
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Germany,90.5,93.1,96.2,95.2,94.1,91.2,92.3,91.4,91.8,91.0,91.0,92.9
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Denmark,104.6,103.8,104.7,105.8,105.5,105.3,106.1,105.8,103.8,104.1,106.9,107.0 e
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Euro area - 19 countries  (2015-2022),103.6,104.3,104.2,103.8,103.2,102.3,102.9,102.4,102.4 i,:,:,:
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Euro area – 20 countries (from 2023),104.1,104.6,104.5,104.0,103.7,102.8,103.4,102.9,103.2,102.8,103.6,104.8 i
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Spain,96.9 p,98.3 p,96.2 p,97.2 p,96.4 p,97.2 p,98.3 p,99.4 p,99.2 p,100.3 p,101.5 p,102.5 p
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",European Union - 27 countries (from 2020),105.0,103.8,104.0,103.4,103.5,102.5,102.9,102.6,102.9,102.4,103.0,104.3 i
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Finland,90.4,88.8,89.4,89.6,89.9,91.4,89.8,91.6,93.4,89.9,91.5,90.7
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",France,100.7,100.9,98.5,99.2,98.3,97.2,99.0,96.8,97.3,96.7,96.9,97.2
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Croatia,117.8,120.0 p,121.2 p,121.9 p,122.6 p,124.2 p,123.1 p,127.7 p,128.9 p,128.6 p,132.1 p,132.5 p
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Hungary,99.0,106.9,97.5,96.5,105.2,101.9,95.5,96.4,95.0,91.2,95.4,93.5
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Ireland,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Italy,137.3,141.1,136.6,134.2,136.0,136.5,135.4,137.4,134.6,135.9,136.8,140.3
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Luxembourg,103.5,88.8,95.7,95.0,95.1,95.1 p,94.4 p,89.9 p,106.4 p,94.6 p,94.8 p,:
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",North Macedonia,95.6,110.7,91.3,98.5,94.7,92.6,100.3,92.2,83.8,102.0,99.8,:
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Netherlands,107.1 p,102.2 p,105.6 p,105.1 p,105.3 p,105.6 p,104.1 p,102.9 p,109.9 p,106.0 p,107.0 p,107.9 p
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Norway,101.4,102.1,102.2,101.5,101.4,101.2,100.8,101.1,100.3,99.5,98.7,98.9
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Poland,127.4,106.2,108.3,103.6,105.9,106.1,103.7,104.2,104.0,104.3,102.1,104.9
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Portugal,110.3,111.6,110.4,108.3,111.7,107.9,112.0,110.7,110.4,111.5,116.5,111.9
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Romania,153.1,97.4,115.4,126.1,133.4,125.2,126.2,126.5,131.6,131.9,120.4,126.1 p
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Sweden,90.0 p,90.1 p,88.6 p,86.8 p,87.7 p,86.9 p,89.1 p,87.0 p,91.2 p,88.6 p,89.8 p,90.6 p
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Slovenia,143.1,134.0,143.1,137.4,135.0,136.3,122.5 p,125.7 p,122.8 p,125.7 p,125.8 p,137.7 p
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Slovakia,77.2,77.2,81.1,75.6,81.6,79.6,78.9,77.7,74.5,71.9,77.6,81.8
Monthly,Production (volume),Construction,"Index, 2021=100 (SCA)",Türkiye,107.3,116.4,119.9,118.2,114.8,110.3,110.3,113.1,110.1,112.6,111.6,115.2
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Austria,4.8,-5.4,-10.9,-4.0,-0.3,0.4,-1.2,-0.1,-0.7,-0.9,3.2,3.9 p
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Belgium,10.3,-0.3,0.0,8.1,-9.6,-2.2,-3.4,-7.4,-1.3,-1.7,3.7,4.2
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Bulgaria,-0.3,0.1,1.7,3.3,3.6,4.1,2.9,2.9,5.0,5.4,5.9,8.6 p
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Czechia,-3.2,-6.3,2.9,-8.3,-0.3,-7.3,-9.5,1.3,-1.1,-8.1,-3.7,2.5
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Germany,-0.1,-6.5,-1.6,-0.4,-3.9,-6.8,-3.5,-5.6,-3.7,-4.3,-2.6,-0.5
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Denmark,-0.5,-1.9,-0.6,1.8,1.7,1.1,2.1,2.0,-1.1,-0.4,2.0,2.2 e
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Euro area - 19 countries  (2015-2022),2.4,0.9,-1.5,-0.4,-1.7,-2.8,-1.6,-2.3,-2.7 i,:,:,:
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Euro area – 20 countries (from 2023),2.9,0.9,-1.6,-0.3,-1.3,-2.5,-1.4,-2.1,-2.2,-1.9,0.0,1.4 i
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Spain,4.5 p,13.7 p,-3.2 p,1.2 p,-4.5 p,-4.9 p,2.6 p,1.9 p,1.2 p,4.7 p,8.0 p,9.8 p
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),European Union - 27 countries (from 2020),3.6,0.1,-1.9,-1.1,-1.4,-2.6,-1.8,-2.3,-2.3,-2.4,-1.0,0.9 i
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Finland,-9.9,-14.3,-11.0,-9.3,-6.2,-2.6,-7.6,0.8,7.2,-3.8,1.2,1.6
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),France,-0.3,-0.4,-4.5,-2.5,-4.2,-5.6,-1.8,-5.1,-5.3,-4.4,-3.0,-1.9
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Croatia,10.3,14.2 p,14.7 p,14.5 p,15.0 p,15.3 p,12.9 p,17.3 p,17.7 p,14.6 p,16.0 p,15.5 p
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Hungary,-3.4,12.6,2.1,-3.8,16.6,9.8,-0.4,-5.1,-3.8,-8.2,-0.6,-1.7
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Ireland,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Italy,12.5,13.3,7.4,4.3,9.2,8.3,4.1,7.4,-0.7,1.8,1.9,3.6
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),Luxembourg,5.7,-6.4,-7.0,-3.8,-4.9,-3.9 p,-4.5 p,-9.3 p,5.0 p,-2.8 p,-2.7 p,:
Monthly,Production (volume),Construction,Percentage change m/m-12 (CA),North Macedonia,13.4,10.9,-15.8,14.4,46.8,22.2,18.0,9.0,13.9,30.0,16.3,:
