Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage of total,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Percentage of total,Belgium,6.6,4.7,7.7,8.9,8.9,15.2,12.3,13.3,6.3,4.1,4.6,8.8,8.8,9.9,9.4,7.9
Annual,Percentage of total,Bulgaria,0.0,0.0,0.3,0.4,0.5,0.2,0.0 n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Annual,Percentage of total,Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Percentage of total,Germany,8.5,8.1,8.8,9.4,9.3,9.0,9.4,10.1,10.2,10.9,11.3,11.3,10.7,10.9,10.2,9.8
Annual,Percentage of total,European Union - 27 countries (from 2020),7.9,7.2,7.3,7.9,8.5,8.5,8.5,9.1,8.6,9.0,9.4,9.7,9.5,9.7,9.4,9.2
Annual,Percentage of total,European Union - 28 countries (2013-2020),7.9,7.2,7.3,7.9,8.5,8.5,8.5,9.1,8.6,9.0,9.4,9.7,9.5,:,:,:
Annual,Percentage of total,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Percentage of total,France,6.3,5.8,7.6,7.4,8.3,8.7,8.1,8.8,8.2,8.0,8.3,7.6,7.2,6.4,6.1,7.3
Annual,Percentage of total,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Percentage of total,Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Percentage of total,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,0.5,0.5,1.0,0.4,0.5,0.5,0.5
Annual,Percentage of total,Netherlands,10.3,9.5,9.2,10.5,11.5,10.6,10.8,11.5,11.7,12.6,13.3,13.1,14.0,14.6,14.1,12.9
Annual,Percentage of total,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Percentage of total,Romania,0.6,0.5,0.4,0.4,0.4,0.2,0.0 n,0.0 n,0.0 n,0.1,0.1,0.0,0.0 n,0.0,0.0 n,0.4
Annual,Percentage of total,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
