Time frequency,Type of household,Income and living conditions indicator,Sex,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Albania,:,:,:,:,:,0.11,-0.15,0.03,-0.17,-0.22,:,:
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Austria,0.11,0.07,0.11,0.09,0.14,0.12,0.1,0.16,0.18,0.16,0.08,0.12
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Belgium,0.02,0.05,0.01,-0.04,-0.07,-0.03,-0.06,-0.05 b,-0.06,-0.02,-0.01,0.0
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Bulgaria,0.09,0.08,0.02,0.03,0.17 b,0.14,0.11,0.15,0.12,0.14,0.15,0.17
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Switzerland,0.12,0.1,0.19 b,0.12,0.11,0.1,0.11,0.06,0.12,0.11,0.1,0.06
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Cyprus,0.01,-0.05,0.03,0.02,0.0,-0.12,0.02,0.06,0.1,0.08,-0.02,0.12
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Czechia,-0.09,-0.07,-0.04,0.0,-0.07,-0.07,-0.05,-0.07,-0.06,0.0,-0.03,-0.03
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Germany,0.1,0.17,0.16,0.09,0.05,0.06,0.02,0.02,0.02 b,0.05,0.02,0.0
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Denmark,0.02,-0.01,0.03,0.01,0.02,0.07,-0.08,0.02,-0.02 b,-0.1,-0.11,-0.1
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Euro area - 19 countries  (2015-2022),0.09,0.12,0.11,0.1,0.08,0.06,0.06,0.06,0.06 b,0.07,:,:
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Euro area – 20 countries (from 2023),:,:,0.11,0.1,0.08,0.07,0.07,0.06,0.06,0.07,0.05,0.05
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Estonia,-0.1,-0.04,0.07 b,0.19,0.02,0.01,0.07,0.08,0.06,0.01,0.08,0.04
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Greece,-0.08,-0.08,0.04,0.1,0.07,0.05,0.02,0.09,0.04,0.13,0.17,0.1
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Spain,0.17,0.24,0.19,0.24,0.2,0.21,0.15,0.15,0.21,0.26,0.17,0.18
