Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,European Union - 27 countries (2007-2013),0.1,0.12,0.09,0.1,0.08,0.07,0.07,0.06 e,:,:,:,:
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,European Union - 27 countries (from 2020),0.09,0.12,0.11 e,0.09 e,0.08 e,0.07 e,0.07 e,0.06 e,0.06 b,0.07,0.05,0.04
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,European Union - 28 countries (2013-2020),0.1,0.12,0.09,0.09,0.09,0.07,0.07,0.06 e,:,:,:,:
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Finland,0.1,0.02,0.07,0.14,0.11,0.08,0.06,0.07,-0.03,-0.02,0.0,0.09
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,France,0.12,0.13,0.13,0.15,0.11,0.06,0.12,0.04,0.04 b,0.04,0.01 b,0.0
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Croatia,0.25,0.11,0.1,0.05,0.18,0.14,0.12,0.2,0.11,0.12,0.02,0.08 b
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Hungary,0.09,0.11,0.02,0.13,0.07,0.02,0.1,-0.01,0.01,-0.05,0.07,0.02
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Ireland,0.32,0.24,0.11,0.12,0.16,0.24,0.1,0.23 b,0.19 b,0.19,0.23,0.04
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Iceland,0.05,0.14,0.11,0.15,0.14,0.01,-0.02,-0.13,:,:,:,:
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Italy,0.06,0.1,0.05,0.02,0.05,0.01,0.03,0.1,0.09,0.09,0.07,0.04
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Lithuania,0.02,0.11,0.16,0.17,0.11,0.11,0.16,0.22,0.03,0.08,0.06,0.1
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Luxembourg,0.24,0.32,0.16,0.24,0.12 b,-0.09,0.21,0.22,0.19 b,0.01 b,0.07 b,0.1
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Latvia,0.29,0.21,0.11,-0.02,-0.06,0.04,0.04,0.08,0.07,-0.05,-0.02,0.03
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Montenegro,:,0.13,0.03,0.13,0.09,0.21,0.3,0.0,0.09,0.07,0.06,:
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,North Macedonia,0.03,-0.2,0.34,0.29,0.27,0.13,0.24,0.01,0.03,:,:,:
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Malta,-0.1,-0.04,0.15,0.12,0.0,0.02,0.15,0.13,0.29,0.15,0.18,0.09
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Netherlands,-0.1,-0.05,0.0,0.02,0.02 b,0.0,0.02,-0.02,-0.09,-0.01,-0.02,0.03
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Norway,0.1,0.03,0.01,-0.03,0.02,0.0,0.04,-0.01,0.0,0.00 b,-0.04,-0.09 b
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Poland,0.17,0.17,0.23,0.03,0.03,0.2,0.17,0.14,0.12,0.12,0.06,0.05
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Portugal,0.04,0.03,0.1,0.1,0.1,0.12,0.23,0.19,0.12,0.15,0.16,0.32
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Romania,0.27,0.18,0.12,0.15,0.22,0.1,0.18,0.07,0.06,0.03,0.03,0.01
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Serbia,:,0.51,0.41,0.85,0.79,0.37,0.33,0.19,0.23,0.09,0.24,:
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Sweden,0.01,0.03,0.11,0.06,0.02,0.11,0.09,0.05,0.12,0.04,0.05,0.04
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Slovenia,0.2,0.11,0.17,0.14,0.09,0.05,0.12,0.05,0.08,0.0,-0.03,-0.05
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Slovakia,-0.05,0.04,0.04,0.08,0.12,0.2,0.02,-0.02,0.0,-0.02,0.02,0.04
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,Türkiye,-0.07,-0.08,-0.07,0.01,0.1,0.04,-0.02,0.03,-0.07,0.06,0.11,0.02
Annual,Single person,Persons aged 65 years and over compared to persons aged less than 65 years,Absolute difference between males and females,United Kingdom,0.12 b,0.11,-0.02,0.12,0.13,0.05 b,0.04,:,:,:,:,:
