Time frequency,Information society indicator,Unit of measure,Individual type,Geopolitical entity (reporting)\Time,2010.0,2011.0,2013.0,2015.0,2016.0,2017.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Albania,:,:,:,:,:,:,1.61,2.91,2.53,6.76,6.81,:
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Austria,2.03,2.62,2.92,4.06,4.14,4.74,8.04,15.66,22.05,19.98,16.56,18.15
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Bosnia and Herzegovina,:,:,:,:,:,:,3.29,4.12,6.57,:,10.15,11.47
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Belgium,4.02,3.33,4.42,6.45,8.91,7.9,9.33,17.9,26.53,21.07,20.42,19.59
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Bulgaria,1.87,2.03,2.25,2.74,1.69,1.97,2.3,6.74,6.92,7.61,7.71,6.93
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Switzerland,:,:,:,:,:,9.31 b,12.02,:,29.64,:,23.07,:
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Cyprus,1.14,1.97,2.82,3.01,3.32,4.46,5.67,18.74,19.67,15.88,12.09,9.43
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Czechia,1.33,2.99,2.62,2.8,2.85,3.25,6.16 b,9.22,17.58 b,16.94,18.8,21.38
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Germany,3.05,4.3,4.2,4.12,4.51,5.8,7.91,11.74,11.99 b,9.6,8.87,10.1
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Denmark,5.04,7.24,6.44,7.37,:,8.65,11.91,16.71,22.3,14.67,15.35,15.07
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Estonia,6.46,5.93,5.78,8.65,8.4,11.07,13.95,21.67,31.45,25.58,26.79,22.92
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Greece,2.11,4.42,4.21,5.14,5.4,4.98,5.65,13.36,24.33,21.74,11.97,19.71
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Spain,7.92,8.68,9.18,10.57,10.69,12.48,14.84,26.41,27.76,27.26,26.81,30.2
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,European Union - 27 countries (from 2020),4.0,4.67,5.34,5.1,5.52,6.53,8.44,13.17 e,18.60 b,16.43,15.37,16.63
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Finland,13.66,14.13,14.67,12.95,14.32,15.85,21.2,29.03,31.25,30.66,29.73,31.51
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,France,4.7,4.86,6.44,4.95,4.99,5.97,7.51,:,17.27,14.92,13.78,14.13
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Croatia,1.32,1.81,4.95,2.8,5.22,2.46,5.07,11.58,11.56,10.71,7.2,10.72
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Hungary,3.05,5.04,4.23,2.85,3.7,4.04,5.59,12.34,11.87,11.83,11.59,11.42
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Ireland,5.25,5.03,4.54,4.2,4.61,4.42,12.54,16.2,30.28 b,28.43,27.06,35.18
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Iceland,9.1,10.34,11.64,:,:,19.72,19.82,32.35,37.7,:,:,:
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Italy,3.21,3.88,4.39,3.94,4.77,5.36,7.14,13.43,19.45,18.89,17.33,18.04
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Lithuania,7.8,9.68,10.54,5.39,6.61,7.05,7.4,16.32,16.68,14.83,14.82,16.71
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Luxembourg,5.44,5.88,8.27,9.69,9.31,9.34,10.25 b,21.8,27.44,18.77,18.29,20.94
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Latvia,5.02,4.86,2.93,3.89,3.91 b,3.9,4.42,9.55,16.64,13.32,12.84,12.61
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Montenegro,:,:,:,:,:,5.54,7.39,10.36,12.9,9.64,8.52,9.19
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,North Macedonia,3.82,:,4.86,6.34,4.59,3.67,5.56,8.86,12.92,:,:,9.21
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Malta,5.38,5.72,4.52,4.69,3.4,6.09,11.52,19.46,27.0,22.62,23.58,20.55
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Netherlands,4.89,4.52,6.62,7.96,9.5,10.35,13.47,17.48,41.48,35.33,29.37,31.31
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Norway,5.24,6.61,10.15,9.78,11.84,13.86,15.66,17.37,24.24,26.39,27.78,28.01
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Poland,2.07,2.44,:,2.6,3.74,3.83,5.38,6.96,11.48,8.39,9.28,9.69
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Portugal,2.0,2.53,2.7,4.43,3.93,4.61,5.79,14.07,20.15,16.16,15.29,16.71
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Romania,3.91,5.03,3.65,4.14,2.65,3.16,3.02,3.29,4.77,3.27,3.25,3.17
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Serbia,:,:,:,3.39,:,5.31,5.23,5.94,6.55,8.16,9.17,7.8
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Sweden,6.93,5.02,6.26,6.5,8.10 b,17.71,18.31,22.66,26.88,23.86,22.05,20.34
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Slovenia,4.12,5.16,3.79,3.16,2.86,5.47,5.44,9.47,36.09,26.08,20.37,21.54
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Slovakia,1.28,1.41,4.24,2.96,3.32,3.63,5.03,9.35,15.73,14.79,14.76,14.35
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Türkiye,2.37,:,3.62,1.56,1.58,1.64,2.42,6.22,8.7,6.41,7.06,5.25
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,United Kingdom,6.54,6.03,9.85,10.96,12.42,13.01,18.69,14.6,:,:,:,:
Annual,Internet use: doing an online course (of any subject),Percentage of individuals,All individuals,Kosovo*,:,:,:,:,:,2.6,4.06,17.14,:,:,:,:
