Time frequency,Indicator used in Euro_Med,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0
Annual,Total surface of the protected areas (ha),Egypt,:,:,:,:,98483.5,:,:,149167.5,149167.5,:,150000.0,:,:,:
Annual,Total surface of the protected areas (ha),Israel,337600.0,339000.0,345350.0,406340.0,:,409560.0,414221.7,407689.9,448071.8,465589.3,484965.1,490168.2,490589.0,498220.9
Annual,Total surface of the protected areas (ha),Jordan,:,:,:,114100.0,129800.0,129800.0,129800.0,:,127840.0,127840.0,127840.0,129900.0,129900.0,:
Annual,Total surface of the protected areas (ha),Lebanon,20700.0,:,:,:,:,21808.0,:,:,:,:,:,:,:,:
Annual,Total surface of the protected areas (ha),Morocco,214187.0,214187.0,214187.0,214187.0,500999.0,500999.0,685999.0,685999.0,779499.0,779499.0,779499.0,779499.0,:,:
Annual,Total surface of the protected areas (ha),Palestine*,5440.0,5440.0,5440.0,5440.0,5440.0,5440.0,:,:,:,:,:,:,:,:
Annual,Total surface of the protected areas (ha),Syria,:,:,:,213393.0,:,:,:,:,:,:,:,:,:,:
Annual,Total surface of the protected areas (ha),Tunisia,217888.0,217888.0,217888.0,217888.0,217888.0,217888.0,217888.0,217888.0,217888.0,:,583241.0,583241.0,583241.0,583241.0
Annual,Share of protected national territory (%),Egypt,:,:,:,:,9.8,:,:,15.0,15.0,:,15.0,:,:,:
Annual,Share of protected national territory (%),Israel,15.2,15.3,15.6,18.3,:,18.6,18.8,18.5,20.3,21.1,22.0,22.2,22.2,22.6
Annual,Share of protected national territory (%),Jordan,:,:,:,1.3 i,1.5 i,1.5 i,1.5,:,1.4,1.4,1.4,1.5,1.5,:
Annual,Share of protected national territory (%),Lebanon,2.0,:,:,:,:,2.0,:,:,:,:,:,:,:,:
Annual,Share of protected national territory (%),Morocco,0.3,0.3,0.3,0.3,0.7,0.7,1.0,1.0,1.1,1.1,1.1,1.1,:,:
Annual,Share of protected national territory (%),Palestine*,0.9,0.9,0.9,0.9,0.9,0.9,:,:,:,:,:,:,:,:
Annual,Share of protected national territory (%),Syria,:,:,:,1.2 i,:,:,:,:,:,:,:,:,:,:
Annual,Share of protected national territory (%),Tunisia,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,:,3.6,3.6,3.6,3.6
