Time frequency,Interest rate,Geopolitical entity (reporting)\Time,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Day-to-day rate,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,52.87,120.02,61.88,2.35,2.59,2.9,3.64,2.39,1.96,1.92,2.03,2.79,4.03,5.16,2.0,0.18,0.2,0.1,0.02,0.04,:,:,:,:,:,:,:,:,:,:
Annual,Day-to-day rate,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.62,7.91,10.62,11.58,19.31,13.57,6.79,5.25,4.98,3.57,2.28,2.19,1.95,2.1,2.77,3.42,1.58,0.86,0.7,0.57,0.18,0.15,:,:,:,:,:,:,:,:,:,:
Annual,Day-to-day rate,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.522,4.1126,3.1045,4.3656,4.6965,3.486,2.4434,2.157,2.1524,2.9424,4.0577,4.458,1.6968,0.6566,0.8877,0.0772,-0.0223,0.0426,-0.2493,-0.2593,-0.4742,-0.51,-0.5777,-0.4194,-0.369,0.1307,3.0599,3.4443
Annual,Day-to-day rate,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.1786,6.0877,4.57893,4.02052,3.72649,2.7364,4.1244,4.3872,3.2866,2.3177,2.0489,2.0878,2.8335,3.8663,3.8695,0.7079,0.4377,0.871,0.2289,0.089,0.0937,-0.1078,-0.3201,-0.3548,-0.3628,-0.3918,-0.4617,-0.4827,:,:,:
Annual,Day-to-day rate,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.47,:,:,:,:,:,:,:,:,:,:
Annual,Day-to-day rate,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,15.45,25.63,31.36,23.94,20.64,17.97,14.77,11.05,10.92,8.87,8.29,11.5,7.06,6.43,7.64,8.27,8.24,4.88,5.31,6.09,3.97,1.77,:,:,:,:,:,:,:,:,:,:
Annual,Day-to-day rate,Japan,:,:,:,:,:,:,:,:,:,:,:,:,6.94,6.39,6.07,6.47,4.79,3.51,3.62,4.88,7.25,7.45,4.65,3.06,2.2,1.21,0.47,0.48,0.37,0.06,0.11,0.06,0.0,0.0,0.00 d,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Day-to-day rate,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,26.41,21.23,22.66,21.09,13.9,17.55,17.12,9.48,5.69,5.67,5.33,4.1,4.42,5.75,3.17,3.08,4.1,4.66,3.0,2.5,:,:,:,:,:,:,:,:,:,:
Annual,Day-to-day rate,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,: m,: m,68.32,41.54,37.84,23.35,18.02,18.81,6.24,7.04,6.89,11.17,10.07,4.05,4.23,4.14,2.98,1.57,:,:,:,:,:,:,:,:,:,:
